"R0","r","K","I0","trough_index","x_in","q_lineage","Q_burnout","P_persistence","cumulative_persistence","burnout_at_this_trough","m_raw","m_used","entry_status","integration_converged","troughs_found","termination_status"
1.34625,0.01,10000,1,3,0.683227569136084,0.993214707112588,0.878657648638937,0.121342351361063,6.45909311102924e-08,4.67712344586889e-07,19.1046176102158,19,"success",TRUE,5,"requested_troughs_found"
1.34625,0.01,10000,1,4,0.70585725348354,0.984928635546758,0.749360021439925,0.250639978560075,1.6189069588659e-08,4.84018615216334e-08,19.1046176102158,19,"success",TRUE,5,"requested_troughs_found"
1.34625,0.01,10000,1,5,0.719654638810068,0.97768265318845,0.651268815588208,0.348731184411792,5.64563341217796e-09,1.0543436176481e-08,19.1046176102158,19,"success",TRUE,5,"requested_troughs_found"
1.445,0.01,10000,1,1,0.4793878173689,0.999999964787106,0.999999260529481,7.39470519220336e-07,7.39470519220336e-07,0.999999260529481,21.3120053639205,21,"success",TRUE,5,"requested_troughs_found"
1.445,0.01,10000,1,2,0.569254814170668,0.999777671494608,0.995341467077589,0.00465853292241064,3.44484775894002e-09,7.36025671461396e-07,21.3120053639205,21,"success",TRUE,5,"requested_troughs_found"
1.445,0.01,10000,1,3,0.613723320406822,0.996716386032446,0.933261952358033,0.0667380476419668,2.29902413855462e-10,3.21494534508456e-09,21.3120053639205,21,"success",TRUE,5,"requested_troughs_found"
1.445,0.01,10000,1,4,0.640309288693835,0.989810398019936,0.806477485361343,0.193522514638657,4.44912932508062e-11,1.85411120604656e-10,21.3120053639205,21,"success",TRUE,5,"requested_troughs_found"
1.445,0.01,10000,1,5,0.657410938638344,0.982059907703466,0.68375042731428,0.31624957268572,1.40703524788025e-11,3.04209407720037e-11,21.3120053639205,21,"success",TRUE,5,"requested_troughs_found"
1.54375,0.01,10000,1,1,0.41144316964524,0.999999999389068,0.999999985948565,1.40514352541762e-08,1.40514352541762e-08,0.999999985948565,22.8163057909489,23,"success",TRUE,5,"requested_troughs_found"
1.54375,0.01,10000,1,2,0.505533418390572,0.999958647237273,0.999049318974975,0.000950681025024771,1.33584328705095e-11,1.40380768213057e-08,22.8163057909489,23,"success",TRUE,5,"requested_troughs_found"
1.54375,0.01,10000,1,3,0.553361110091745,0.998609973304624,0.968513502461616,0.031486497538384,4.20610263693964e-13,1.29378226068155e-11,22.8163057909489,23,"success",TRUE,5,"requested_troughs_found"
1.54375,0.01,10000,1,4,0.582652239822988,0.993738174347494,0.865476720776103,0.134523279223897,5.65818719473402e-14,3.64028391746624e-13,22.8163057909489,23,"success",TRUE,5,"requested_troughs_found"
1.54375,0.01,10000,1,5,0.602128219279282,0.986612973988197,0.733460802685175,0.266539197314825,1.50812867314143e-14,4.15005852159259e-14,22.8163057909489,23,"success",TRUE,5,"requested_troughs_found"
1.6425,0.01,10000,1,1,0.35487524343768,0.999999999991787,0.999999999802899,1.97101002167558e-10,1.97101002167558e-10,0.999999999802899,23.8156465090849,24,"success",TRUE,5,"requested_troughs_found"
