"R0","r","K","I0","x_in","y_BL","I_in","q1","m_raw","m_used","P_burnout","status","boundary_entry_found","integration_converged","integration_absolute_error","integration_subdivisions","t_peak","I_peak","t_in"
2.0375,0.01,10000,1,0.204419052548628,0.00249915314840604,24.9915314840604,1,24.9915314840604,25,1,"success",TRUE,TRUE,404674797721.8,14,8.80734091283387,1616.8503683661,17.4671255018828
2.13625,0.01,10000,1,0.179531528362644,0.00248983028273201,24.8983028273201,1,24.8983028273201,25,1,"success",TRUE,TRUE,94858874966675,14,8.15143587618448,1783.76278444055,16.4908822371786
2.235,0.01,10000,1,0.158086451851553,0.00247236110485514,24.7236110485514,1,24.7236110485514,25,1,"success",TRUE,TRUE,72094259211293184,13,7.59049817619454,1945.24501536851,15.6621960635212
2.33375,0.01,10000,1,0.13953230602365,0.00244887022336187,24.4887022336187,1,24.4887022336187,24,1,"success",TRUE,TRUE,116616756923858944,14,7.10480220332491,2101.56132249016,14.9501415902151
2.4325,0.01,10000,1,0.123420656743087,0.00242096735179761,24.2096735179761,1,24.2096735179761,24,1,"success",TRUE,TRUE,9.71993030754518e+21,13,6.68012743421551,2252.2055152496,14.3325976850598
2.53125,0.01,10000,1,0.10938228230324,0.00238987959152568,23.8987959152568,1,23.8987959152568,24,1,"success",TRUE,TRUE,1.08763844996516e+23,14,6.30518330635204,2398.01042237435,13.7918498954192
2.63,0.01,10000,1,0.0971132093868779,0.00235654700805274,23.5654700805274,1,23.5654700805274,24,1,"success",TRUE,TRUE,1.9297872281576e+26,14,5.97195028657158,2538.08927529437,13.3151532027606
2.72875,0.01,10000,1,0.0863601219995834,0.00232169248528325,23.2169248528325,1,23.2169248528325,23,1,"success",TRUE,TRUE,3.95893171782463e+29,15,5.67346035971774,2673.41033684174,12.8919189441916
2.8275,0.01,10000,1,0.0769116827337982,0.00228587331852675,22.8587331852675,1,22.8587331852675,23,1,"success",TRUE,TRUE,1.11973950334789e+32,15,5.40438214829905,2804.3518487059,12.5142277760099
2.92625,0.01,10000,1,0.0685899419745766,0.00224951968703795,22.4951968703795,1,22.4951968703795,22,1,"success",TRUE,TRUE,9.68455829011305e+34,17,5.16088126639897,2929.93839516151,12.1753394636879
3.025,0.01,10000,1,0.0612446664204988,0.00221296359538283,22.1296359538283,1,22.1296359538283,22,1,"success",TRUE,TRUE,0,2,4.93914947310585,3051.28802342392,11.8698422428145
3.12375,0.01,10000,1,0.054748361069277,0.00217646082042261,21.7646082042261,1,21.7646082042261,22,1,"success",TRUE,TRUE,0,2,4.7364540704906,3168.25351442252,11.5932611674239
3.2225,0.01,10000,1,0.0489925106144354,0.00214020767718253,21.4020767718253,1,21.4020767718253,21,1,"success",TRUE,TRUE,0,2,4.55009427678244,3282.06933901404,11.3421780547031
3.32125,0.01,10000,1,0.0438840801446524,0.00210435391334612,21.0435391334612,1,21.0435391334612,21,1,"success",TRUE,TRUE,0,2,4.37894725452549,3390.05888218714,11.1134263220423
3.42,0.01,10000,1,0.0393431061237376,0.00206901268766458,20.6901268766458,1,20.6901268766458,21,1,"success",TRUE,TRUE,0,2,4.22042623025122,3495.38009307914,10.9041615053141
3.51875,0.01,10000,1,0.0353009216802316,0.00203426833538927,20.3426833538927,1,20.3426833538927,20,1,"success",TRUE,TRUE,0,2,4.073435430115,3597.0771090018,10.7126175307626
3.6175,0.01,10000,1,0.0316978559028464,0.00200018244262012,20.0018244262012,1,20.0018244262012,20,1,"success",TRUE,TRUE,0,2,3.93663332258617,3695.73058283693,10.5365405723253
3.71625,0.01,10000,1,0.0284823211621722,0.00196679862002783,19.6679862002783,1,19.6679862002783,20,1,"success",TRUE,TRUE,0,2,3.80905840898989,3791.20115569405,10.3744540348825
3.815,0.01,10000,1,0.0256093605884975,0.00193414627024112,19.3414627024112,1,19.3414627024112,19,1,"success",TRUE,TRUE,0,2,3.68990396993052,3883.14042733519,10.2248406050388
3.91375,0.01,10000,1,0.0230397917789854,0.00190224357225185,19.0224357225185,1,19.0224357225185,19,1,"success",TRUE,TRUE,0,2,3.57840199291638,3971.61247778725,10.0864673072556
4.0125,0.01,10000,1,0.0207393593127187,0.00187109985345639,18.7109985345639,1,18.7109985345639,19,1,"success",TRUE,TRUE,0,2,3.47356876449749,4057.8419182477,9.95830144594873
4.11125,0.01,10000,1,0.0186780480447709,0.00184071748046526,18.4071748046526,1,18.4071748046526,18,1,"success",TRUE,TRUE,0,2,3.37493385877486,4141.3949084548,9.83951316718045
4.21,0.01,10000,1,0.0168294587050355,0.00181109337004418,18.1109337004418,1,18.1109337004418,18,1,"success",TRUE,TRUE,0,2,3.28191757174213,4222.55364810804,9.72921462508409
4.30875,0.01,10000,1,0.0151703429306132,0.00178222019896129,17.8222019896129,1,17.8222019896129,18,1,"success",TRUE,TRUE,0,2,3.19383815305757,4302.32371914181,9.62652852356506
4.4075,0.01,10000,1,0.0136802266069134,0.00175408737427083,17.5408737427083,1,17.5408737427083,18,1,"success",TRUE,TRUE,0,2,3.11092905071755,4378.0101079261,9.53085514194262
4.50625,0.01,10000,1,0.0123410030011792,0.00172668181232338,17.2668181232338,1,17.2668181232338,17,1,"success",TRUE,TRUE,0,2,3.03240420541196,4451.32895274341,9.4415283427105
4.605,0.01,10000,1,0.0111366787574782,0.00169998856457068,16.9998856457068,1,16.9998856457068,17,1,"success",TRUE,TRUE,0,2,2.95749919116822,4524.40691393969,9.35822244160191
4.70375,0.01,10000,1,0.0100530522906424,0.00167399132030133,16.7399132030133,1,16.7399132030133,17,1,"success",TRUE,TRUE,0,2,2.88676875131226,4593.34884681295,9.28048898643992
4.8025,0.01,10000,1,0.00907747987881975,0.00164867281025819,16.4867281025819,1,16.4867281025819,16,1,"success",TRUE,TRUE,0,2,2.81941762806914,4660.70010576406,9.20751462625084
4.90125,0.01,10000,1,0.00819879548033282,0.00162401513024285,16.2401513024285,1,16.2401513024285,16,1,"success",TRUE,TRUE,2.42094527008859e+95,49,2.75471930436499,4728.71937060055,9.13935520599767
5,0.01,10000,1,0.00740700871788873,0.0016,16,1,16,16,1,"success",TRUE,TRUE,-3.99500140125266e+73,3,2.69351484487813,4792.47313719271,9.07552210415728
1.05,0.02225,10000,1,NA,0.00100907029478458,NA,NA,10.0907029478458,NA,NA,"no_epidemic_peak",FALSE,FALSE,NA,NA,NA,NA,NA
1.14875,0.02225,10000,1,0.804059071944612,0.00250804856013953,25.0804856013953,0.989695721745647,25.0804856013953,25,0.771866731310587,"success",TRUE,TRUE,6.2133564102361e-06,8,41.2413331526281,104.2887426696,64.7435490094727
1.2475,0.02225,10000,1,0.683331078768596,0.00353854000586343,35.3854000586343,0.996281909621263,35.3854000586343,35,0.877765602941354,"success",TRUE,TRUE,3.95368663222428e-06,8,28.1738211857118,234.748781285438,44.7144733266073
1.34625,0.02225,10000,1,0.582416498490276,0.00425077741827301,42.5077741827301,0.998985892379057,42.5077741827301,43,0.957309289169811,"success",TRUE,TRUE,1.28255265899324e-05,8,21.7095499521334,391.842787076599,35.0190465780115
1.445,0.02225,10000,1,0.498613562543017,0.0047419211934723,47.419211934723,0.999775078563087,47.419211934723,47,0.98948319582978,"success",TRUE,TRUE,0.000323381305280535,8,17.7830033559665,564.103582947586,29.207547774894
1.54375,0.02225,10000,1,0.428845204654954,0.00507662803848613,50.7662803848613,0.999957718011249,50.7662803848613,51,0.997845896402732,"success",TRUE,TRUE,2.89369819287599e-05,10,15.1208883323136,744.10958212507,25.306138945932
1.6425,0.02225,10000,1,0.370468442646502,0.0052989813482714,52.989813482714,0.999993079074898,52.989813482714,53,0.99963325696692,"success",TRUE,TRUE,0.00674766204724671,10,13.1867078914965,927.015004557891,22.4945694128042
1.74125,0.02225,10000,1,0.321346850061957,0.00543966886014526,54.3966886014526,0.999998995080593,54.3966886014526,54,0.999945735797098,"success",TRUE,TRUE,0.00311290032448319,11,11.7126166414186,1109.62430722578,20.367331869727
1.84,0.02225,10000,1,0.279778931606994,0.00552043950850662,55.2043950850662,0.999999868816825,55.2043950850662,55,0.999992784950937,"success",TRUE,TRUE,0.0137301261982685,11,10.5489891377172,1289.92020539724,18.6993401890745
1.93875,0.02225,10000,1,0.244416104380231,0.0055569481389474,55.569481389474,0.999999984440644,55.569481389474,56,0.99999912867641,"success",TRUE,TRUE,0.629932856227697,10,9.60548804494278,1466.42301122432,17.3557897307047
