"R01","R02","boundary_event","entry_case","Q1","Q2","surv1","surv2","both_burnout","strain1_only_burnout","strain2_only_burnout","neither_burnout","error_message"
1.22,2.48,"yes","strain2_reentered_before_strain1_escaped",1,0.992293304005844,0,0.00770669599415619,0.992293304005844,0.00770669599415619,0,0,NA
1.22,2.49,"yes","strain2_reentered_before_strain1_escaped",1,0.99227330282969,0,0.00772669717031027,0.99227330282969,0.00772669717031027,0,0,NA
1.22,2.5,"yes","strain2_reentered_before_strain1_escaped",1,0.992250692846031,0,0.00774930715396938,0.992250692846031,0.00774930715396938,0,0,NA
1.22,2.51,"yes","strain2_reentered_before_strain1_escaped",1,0.992225531912187,0,0.00777446808781257,0.992225531912187,0.00777446808781257,0,0,NA
1.22,2.52,"yes","strain2_reentered_before_strain1_escaped",1,0.992197841704141,0,0.00780215829585917,0.992197841704141,0.00780215829585917,0,0,NA
1.22,2.53,"yes","strain2_reentered_before_strain1_escaped",1,0.992167632593191,0,0.00783236740680926,0.992167632593191,0.00783236740680926,0,0,NA
1.22,2.54,"yes","strain2_reentered_before_strain1_escaped",1,0.992134878125599,0,0.00786512187440136,0.992134878125599,0.00786512187440136,0,0,NA
1.22,2.55,"yes","strain2_reentered_before_strain1_escaped",1,0.992099640349967,0,0.00790035965003288,0.992099640349967,0.00790035965003288,0,0,NA
1.22,2.56,"yes","strain2_reentered_before_strain1_escaped",1,0.992061911931913,0,0.00793808806808682,0.992061911931913,0.00793808806808682,0,0,NA
1.22,2.57,"yes","strain2_reentered_before_strain1_escaped",1,0.992021690815188,0,0.00797830918481246,0.992021690815188,0.00797830918481246,0,0,NA
1.22,2.58,"yes","strain2_reentered_before_strain1_escaped",1,0.99197898023023,0,0.00802101976976999,0.99197898023023,0.00802101976976999,0,0,NA
1.22,2.59,"yes","strain2_reentered_before_strain1_escaped",1,0.991933788700071,0,0.00806621129992857,0.991933788700071,0.00806621129992857,0,0,NA
1.22,2.6,"yes","strain2_reentered_before_strain1_escaped",1,0.991886130060562,0,0.00811386993943819,0.991886130060562,0.00811386993943819,0,0,NA
1.22,2.61,"yes","strain2_reentered_before_strain1_escaped",1,0.991835960758786,0,0.00816403924121401,0.991835960758786,0.00816403924121401,0,0,NA
1.22,2.62,"yes","strain2_reentered_before_strain1_escaped",1,0.991783285285285,0,0.00821671471471475,0.991783285285285,0.00821671471471475,0,0,NA
1.22,2.63,"yes","strain2_reentered_before_strain1_escaped",1,0.99172815697327,0,0.0082718430267299,0.99172815697327,0.0082718430267299,0,0,NA
1.22,2.64,"yes","strain2_reentered_before_strain1_escaped",1,0.991670463429395,0,0.00832953657060487,0.991670463429395,0.00832953657060487,0,0,NA
1.22,2.65,"yes","strain2_reentered_before_strain1_escaped",1,0.991610284426365,0,0.00838971557363499,0.991610284426365,0.00838971557363499,0,0,NA
1.22,2.66,"yes","strain2_reentered_before_strain1_escaped",1,0.991547609321662,0,0.00845239067833825,0.991547609321662,0.00845239067833825,0,0,NA
1.22,2.67,"yes","strain2_reentered_before_strain1_escaped",1,0.991482323684303,0,0.008517676315697,0.991482323684303,0.008517676315697,0,0,NA
1.22,2.68,"yes","strain2_reentered_before_strain1_escaped",1,0.991414498681698,0,0.00858550131830205,0.991414498681698,0.00858550131830205,0,0,NA
1.22,2.69,"yes","strain2_reentered_before_strain1_escaped",1,0.991344107490997,0,0.00865589250900256,0.991344107490997,0.00865589250900256,0,0,NA
1.22,2.7,"yes","strain2_reentered_before_strain1_escaped",1,0.991271126262675,0,0.00872887373732456,0.991271126262675,0.00872887373732456,0,0,NA
1.22,2.71,"yes","strain2_reentered_before_strain1_escaped",1,0.991195535000241,0,0.00880446499975929,0.991195535000241,0.00880446499975929,0,0,NA
1.22,2.72,"yes","strain2_reentered_before_strain1_escaped",1,0.991117317652384,0,0.00888268234761613,0.991117317652384,0.00888268234761613,0,0,NA
1.22,2.73,"yes","strain2_reentered_before_strain1_escaped",1,0.991036462182533,0,0.0089635378174665,0.991036462182533,0.0089635378174665,0,0,NA
1.22,2.74,"yes","strain2_reentered_before_strain1_escaped",1,0.990952859726974,0,0.00904714027302589,0.990952859726974,0.00904714027302589,0,0,NA
1.22,2.75,"yes","strain2_reentered_before_strain1_escaped",1,0.990866570034517,0,0.00913342996548261,0.990866570034517,0.00913342996548261,0,0,NA
1.22,2.76,"yes","strain2_reentered_before_strain1_escaped",1,0.990777601060752,0,0.00922239893924837,0.990777601060752,0.00922239893924837,0,0,NA
1.22,2.77,"yes","strain2_reentered_before_strain1_escaped",1,0.990685778174006,0,0.00931422182599384,0.990685778174006,0.00931422182599384,0,0,NA
1.22,2.78,"yes","strain2_reentered_before_strain1_escaped",1,0.990591242365577,0,0.00940875763442317,0.990591242365577,0.00940875763442317,0,0,NA
1.22,2.79,"yes","strain2_reentered_before_strain1_escaped",1,0.990493799709425,0,0.00950620029057547,0.990493799709425,0.00950620029057547,0,0,NA
1.22,2.8,"yes","strain2_reentered_before_strain1_escaped",1,0.990393566198105,0,0.00960643380189452,0.990393566198105,0.00960643380189452,0,0,NA
1.22,2.81,"yes","strain2_reentered_before_strain1_escaped",1,0.99029039948875,0,0.00970960051124981,0.99029039948875,0.00970960051124981,0,0,NA
1.22,2.82,"yes","strain2_reentered_before_strain1_escaped",1,0.990184284004223,0,0.00981571599577713,0.990184284004223,0.00981571599577713,0,0,NA
1.22,2.83,"yes","strain2_reentered_before_strain1_escaped",1,0.990075223489788,0,0.00992477651021184,0.990075223489788,0.00992477651021184,0,0,NA
1.22,2.84,"yes","strain2_reentered_before_strain1_escaped",1,0.989963164106881,0,0.0100368358931191,0.989963164106881,0.0100368358931191,0,0,NA
1.22,2.85,"yes","strain2_reentered_before_strain1_escaped",1,0.989848054333233,0,0.0101519456667668,0.989848054333233,0.0101519456667668,0,0,NA
1.22,2.86,"yes","strain2_reentered_before_strain1_escaped",1,0.989729845066442,0,0.0102701549335577,0.989729845066442,0.0102701549335577,0,0,NA
1.22,2.87,"yes","strain2_reentered_before_strain1_escaped",1,0.989608489716298,0,0.0103915102837016,0.989608489716298,0.0103915102837016,0,0,NA
1.22,2.88,"yes","strain2_reentered_before_strain1_escaped",1,0.989483944323718,0,0.0105160556762817,0.989483944323718,0.0105160556762817,0,0,NA
1.22,2.89,"yes","strain2_reentered_before_strain1_escaped",1,0.989356167657741,0,0.0106438323422587,0.989356167657741,0.0106438323422587,0,0,NA
1.22,2.9,"yes","strain2_reentered_before_strain1_escaped",1,0.989225121337787,0,0.0107748786622135,0.989225121337787,0.0107748786622135,0,0,NA
1.22,2.91,"yes","strain2_reentered_before_strain1_escaped",1,0.989090769953343,0,0.0109092300466574,0.989090769953343,0.0109092300466574,0,0,NA
1.22,2.92,"yes","strain2_reentered_before_strain1_escaped",1,0.988953081180307,0,0.0110469188196927,0.988953081180307,0.0110469188196927,0,0,NA
1.22,2.93,"yes","strain2_reentered_before_strain1_escaped",1,0.988811870796985,0,0.0111881292030154,0.988811870796985,0.0111881292030154,0,0,NA
1.22,2.94,"yes","strain2_reentered_before_strain1_escaped",1,0.988667217472694,0,0.0113327825273063,0.988667217472694,0.0113327825273063,0,0,NA
1.22,2.95,"yes","strain2_reentered_before_strain1_escaped",1,0.988519085642227,0,0.0114809143577731,0.988519085642227,0.0114809143577731,0,0,NA
1.22,2.96,"yes","strain2_reentered_before_strain1_escaped",1,0.988367253808817,0,0.0116327461911833,0.988367253808817,0.0116327461911833,0,0,NA
1.22,2.97,"yes","strain2_reentered_before_strain1_escaped",1,0.988211897733215,0,0.0117881022667854,0.988211897733215,0.0117881022667854,0,0,NA
1.22,2.98,"yes","strain2_reentered_before_strain1_escaped",1,0.98805269170282,0,0.0119473082971802,0.98805269170282,0.0119473082971802,0,0,NA
1.22,2.99,"yes","strain2_reentered_before_strain1_escaped",1,0.98788982040982,0,0.0121101795901798,0.98788982040982,0.0121101795901798,0,0,NA
1.22,3,"yes","strain2_reentered_before_strain1_escaped",1,0.987723064682945,0,0.0122769353170553,0.987723064682945,0.0122769353170553,0,0,NA
1.23,1.2,"yes","strain2_first_strain1_later",0.586337482400491,0.979814329497987,0.413662517599509,0.0201856705020131,0.574501867177774,0.0118356152227162,0.405312462320213,0.00835005527929691,NA
1.23,1.21,"yes","strain2_first_strain1_later",0.473842691942141,0.912764518185189,0.526157308057859,0.0872354818148113,0.432506796406141,0.0413358955359999,0.480257721779048,0.0458995862788115,NA
1.23,1.22,"yes","strain2_first_strain1_later",0.384426463308068,0.706320791464436,0.615573536691932,0.293679208535564,0.271528403823629,0.11289805948444,0.434792387640807,0.180781149051125,NA
1.23,1.23,"yes","both_strains_reentered_same_step",0.352142462981216,0.352142462981216,0.647857537018784,0.647857537018784,0.124004314234477,0.228138148746739,0.228138148746739,0.419719388272045,NA
1.23,1.24,"yes","strain1_first_strain2_later",0.721958679130038,0.418849765571837,0.278041320869962,0.581150234428163,0.302392223506169,0.419566455623869,0.116457542065667,0.161583778804295,NA
1.23,1.25,"yes","strain1_first_strain2_later",0.915514946821571,0.527950206393087,0.0844850531784294,0.472049793606913,0.483346305130404,0.432168641691167,0.0446039012626827,0.0398811519157467,NA
1.23,1.26,"yes","strain1_first_strain2_later",0.977876885100681,0.644240571393933,0.0221231148993187,0.355759428606067,0.629987963210182,0.347888921890499,0.0142526081837507,0.00787050671556799,NA
1.23,1.27,"yes","strain1_first_strain2_later",0.994370185126157,0.741898645937195,0.00562981487384284,0.258101354062805,0.737721893905414,0.256648291220743,0.00417675203178109,0.00145306284206176,NA
1.23,1.28,"yes","strain1_first_strain2_later",0.998521955818145,0.813284711305145,0.00147804418185538,0.186715288694855,0.812082640569409,0.186439315248736,0.0012020707357365,0.000275973446118877,NA
1.23,1.29,"yes","strain1_first_strain2_later",0.999587428392388,0.861745723359098,0.000412571607612433,0.138254276640902,0.861390191540658,0.138197236851729,0.000355531818439402,5.70397891730312e-05,NA
