"varied_parameter","parameter_value","R0","K","r","alpha","step","tau","occupied_patches_raw","occupancy_fraction_raw","occupied_patches_established","patches_with_complete_window","occupancy_fraction_established","global_I"
"R0",3,3,10000,0.125,1e-04,87,50,8,0.04,5,200,0.025,5425
"R0",3,3,10000,0.125,1e-04,87.1,50,8,0.04,5,200,0.025,5336
"R0",3,3,10000,0.125,1e-04,87.2,50,8,0.04,5,200,0.025,5230
"R0",3,3,10000,0.125,1e-04,87.3,50,9,0.045,5,200,0.025,5208
"R0",3,3,10000,0.125,1e-04,87.4,50,9,0.045,5,200,0.025,5091
"R0",3,3,10000,0.125,1e-04,87.5,50,9,0.045,5,200,0.025,4989
"R0",3,3,10000,0.125,1e-04,87.6,50,9,0.045,5,200,0.025,4937
"R0",3,3,10000,0.125,1e-04,87.7,50,9,0.045,5,200,0.025,4828
"R0",3,3,10000,0.125,1e-04,87.8,50,9,0.045,5,200,0.025,4743
"R0",3,3,10000,0.125,1e-04,87.9,50,9,0.045,5,200,0.025,4690
"R0",3,3,10000,0.125,1e-04,88,50,9,0.045,5,200,0.025,4553
"R0",3,3,10000,0.125,1e-04,88.1,50,9,0.045,5,200,0.025,4472
"R0",3,3,10000,0.125,1e-04,88.2,50,9,0.045,5,200,0.025,4362
"R0",3,3,10000,0.125,1e-04,88.3,50,9,0.045,5,200,0.025,4247
"R0",3,3,10000,0.125,1e-04,88.4,50,9,0.045,5,200,0.025,4170
"R0",3,3,10000,0.125,1e-04,88.5,50,9,0.045,5,200,0.025,4121
"R0",3,3,10000,0.125,1e-04,88.6,50,9,0.045,5,200,0.025,4045
"R0",3,3,10000,0.125,1e-04,88.7,50,9,0.045,5,200,0.025,3961
"R0",3,3,10000,0.125,1e-04,88.8,50,9,0.045,5,200,0.025,3897
"R0",3,3,10000,0.125,1e-04,88.9,50,9,0.045,5,200,0.025,3818
"R0",3,3,10000,0.125,1e-04,89,50,9,0.045,5,200,0.025,3762
"R0",3,3,10000,0.125,1e-04,89.1,50,9,0.045,5,200,0.025,3682
"R0",3,3,10000,0.125,1e-04,89.2,50,9,0.045,5,200,0.025,3599
"R0",3,3,10000,0.125,1e-04,89.3,50,9,0.045,5,200,0.025,3507
"R0",3,3,10000,0.125,1e-04,89.4,50,9,0.045,5,200,0.025,3417
"R0",3,3,10000,0.125,1e-04,89.5,50,9,0.045,5,200,0.025,3336
"R0",3,3,10000,0.125,1e-04,89.6,50,9,0.045,5,200,0.025,3306
"R0",3,3,10000,0.125,1e-04,89.7,50,9,0.045,5,200,0.025,3246
"R0",3,3,10000,0.125,1e-04,89.8,50,9,0.045,5,200,0.025,3184
"R0",3,3,10000,0.125,1e-04,89.9,50,10,0.05,5,200,0.025,3151
"R0",3,3,10000,0.125,1e-04,90,50,10,0.05,5,200,0.025,3122
"R0",3,3,10000,0.125,1e-04,90.1,50,10,0.05,5,200,0.025,3088
"R0",3,3,10000,0.125,1e-04,90.2,50,10,0.05,5,200,0.025,3007
"R0",3,3,10000,0.125,1e-04,90.3,50,10,0.05,5,200,0.025,2975
"R0",3,3,10000,0.125,1e-04,90.4,50,10,0.05,5,200,0.025,2938
"R0",3,3,10000,0.125,1e-04,90.5,50,10,0.05,5,200,0.025,2896
"R0",3,3,10000,0.125,1e-04,90.6,50,10,0.05,5,200,0.025,2859
"R0",3,3,10000,0.125,1e-04,90.7,50,10,0.05,5,200,0.025,2830
"R0",3,3,10000,0.125,1e-04,90.8,50,10,0.05,5,200,0.025,2808
"R0",3,3,10000,0.125,1e-04,90.9,50,10,0.05,5,200,0.025,2822
"R0",3,3,10000,0.125,1e-04,91,50,10,0.05,5,200,0.025,2832
"R0",3,3,10000,0.125,1e-04,91.1,50,10,0.05,5,200,0.025,2813
"R0",3,3,10000,0.125,1e-04,91.2,50,10,0.05,5,200,0.025,2787
"R0",3,3,10000,0.125,1e-04,91.3,50,10,0.05,5,200,0.025,2757
"R0",3,3,10000,0.125,1e-04,91.4,50,10,0.05,5,200,0.025,2740
"R0",3,3,10000,0.125,1e-04,91.5,50,10,0.05,5,200,0.025,2706
"R0",3,3,10000,0.125,1e-04,91.6,50,10,0.05,5,200,0.025,2701
"R0",3,3,10000,0.125,1e-04,91.7,50,10,0.05,5,200,0.025,2745
"R0",3,3,10000,0.125,1e-04,91.8,50,10,0.05,5,200,0.025,2788
"R0",3,3,10000,0.125,1e-04,91.9,50,10,0.05,5,200,0.025,2845
"R0",3,3,10000,0.125,1e-04,92,50,10,0.05,5,200,0.025,2951
"R0",3,3,10000,0.125,1e-04,92.1,50,10,0.05,5,200,0.025,3031
"R0",3,3,10000,0.125,1e-04,92.2,50,10,0.05,5,200,0.025,3121
"R0",3,3,10000,0.125,1e-04,92.3,50,10,0.05,5,200,0.025,3220
"R0",3,3,10000,0.125,1e-04,92.4,50,10,0.05,5,200,0.025,3424
"R0",3,3,10000,0.125,1e-04,92.5,50,10,0.05,5,200,0.025,3589
"R0",3,3,10000,0.125,1e-04,92.6,50,10,0.05,5,200,0.025,3749
"R0",3,3,10000,0.125,1e-04,92.7,50,11,0.055,5,200,0.025,3982
"R0",3,3,10000,0.125,1e-04,92.8,50,11,0.055,5,200,0.025,4233
"R0",3,3,10000,0.125,1e-04,92.9,50,11,0.055,5,200,0.025,4469
"R0",3,3,10000,0.125,1e-04,93,50,11,0.055,5,200,0.025,4738
"R0",3,3,10000,0.125,1e-04,93.1,50,11,0.055,5,200,0.025,5105
"R0",3,3,10000,0.125,1e-04,93.2,50,11,0.055,5,200,0.025,5470
"R0",3,3,10000,0.125,1e-04,93.3,50,11,0.055,5,200,0.025,5864
"R0",3,3,10000,0.125,1e-04,93.4,50,10,0.05,5,200,0.025,6236
"R0",3,3,10000,0.125,1e-04,93.5,50,10,0.05,5,200,0.025,6624
"R0",3,3,10000,0.125,1e-04,93.6,50,10,0.05,5,200,0.025,6959
"R0",3,3,10000,0.125,1e-04,93.7,50,10,0.05,5,200,0.025,7226
"R0",3,3,10000,0.125,1e-04,93.8,50,10,0.05,5,200,0.025,7459
"R0",3,3,10000,0.125,1e-04,93.9,50,10,0.05,5,200,0.025,7725
"R0",3,3,10000,0.125,1e-04,94,50,10,0.05,5,200,0.025,7949
"R0",3,3,10000,0.125,1e-04,94.1,50,10,0.05,5,200,0.025,8076
"R0",3,3,10000,0.125,1e-04,94.2,50,10,0.05,5,200,0.025,8123
"R0",3,3,10000,0.125,1e-04,94.3,50,10,0.05,5,200,0.025,8150
"R0",3,3,10000,0.125,1e-04,94.4,50,10,0.05,5,200,0.025,8077
"R0",3,3,10000,0.125,1e-04,94.5,50,10,0.05,5,200,0.025,7948
"R0",3,3,10000,0.125,1e-04,94.6,50,10,0.05,5,200,0.025,7783
"R0",3,3,10000,0.125,1e-04,94.7,50,10,0.05,5,200,0.025,7618
"R0",3,3,10000,0.125,1e-04,94.8,50,10,0.05,5,200,0.025,7398
"R0",3,3,10000,0.125,1e-04,94.9,50,10,0.05,5,200,0.025,7187
"R0",3,3,10000,0.125,1e-04,95,50,11,0.055,5,200,0.025,7028
"R0",3,3,10000,0.125,1e-04,95.1,50,11,0.055,5,200,0.025,6806
"R0",3,3,10000,0.125,1e-04,95.2,50,11,0.055,5,200,0.025,6508
"R0",3,3,10000,0.125,1e-04,95.3,50,11,0.055,5,200,0.025,6263
"R0",3,3,10000,0.125,1e-04,95.4,50,11,0.055,5,200,0.025,6028
"R0",3,3,10000,0.125,1e-04,95.5,50,11,0.055,5,200,0.025,5828
"R0",3,3,10000,0.125,1e-04,95.6,50,11,0.055,5,200,0.025,5618
"R0",3,3,10000,0.125,1e-04,95.7,50,11,0.055,5,200,0.025,5435
"R0",3,3,10000,0.125,1e-04,95.8,50,11,0.055,5,200,0.025,5289
"R0",3,3,10000,0.125,1e-04,95.9,50,11,0.055,5,200,0.025,5169
"R0",3,3,10000,0.125,1e-04,96,50,12,0.06,5,200,0.025,5084
"R0",3,3,10000,0.125,1e-04,96.1,50,12,0.06,5,200,0.025,5006
"R0",3,3,10000,0.125,1e-04,96.2,50,12,0.06,5,200,0.025,4979
"R0",3,3,10000,0.125,1e-04,96.3,50,12,0.06,5,200,0.025,4920
"R0",3,3,10000,0.125,1e-04,96.4,50,11,0.055,5,200,0.025,4922
"R0",3,3,10000,0.125,1e-04,96.5,50,11,0.055,5,200,0.025,4932
"R0",3,3,10000,0.125,1e-04,96.6,50,10,0.05,5,200,0.025,5034
"R0",3,3,10000,0.125,1e-04,96.7,50,10,0.05,5,200,0.025,5130
"R0",3,3,10000,0.125,1e-04,96.8,50,10,0.05,5,200,0.025,5222
"R0",3,3,10000,0.125,1e-04,96.9,50,10,0.05,5,200,0.025,5303
"R0",3,3,10000,0.125,1e-04,97,50,10,0.05,5,200,0.025,5371
"R0",3,3,10000,0.125,1e-04,97.1,50,10,0.05,5,200,0.025,5384
"R0",3,3,10000,0.125,1e-04,97.2,50,10,0.05,5,200,0.025,5387
"R0",3,3,10000,0.125,1e-04,97.3,50,10,0.05,5,200,0.025,5433
"R0",3,3,10000,0.125,1e-04,97.4,50,10,0.05,5,200,0.025,5431
"R0",3,3,10000,0.125,1e-04,97.5,50,10,0.05,5,200,0.025,5367
"R0",3,3,10000,0.125,1e-04,97.6,50,10,0.05,5,200,0.025,5331
"R0",3,3,10000,0.125,1e-04,97.7,50,10,0.05,5,200,0.025,5230
"R0",3,3,10000,0.125,1e-04,97.8,50,10,0.05,5,200,0.025,5132
"R0",3,3,10000,0.125,1e-04,97.9,50,10,0.05,5,200,0.025,4964
"R0",3,3,10000,0.125,1e-04,98,50,10,0.05,5,200,0.025,4843
"R0",3,3,10000,0.125,1e-04,98.1,50,10,0.05,5,200,0.025,4736
"R0",3,3,10000,0.125,1e-04,98.2,50,10,0.05,5,200,0.025,4591
"R0",3,3,10000,0.125,1e-04,98.3,50,10,0.05,5,200,0.025,4476
"R0",3,3,10000,0.125,1e-04,98.4,50,9,0.045,5,200,0.025,4339
"R0",3,3,10000,0.125,1e-04,98.5,50,9,0.045,5,200,0.025,4294
"R0",3,3,10000,0.125,1e-04,98.6,50,9,0.045,5,200,0.025,4237
"R0",3,3,10000,0.125,1e-04,98.7,50,9,0.045,5,200,0.025,4186
"R0",3,3,10000,0.125,1e-04,98.8,50,9,0.045,5,200,0.025,4095
"R0",3,3,10000,0.125,1e-04,98.9,50,9,0.045,5,200,0.025,4059
"R0",3,3,10000,0.125,1e-04,99,50,9,0.045,5,200,0.025,4072
"R0",3,3,10000,0.125,1e-04,99.1,50,9,0.045,5,200,0.025,4076
"R0",3,3,10000,0.125,1e-04,99.2,50,9,0.045,5,200,0.025,4120
"R0",3,3,10000,0.125,1e-04,99.3,50,9,0.045,5,200,0.025,4180
"R0",3,3,10000,0.125,1e-04,99.4,50,9,0.045,5,200,0.025,4298
"R0",3,3,10000,0.125,1e-04,99.5,50,9,0.045,5,200,0.025,4390
"R0",3,3,10000,0.125,1e-04,99.6,50,9,0.045,5,200,0.025,4502
"R0",3,3,10000,0.125,1e-04,99.7,50,9,0.045,5,200,0.025,4578
"R0",3,3,10000,0.125,1e-04,99.8,50,9,0.045,5,200,0.025,4660
"R0",3,3,10000,0.125,1e-04,99.9,50,10,0.05,5,200,0.025,4782
"R0",3,3,10000,0.125,1e-04,100,50,10,0.05,5,200,0.025,4867
"R0",3,3,10000,0.125,1e-04,100.1,50,10,0.05,5,200,0.025,4909
"R0",3,3,10000,0.125,1e-04,100.2,50,10,0.05,5,200,0.025,4981
"R0",3,3,10000,0.125,1e-04,100.3,50,10,0.05,5,200,0.025,4959
"R0",3,3,10000,0.125,1e-04,100.4,50,10,0.05,5,200,0.025,4942
"R0",3,3,10000,0.125,1e-04,100.5,50,10,0.05,5,200,0.025,4900
"R0",3,3,10000,0.125,1e-04,100.6,50,10,0.05,5,200,0.025,4831
"R0",3,3,10000,0.125,1e-04,100.7,50,10,0.05,5,200,0.025,4779
"R0",3,3,10000,0.125,1e-04,100.8,50,10,0.05,5,200,0.025,4641
"R0",3,3,10000,0.125,1e-04,100.9,50,10,0.05,5,200,0.025,4547
"R0",3,3,10000,0.125,1e-04,101,50,10,0.05,5,200,0.025,4415
"R0",3,3,10000,0.125,1e-04,101.1,50,10,0.05,5,200,0.025,4316
"R0",3,3,10000,0.125,1e-04,101.2,50,10,0.05,5,200,0.025,4164
"R0",3,3,10000,0.125,1e-04,101.3,50,12,0.06,5,200,0.025,4061
"R0",3,3,10000,0.125,1e-04,101.4,50,12,0.06,5,200,0.025,3920
"R0",3,3,10000,0.125,1e-04,101.5,50,11,0.055,5,200,0.025,3750
"R0",3,3,10000,0.125,1e-04,101.6,50,10,0.05,5,200,0.025,3615
"R0",3,3,10000,0.125,1e-04,101.7,50,10,0.05,5,200,0.025,3438
"R0",3,3,10000,0.125,1e-04,101.8,50,10,0.05,5,200,0.025,3277
"R0",3,3,10000,0.125,1e-04,101.9,50,10,0.05,5,200,0.025,3132
"R0",3,3,10000,0.125,1e-04,102,50,10,0.05,5,200,0.025,3014
"R0",3,3,10000,0.125,1e-04,102.1,50,10,0.05,5,200,0.025,2871
"R0",3,3,10000,0.125,1e-04,102.2,50,10,0.05,5,200,0.025,2793
"R0",3,3,10000,0.125,1e-04,102.3,50,10,0.05,5,200,0.025,2680
"R0",3,3,10000,0.125,1e-04,102.4,50,10,0.05,5,200,0.025,2590
"R0",3,3,10000,0.125,1e-04,102.5,50,10,0.05,5,200,0.025,2511
"R0",3,3,10000,0.125,1e-04,102.6,50,10,0.05,5,200,0.025,2417
"R0",3,3,10000,0.125,1e-04,102.7,50,10,0.05,5,200,0.025,2337
"R0",3,3,10000,0.125,1e-04,102.8,50,10,0.05,5,200,0.025,2305
"R0",3,3,10000,0.125,1e-04,102.9,50,10,0.05,5,200,0.025,2246
"R0",3,3,10000,0.125,1e-04,103,50,10,0.05,5,200,0.025,2210
"R0",3,3,10000,0.125,1e-04,103.1,50,10,0.05,5,200,0.025,2149
"R0",3,3,10000,0.125,1e-04,103.2,50,10,0.05,5,200,0.025,2147
"R0",3,3,10000,0.125,1e-04,103.3,50,10,0.05,5,200,0.025,2105
"R0",3,3,10000,0.125,1e-04,103.4,50,10,0.05,5,200,0.025,2100
"R0",3,3,10000,0.125,1e-04,103.5,50,10,0.05,5,200,0.025,2112
"R0",3,3,10000,0.125,1e-04,103.6,50,10,0.05,5,200,0.025,2168
"R0",3,3,10000,0.125,1e-04,103.7,50,10,0.05,5,200,0.025,2194
"R0",3,3,10000,0.125,1e-04,103.8,50,10,0.05,5,200,0.025,2278
"R0",3,3,10000,0.125,1e-04,103.9,50,11,0.055,5,200,0.025,2318
"R0",3,3,10000,0.125,1e-04,104,50,11,0.055,5,200,0.025,2410
"R0",3,3,10000,0.125,1e-04,104.1,50,11,0.055,5,200,0.025,2534
"R0",3,3,10000,0.125,1e-04,104.2,50,11,0.055,5,200,0.025,2664
"R0",3,3,10000,0.125,1e-04,104.3,50,11,0.055,5,200,0.025,2839
"R0",3,3,10000,0.125,1e-04,104.4,50,11,0.055,5,200,0.025,2996
"R0",3,3,10000,0.125,1e-04,104.5,50,11,0.055,5,200,0.025,3224
"R0",3,3,10000,0.125,1e-04,104.6,50,12,0.06,6,200,0.03,3437
"R0",3,3,10000,0.125,1e-04,104.7,50,12,0.06,6,200,0.03,3613
"R0",3,3,10000,0.125,1e-04,104.8,50,12,0.06,6,200,0.03,3815
"R0",3,3,10000,0.125,1e-04,104.9,50,12,0.06,6,200,0.03,4010
"R0",3,3,10000,0.125,1e-04,105,50,12,0.06,6,200,0.03,4186
"R0",3,3,10000,0.125,1e-04,105.1,50,11,0.055,6,200,0.03,4363
"R0",3,3,10000,0.125,1e-04,105.2,50,11,0.055,6,200,0.03,4567
"R0",3,3,10000,0.125,1e-04,105.3,50,10,0.05,6,200,0.03,4663
"R0",3,3,10000,0.125,1e-04,105.4,50,10,0.05,6,200,0.03,4751
"R0",3,3,10000,0.125,1e-04,105.5,50,10,0.05,6,200,0.03,4806
"R0",3,3,10000,0.125,1e-04,105.6,50,10,0.05,6,200,0.03,4830
"R0",3,3,10000,0.125,1e-04,105.7,50,10,0.05,6,200,0.03,4832
"R0",3,3,10000,0.125,1e-04,105.8,50,10,0.05,6,200,0.03,4812
"R0",3,3,10000,0.125,1e-04,105.9,50,10,0.05,6,200,0.03,4753
"R0",3,3,10000,0.125,1e-04,106,50,10,0.05,6,200,0.03,4675
"R0",3,3,10000,0.125,1e-04,106.1,50,10,0.05,6,200,0.03,4588
"R0",3,3,10000,0.125,1e-04,106.2,50,10,0.05,6,200,0.03,4460
"R0",3,3,10000,0.125,1e-04,106.3,50,10,0.05,6,200,0.03,4380
"R0",3,3,10000,0.125,1e-04,106.4,50,10,0.05,6,200,0.03,4274
"R0",3,3,10000,0.125,1e-04,106.5,50,10,0.05,6,200,0.03,4153
"R0",3,3,10000,0.125,1e-04,106.6,50,10,0.05,6,200,0.03,4076
"R0",3,3,10000,0.125,1e-04,106.7,50,10,0.05,6,200,0.03,4039
"R0",3,3,10000,0.125,1e-04,106.8,50,10,0.05,6,200,0.03,3934
"R0",3,3,10000,0.125,1e-04,106.9,50,10,0.05,6,200,0.03,3840
"R0",3,3,10000,0.125,1e-04,107,50,10,0.05,6,200,0.03,3765
"R0",3,3,10000,0.125,1e-04,107.1,50,10,0.05,6,200,0.03,3722
"R0",3,3,10000,0.125,1e-04,107.2,50,10,0.05,6,200,0.03,3676
"R0",3,3,10000,0.125,1e-04,107.3,50,10,0.05,6,200,0.03,3629
"R0",3,3,10000,0.125,1e-04,107.4,50,10,0.05,6,200,0.03,3642
"R0",3,3,10000,0.125,1e-04,107.5,50,10,0.05,6,200,0.03,3654
"R0",3,3,10000,0.125,1e-04,107.6,50,10,0.05,6,200,0.03,3671
"R0",3,3,10000,0.125,1e-04,107.7,50,10,0.05,6,200,0.03,3798
"R0",3,3,10000,0.125,1e-04,107.8,50,10,0.05,6,200,0.03,3890
"R0",3,3,10000,0.125,1e-04,107.9,50,10,0.05,6,200,0.03,4000
"R0",3,3,10000,0.125,1e-04,108,50,10,0.05,6,200,0.03,4174
"R0",3,3,10000,0.125,1e-04,108.1,50,10,0.05,6,200,0.03,4333
"R0",3,3,10000,0.125,1e-04,108.2,50,10,0.05,6,200,0.03,4492
"R0",3,3,10000,0.125,1e-04,108.3,50,10,0.05,6,200,0.03,4667
"R0",3,3,10000,0.125,1e-04,108.4,50,10,0.05,6,200,0.03,4803
"R0",3,3,10000,0.125,1e-04,108.5,50,10,0.05,6,200,0.03,4914
"R0",3,3,10000,0.125,1e-04,108.6,50,11,0.055,6,200,0.03,5049
"R0",3,3,10000,0.125,1e-04,108.7,50,11,0.055,6,200,0.03,5195
"R0",3,3,10000,0.125,1e-04,108.8,50,11,0.055,6,200,0.03,5257
"R0",3,3,10000,0.125,1e-04,108.9,50,11,0.055,6,200,0.03,5304
"R0",3,3,10000,0.125,1e-04,109,50,11,0.055,6,200,0.03,5315
"R0",3,3,10000,0.125,1e-04,109.1,50,12,0.06,6,200,0.03,5322
"R0",3,3,10000,0.125,1e-04,109.2,50,12,0.06,6,200,0.03,5305
"R0",3,3,10000,0.125,1e-04,109.3,50,11,0.055,6,200,0.03,5243
"R0",3,3,10000,0.125,1e-04,109.4,50,11,0.055,6,200,0.03,5211
"R0",3,3,10000,0.125,1e-04,109.5,50,10,0.05,6,200,0.03,5136
"R0",3,3,10000,0.125,1e-04,109.6,50,10,0.05,6,200,0.03,4992
"R0",3,3,10000,0.125,1e-04,109.7,50,10,0.05,6,200,0.03,4883
"R0",3,3,10000,0.125,1e-04,109.8,50,10,0.05,6,200,0.03,4793
"R0",3,3,10000,0.125,1e-04,109.9,50,9,0.045,6,200,0.03,4646
"R0",3,3,10000,0.125,1e-04,110,50,9,0.045,6,200,0.03,4514
"R0",3,3,10000,0.125,1e-04,110.1,50,9,0.045,6,200,0.03,4396
"R0",3,3,10000,0.125,1e-04,110.2,50,9,0.045,6,200,0.03,4275
"R0",3,3,10000,0.125,1e-04,110.3,50,9,0.045,6,200,0.03,4171
"R0",3,3,10000,0.125,1e-04,110.4,50,9,0.045,6,200,0.03,4034
"R0",3,3,10000,0.125,1e-04,110.5,50,9,0.045,6,200,0.03,3943
"R0",3,3,10000,0.125,1e-04,110.6,50,10,0.05,6,200,0.03,3814
"R0",3,3,10000,0.125,1e-04,110.7,50,10,0.05,6,200,0.03,3729
"R0",3,3,10000,0.125,1e-04,110.8,50,10,0.05,6,200,0.03,3618
"R0",3,3,10000,0.125,1e-04,110.9,50,10,0.05,6,200,0.03,3589
"R0",3,3,10000,0.125,1e-04,111,50,10,0.05,6,200,0.03,3604
"R0",3,3,10000,0.125,1e-04,111.1,50,10,0.05,6,200,0.03,3581
"R0",3,3,10000,0.125,1e-04,111.2,50,10,0.05,6,200,0.03,3553
"R0",3,3,10000,0.125,1e-04,111.3,50,10,0.05,6,200,0.03,3599
"R0",3,3,10000,0.125,1e-04,111.4,50,10,0.05,6,200,0.03,3678
"R0",3,3,10000,0.125,1e-04,111.5,50,11,0.055,6,200,0.03,3760
"R0",3,3,10000,0.125,1e-04,111.6,50,11,0.055,6,200,0.03,3797
"R0",3,3,10000,0.125,1e-04,111.7,50,11,0.055,6,200,0.03,3897
"R0",3,3,10000,0.125,1e-04,111.8,50,11,0.055,6,200,0.03,4016
"R0",3,3,10000,0.125,1e-04,111.9,50,11,0.055,6,200,0.03,4168
"R0",3,3,10000,0.125,1e-04,112,50,12,0.06,6,200,0.03,4373
"R0",3,3,10000,0.125,1e-04,112.1,50,12,0.06,6,200,0.03,4618
"R0",3,3,10000,0.125,1e-04,112.2,50,12,0.06,6,200,0.03,4778
"R0",3,3,10000,0.125,1e-04,112.3,50,12,0.06,6,200,0.03,5025
"R0",3,3,10000,0.125,1e-04,112.4,50,12,0.06,6,200,0.03,5253
"R0",3,3,10000,0.125,1e-04,112.5,50,12,0.06,6,200,0.03,5461
"R0",3,3,10000,0.125,1e-04,112.6,50,12,0.06,6,200,0.03,5674
"R0",3,3,10000,0.125,1e-04,112.7,50,12,0.06,6,200,0.03,5860
"R0",3,3,10000,0.125,1e-04,112.8,50,12,0.06,6,200,0.03,6041
"R0",3,3,10000,0.125,1e-04,112.9,50,12,0.06,6,200,0.03,6270
"R0",3,3,10000,0.125,1e-04,113,50,12,0.06,6,200,0.03,6435
"R0",3,3,10000,0.125,1e-04,113.1,50,12,0.06,6,200,0.03,6615
"R0",3,3,10000,0.125,1e-04,113.2,50,12,0.06,6,200,0.03,6787
"R0",3,3,10000,0.125,1e-04,113.3,50,12,0.06,6,200,0.03,6957
"R0",3,3,10000,0.125,1e-04,113.4,50,12,0.06,6,200,0.03,7113
"R0",3,3,10000,0.125,1e-04,113.5,50,12,0.06,6,200,0.03,7174
"R0",3,3,10000,0.125,1e-04,113.6,50,12,0.06,6,200,0.03,7298
"R0",3,3,10000,0.125,1e-04,113.7,50,12,0.06,6,200,0.03,7391
"R0",3,3,10000,0.125,1e-04,113.8,50,12,0.06,6,200,0.03,7486
"R0",3,3,10000,0.125,1e-04,113.9,50,12,0.06,6,200,0.03,7650
"R0",3,3,10000,0.125,1e-04,114,50,13,0.065,6,200,0.03,7759
"R0",3,3,10000,0.125,1e-04,114.1,50,13,0.065,6,200,0.03,7866
"R0",3,3,10000,0.125,1e-04,114.2,50,13,0.065,6,200,0.03,7994
"R0",3,3,10000,0.125,1e-04,114.3,50,13,0.065,6,200,0.03,8180
"R0",3,3,10000,0.125,1e-04,114.4,50,13,0.065,6,200,0.03,8292
"R0",3,3,10000,0.125,1e-04,114.5,50,13,0.065,6,200,0.03,8530
"R0",3,3,10000,0.125,1e-04,114.6,50,13,0.065,6,200,0.03,8809
"R0",3,3,10000,0.125,1e-04,114.7,50,13,0.065,6,200,0.03,9130
"R0",3,3,10000,0.125,1e-04,114.8,50,13,0.065,6,200,0.03,9437
"R0",3,3,10000,0.125,1e-04,114.9,50,13,0.065,6,200,0.03,9831
"R0",3,3,10000,0.125,1e-04,115,50,13,0.065,6,200,0.03,10169
"R0",3,3,10000,0.125,1e-04,115.1,50,13,0.065,6,200,0.03,10512
"R0",3,3,10000,0.125,1e-04,115.2,50,14,0.07,6,200,0.03,10847
"R0",3,3,10000,0.125,1e-04,115.3,50,14,0.07,6,200,0.03,11108
"R0",3,3,10000,0.125,1e-04,115.4,50,14,0.07,6,200,0.03,11493
"R0",3,3,10000,0.125,1e-04,115.5,50,14,0.07,6,200,0.03,11746
"R0",3,3,10000,0.125,1e-04,115.6,50,14,0.07,6,200,0.03,11912
"R0",3,3,10000,0.125,1e-04,115.7,50,14,0.07,6,200,0.03,12170
"R0",3,3,10000,0.125,1e-04,115.8,50,14,0.07,6,200,0.03,12393
"R0",3,3,10000,0.125,1e-04,115.9,50,14,0.07,6,200,0.03,12564
"R0",3,3,10000,0.125,1e-04,116,50,14,0.07,6,200,0.03,12630
"R0",3,3,10000,0.125,1e-04,116.1,50,14,0.07,6,200,0.03,12735
"R0",3,3,10000,0.125,1e-04,116.2,50,14,0.07,6,200,0.03,12733
"R0",3,3,10000,0.125,1e-04,116.3,50,15,0.075,7,200,0.035,12741
"R0",3,3,10000,0.125,1e-04,116.4,50,15,0.075,7,200,0.035,12613
"R0",3,3,10000,0.125,1e-04,116.5,50,15,0.075,7,200,0.035,12546
"R0",3,3,10000,0.125,1e-04,116.6,50,15,0.075,7,200,0.035,12295
"R0",3,3,10000,0.125,1e-04,116.7,50,15,0.075,7,200,0.035,12100
"R0",3,3,10000,0.125,1e-04,116.8,50,15,0.075,7,200,0.035,11847
"R0",3,3,10000,0.125,1e-04,116.9,50,15,0.075,7,200,0.035,11594
"R0",3,3,10000,0.125,1e-04,117,50,15,0.075,7,200,0.035,11330
"R0",3,3,10000,0.125,1e-04,117.1,50,15,0.075,7,200,0.035,10994
"R0",3,3,10000,0.125,1e-04,117.2,50,15,0.075,7,200,0.035,10690
"R0",3,3,10000,0.125,1e-04,117.3,50,15,0.075,7,200,0.035,10360
"R0",3,3,10000,0.125,1e-04,117.4,50,15,0.075,7,200,0.035,10017
"R0",3,3,10000,0.125,1e-04,117.5,50,15,0.075,7,200,0.035,9786
"R0",3,3,10000,0.125,1e-04,117.6,50,15,0.075,7,200,0.035,9536
"R0",3,3,10000,0.125,1e-04,117.7,50,15,0.075,7,200,0.035,9311
"R0",3,3,10000,0.125,1e-04,117.8,50,15,0.075,7,200,0.035,9111
"R0",3,3,10000,0.125,1e-04,117.9,50,15,0.075,7,200,0.035,8934
"R0",3,3,10000,0.125,1e-04,118,50,15,0.075,7,200,0.035,8778
"R0",3,3,10000,0.125,1e-04,118.1,50,15,0.075,7,200,0.035,8652
"R0",3,3,10000,0.125,1e-04,118.2,50,15,0.075,7,200,0.035,8581
"R0",3,3,10000,0.125,1e-04,118.3,50,15,0.075,7,200,0.035,8601
"R0",3,3,10000,0.125,1e-04,118.4,50,15,0.075,7,200,0.035,8520
"R0",3,3,10000,0.125,1e-04,118.5,50,15,0.075,7,200,0.035,8531
"R0",3,3,10000,0.125,1e-04,118.6,50,15,0.075,7,200,0.035,8495
"R0",3,3,10000,0.125,1e-04,118.7,50,15,0.075,7,200,0.035,8538
"R0",3,3,10000,0.125,1e-04,118.8,50,15,0.075,7,200,0.035,8573
"R0",3,3,10000,0.125,1e-04,118.9,50,15,0.075,7,200,0.035,8615
"R0",3,3,10000,0.125,1e-04,119,50,15,0.075,7,200,0.035,8718
"R0",3,3,10000,0.125,1e-04,119.1,50,15,0.075,7,200,0.035,8787
"R0",3,3,10000,0.125,1e-04,119.2,50,15,0.075,7,200,0.035,8825
"R0",3,3,10000,0.125,1e-04,119.3,50,15,0.075,7,200,0.035,8829
"R0",3,3,10000,0.125,1e-04,119.4,50,15,0.075,7,200,0.035,8789
