"varied_parameter","parameter_value","R0","K","r","alpha","step","tau","occupied_patches_raw","occupancy_fraction_raw","occupied_patches_established","patches_with_complete_window","occupancy_fraction_established","global_I"
"alpha",0.001,2.5,10000,0.125,0.001,18.9,50,145,0.725,54,200,0.27,822
"alpha",0.001,2.5,10000,0.125,0.001,19,50,144,0.72,54,200,0.27,804
"alpha",0.001,2.5,10000,0.125,0.001,19.1,50,141,0.705,54,200,0.27,772
"alpha",0.001,2.5,10000,0.125,0.001,19.2,50,136,0.68,54,200,0.27,739
"alpha",0.001,2.5,10000,0.125,0.001,19.3,50,134,0.67,54,200,0.27,750
"alpha",0.001,2.5,10000,0.125,0.001,19.4,50,130,0.65,54,200,0.27,722
"alpha",0.001,2.5,10000,0.125,0.001,19.5,50,129,0.645,54,200,0.27,712
"alpha",0.001,2.5,10000,0.125,0.001,19.6,50,128,0.64,54,200,0.27,707
"alpha",0.001,2.5,10000,0.125,0.001,19.7,50,125,0.625,54,200,0.27,699
"alpha",0.001,2.5,10000,0.125,0.001,19.8,50,123,0.615,54,200,0.27,665
"alpha",0.001,2.5,10000,0.125,0.001,19.9,50,122,0.61,54,200,0.27,644
"alpha",0.001,2.5,10000,0.125,0.001,20,50,120,0.6,54,200,0.27,641
"alpha",0.001,2.5,10000,0.125,0.001,20.1,50,120,0.6,54,200,0.27,627
"alpha",0.001,2.5,10000,0.125,0.001,20.2,50,119,0.595,54,200,0.27,612
"alpha",0.001,2.5,10000,0.125,0.001,20.3,50,117,0.585,54,200,0.27,603
"alpha",0.001,2.5,10000,0.125,0.001,20.4,50,116,0.58,54,200,0.27,593
"alpha",0.001,2.5,10000,0.125,0.001,20.5,50,115,0.575,54,200,0.27,598
"alpha",0.001,2.5,10000,0.125,0.001,20.6,50,114,0.57,54,200,0.27,588
"alpha",0.001,2.5,10000,0.125,0.001,20.7,50,112,0.56,54,200,0.27,579
"alpha",0.001,2.5,10000,0.125,0.001,20.8,50,110,0.55,54,200,0.27,578
"alpha",0.001,2.5,10000,0.125,0.001,20.9,50,110,0.55,54,200,0.27,573
"alpha",0.001,2.5,10000,0.125,0.001,21,50,108,0.54,54,200,0.27,565
"alpha",0.001,2.5,10000,0.125,0.001,21.1,50,106,0.53,54,200,0.27,582
"alpha",0.001,2.5,10000,0.125,0.001,21.2,50,102,0.51,54,200,0.27,569
"alpha",0.001,2.5,10000,0.125,0.001,21.3,50,100,0.5,54,200,0.27,565
"alpha",0.001,2.5,10000,0.125,0.001,21.4,50,100,0.5,54,200,0.27,578
"alpha",0.001,2.5,10000,0.125,0.001,21.5,50,99,0.495,54,200,0.27,568
"alpha",0.001,2.5,10000,0.125,0.001,21.6,50,96,0.48,54,200,0.27,551
"alpha",0.001,2.5,10000,0.125,0.001,21.7,50,93,0.465,54,200,0.27,540
"alpha",0.001,2.5,10000,0.125,0.001,21.8,50,93,0.465,54,200,0.27,551
"alpha",0.001,2.5,10000,0.125,0.001,21.9,50,93,0.465,54,200,0.27,552
"alpha",0.001,2.5,10000,0.125,0.001,22,50,92,0.46,54,200,0.27,555
"alpha",0.001,2.5,10000,0.125,0.001,22.1,50,92,0.46,54,200,0.27,556
"alpha",0.001,2.5,10000,0.125,0.001,22.2,50,91,0.455,54,200,0.27,564
"alpha",0.001,2.5,10000,0.125,0.001,22.3,50,90,0.45,54,200,0.27,551
"alpha",0.001,2.5,10000,0.125,0.001,22.4,50,89,0.445,54,200,0.27,563
"alpha",0.001,2.5,10000,0.125,0.001,22.5,50,88,0.44,54,200,0.27,561
"alpha",0.001,2.5,10000,0.125,0.001,22.6,50,88,0.44,54,200,0.27,572
"alpha",0.001,2.5,10000,0.125,0.001,22.7,50,87,0.435,54,200,0.27,585
"alpha",0.001,2.5,10000,0.125,0.001,22.8,50,85,0.425,54,200,0.27,575
"alpha",0.001,2.5,10000,0.125,0.001,22.9,50,85,0.425,54,200,0.27,592
"alpha",0.001,2.5,10000,0.125,0.001,23,50,84,0.42,54,200,0.27,601
"alpha",0.001,2.5,10000,0.125,0.001,23.1,50,83,0.415,54,200,0.27,610
"alpha",0.001,2.5,10000,0.125,0.001,23.2,50,83,0.415,54,200,0.27,620
"alpha",0.001,2.5,10000,0.125,0.001,23.3,50,82,0.41,54,200,0.27,608
"alpha",0.001,2.5,10000,0.125,0.001,23.4,50,81,0.405,54,200,0.27,610
"alpha",0.001,2.5,10000,0.125,0.001,23.5,50,81,0.405,54,200,0.27,626
"alpha",0.001,2.5,10000,0.125,0.001,23.6,50,80,0.4,54,200,0.27,639
"alpha",0.001,2.5,10000,0.125,0.001,23.7,50,80,0.4,54,200,0.27,659
"alpha",0.001,2.5,10000,0.125,0.001,23.8,50,79,0.395,54,200,0.27,673
"alpha",0.001,2.5,10000,0.125,0.001,23.9,50,79,0.395,54,200,0.27,668
"alpha",0.001,2.5,10000,0.125,0.001,24,50,78,0.39,54,200,0.27,665
"alpha",0.001,2.5,10000,0.125,0.001,24.1,50,77,0.385,54,200,0.27,673
"alpha",0.001,2.5,10000,0.125,0.001,24.2,50,76,0.38,54,200,0.27,667
"alpha",0.001,2.5,10000,0.125,0.001,24.3,50,75,0.375,54,200,0.27,668
"alpha",0.001,2.5,10000,0.125,0.001,24.4,50,74,0.37,54,200,0.27,683
"alpha",0.001,2.5,10000,0.125,0.001,24.5,50,73,0.365,54,200,0.27,702
"alpha",0.001,2.5,10000,0.125,0.001,24.6,50,71,0.355,54,200,0.27,710
"alpha",0.001,2.5,10000,0.125,0.001,24.7,50,71,0.355,54,200,0.27,728
"alpha",0.001,2.5,10000,0.125,0.001,24.8,50,71,0.355,54,200,0.27,743
"alpha",0.001,2.5,10000,0.125,0.001,24.9,50,71,0.355,54,200,0.27,747
"alpha",0.001,2.5,10000,0.125,0.001,25,50,71,0.355,54,200,0.27,777
"alpha",0.001,2.5,10000,0.125,0.001,25.1,50,71,0.355,54,200,0.27,776
"alpha",0.001,2.5,10000,0.125,0.001,25.2,50,68,0.34,54,200,0.27,772
"alpha",0.001,2.5,10000,0.125,0.001,25.3,50,68,0.34,54,200,0.27,771
"alpha",0.001,2.5,10000,0.125,0.001,25.4,50,67,0.335,54,200,0.27,778
"alpha",0.001,2.5,10000,0.125,0.001,25.5,50,67,0.335,55,200,0.275,787
"alpha",0.001,2.5,10000,0.125,0.001,25.6,50,67,0.335,55,200,0.275,789
"alpha",0.001,2.5,10000,0.125,0.001,25.7,50,68,0.34,55,200,0.275,818
"alpha",0.001,2.5,10000,0.125,0.001,25.8,50,67,0.335,55,200,0.275,854
"alpha",0.001,2.5,10000,0.125,0.001,25.9,50,67,0.335,55,200,0.275,882
"alpha",0.001,2.5,10000,0.125,0.001,26,50,65,0.325,55,200,0.275,884
"alpha",0.001,2.5,10000,0.125,0.001,26.1,50,64,0.32,55,200,0.275,896
"alpha",0.001,2.5,10000,0.125,0.001,26.2,50,64,0.32,55,200,0.275,905
"alpha",0.001,2.5,10000,0.125,0.001,26.3,50,64,0.32,55,200,0.275,932
"alpha",0.001,2.5,10000,0.125,0.001,26.4,50,64,0.32,55,200,0.275,972
"alpha",0.001,2.5,10000,0.125,0.001,26.5,50,64,0.32,55,200,0.275,985
"alpha",0.001,2.5,10000,0.125,0.001,26.6,50,64,0.32,55,200,0.275,1013
"alpha",0.001,2.5,10000,0.125,0.001,26.7,50,63,0.315,55,200,0.275,1049
"alpha",0.001,2.5,10000,0.125,0.001,26.8,50,63,0.315,55,200,0.275,1109
"alpha",0.001,2.5,10000,0.125,0.001,26.9,50,63,0.315,55,200,0.275,1151
"alpha",0.001,2.5,10000,0.125,0.001,27,50,63,0.315,55,200,0.275,1199
"alpha",0.001,2.5,10000,0.125,0.001,27.1,50,62,0.31,55,200,0.275,1248
"alpha",0.001,2.5,10000,0.125,0.001,27.2,50,62,0.31,55,200,0.275,1321
"alpha",0.001,2.5,10000,0.125,0.001,27.3,50,62,0.31,55,200,0.275,1367
"alpha",0.001,2.5,10000,0.125,0.001,27.4,50,62,0.31,55,200,0.275,1411
"alpha",0.001,2.5,10000,0.125,0.001,27.5,50,62,0.31,55,200,0.275,1456
"alpha",0.001,2.5,10000,0.125,0.001,27.6,50,62,0.31,55,200,0.275,1503
"alpha",0.001,2.5,10000,0.125,0.001,27.7,50,62,0.31,55,200,0.275,1552
"alpha",0.001,2.5,10000,0.125,0.001,27.8,50,62,0.31,55,200,0.275,1633
"alpha",0.001,2.5,10000,0.125,0.001,27.9,50,60,0.3,55,200,0.275,1671
"alpha",0.001,2.5,10000,0.125,0.001,28,50,61,0.305,56,200,0.28,1722
"alpha",0.001,2.5,10000,0.125,0.001,28.1,50,61,0.305,56,200,0.28,1790
"alpha",0.001,2.5,10000,0.125,0.001,28.2,50,61,0.305,56,200,0.28,1876
"alpha",0.001,2.5,10000,0.125,0.001,28.3,50,61,0.305,56,200,0.28,1955
"alpha",0.001,2.5,10000,0.125,0.001,28.4,50,62,0.31,57,200,0.285,2016
"alpha",0.001,2.5,10000,0.125,0.001,28.5,50,61,0.305,57,200,0.285,2089
"alpha",0.001,2.5,10000,0.125,0.001,28.6,50,61,0.305,57,200,0.285,2204
"alpha",0.001,2.5,10000,0.125,0.001,28.7,50,60,0.3,57,200,0.285,2293
"alpha",0.001,2.5,10000,0.125,0.001,28.8,50,60,0.3,57,200,0.285,2350
"alpha",0.001,2.5,10000,0.125,0.001,28.9,50,60,0.3,57,200,0.285,2423
"alpha",0.001,2.5,10000,0.125,0.001,29,50,60,0.3,57,200,0.285,2532
"alpha",0.001,2.5,10000,0.125,0.001,29.1,50,60,0.3,57,200,0.285,2695
"alpha",0.001,2.5,10000,0.125,0.001,29.2,50,61,0.305,57,200,0.285,2825
"alpha",0.001,2.5,10000,0.125,0.001,29.3,50,60,0.3,57,200,0.285,2935
"alpha",0.001,2.5,10000,0.125,0.001,29.4,50,59,0.295,57,200,0.285,3071
"alpha",0.001,2.5,10000,0.125,0.001,29.5,50,59,0.295,57,200,0.285,3275
"alpha",0.001,2.5,10000,0.125,0.001,29.6,50,59,0.295,57,200,0.285,3492
"alpha",0.001,2.5,10000,0.125,0.001,29.7,50,59,0.295,57,200,0.285,3595
"alpha",0.001,2.5,10000,0.125,0.001,29.8,50,59,0.295,57,200,0.285,3809
"alpha",0.001,2.5,10000,0.125,0.001,29.9,50,59,0.295,57,200,0.285,4013
"alpha",0.001,2.5,10000,0.125,0.001,30,50,59,0.295,57,200,0.285,4256
"alpha",0.001,2.5,10000,0.125,0.001,30.1,50,60,0.3,57,200,0.285,4421
"alpha",0.001,2.5,10000,0.125,0.001,30.2,50,60,0.3,57,200,0.285,4660
"alpha",0.001,2.5,10000,0.125,0.001,30.3,50,61,0.305,58,200,0.29,4892
"alpha",0.001,2.5,10000,0.125,0.001,30.4,50,61,0.305,58,200,0.29,5133
"alpha",0.001,2.5,10000,0.125,0.001,30.5,50,62,0.31,59,200,0.295,5422
"alpha",0.001,2.5,10000,0.125,0.001,30.6,50,63,0.315,59,200,0.295,5705
"alpha",0.001,2.5,10000,0.125,0.001,30.7,50,63,0.315,59,200,0.295,6012
"alpha",0.001,2.5,10000,0.125,0.001,30.8,50,63,0.315,59,200,0.295,6352
"alpha",0.001,2.5,10000,0.125,0.001,30.9,50,64,0.32,59,200,0.295,6677
"alpha",0.001,2.5,10000,0.125,0.001,31,50,64,0.32,59,200,0.295,7007
"alpha",0.001,2.5,10000,0.125,0.001,31.1,50,61,0.305,59,200,0.295,7383
"alpha",0.001,2.5,10000,0.125,0.001,31.2,50,61,0.305,60,200,0.3,7760
"alpha",0.001,2.5,10000,0.125,0.001,31.3,50,62,0.31,60,200,0.3,8232
"alpha",0.001,2.5,10000,0.125,0.001,31.4,50,63,0.315,60,200,0.3,8665
"alpha",0.001,2.5,10000,0.125,0.001,31.5,50,63,0.315,60,200,0.3,9088
"alpha",0.001,2.5,10000,0.125,0.001,31.6,50,63,0.315,60,200,0.3,9537
"alpha",0.001,2.5,10000,0.125,0.001,31.7,50,64,0.32,60,200,0.3,9960
"alpha",0.001,2.5,10000,0.125,0.001,31.8,50,65,0.325,60,200,0.3,10451
"alpha",0.001,2.5,10000,0.125,0.001,31.9,50,66,0.33,61,200,0.305,10964
"alpha",0.001,2.5,10000,0.125,0.001,32,50,68,0.34,61,200,0.305,11531
"alpha",0.001,2.5,10000,0.125,0.001,32.1,50,68,0.34,61,200,0.305,12090
"alpha",0.001,2.5,10000,0.125,0.001,32.2,50,70,0.35,61,200,0.305,12730
"alpha",0.001,2.5,10000,0.125,0.001,32.3,50,69,0.345,61,200,0.305,13385
"alpha",0.001,2.5,10000,0.125,0.001,32.4,50,70,0.35,62,200,0.31,14095
"alpha",0.001,2.5,10000,0.125,0.001,32.5,50,69,0.345,62,200,0.31,14744
"alpha",0.001,2.5,10000,0.125,0.001,32.6,50,70,0.35,62,200,0.31,15488
"alpha",0.001,2.5,10000,0.125,0.001,32.7,50,71,0.355,62,200,0.31,16194
"alpha",0.001,2.5,10000,0.125,0.001,32.8,50,70,0.35,62,200,0.31,16957
"alpha",0.001,2.5,10000,0.125,0.001,32.9,50,69,0.345,62,200,0.31,17727
"alpha",0.001,2.5,10000,0.125,0.001,33,50,70,0.35,64,200,0.32,18577
"alpha",0.001,2.5,10000,0.125,0.001,33.1,50,70,0.35,64,200,0.32,19558
"alpha",0.001,2.5,10000,0.125,0.001,33.2,50,69,0.345,64,200,0.32,20519
"alpha",0.001,2.5,10000,0.125,0.001,33.3,50,70,0.35,65,200,0.325,21417
"alpha",0.001,2.5,10000,0.125,0.001,33.4,50,73,0.365,66,200,0.33,22360
"alpha",0.001,2.5,10000,0.125,0.001,33.5,50,73,0.365,66,200,0.33,23407
"alpha",0.001,2.5,10000,0.125,0.001,33.6,50,72,0.36,66,200,0.33,24497
"alpha",0.001,2.5,10000,0.125,0.001,33.7,50,71,0.355,66,200,0.33,25667
"alpha",0.001,2.5,10000,0.125,0.001,33.8,50,72,0.36,66,200,0.33,26746
"alpha",0.001,2.5,10000,0.125,0.001,33.9,50,72,0.36,66,200,0.33,27911
"alpha",0.001,2.5,10000,0.125,0.001,34,50,74,0.37,67,200,0.335,29055
"alpha",0.001,2.5,10000,0.125,0.001,34.1,50,74,0.37,69,200,0.345,30274
"alpha",0.001,2.5,10000,0.125,0.001,34.2,50,75,0.375,70,200,0.35,31419
"alpha",0.001,2.5,10000,0.125,0.001,34.3,50,77,0.385,72,200,0.36,32682
"alpha",0.001,2.5,10000,0.125,0.001,34.4,50,80,0.4,73,200,0.365,33830
"alpha",0.001,2.5,10000,0.125,0.001,34.5,50,80,0.4,73,200,0.365,35095
"alpha",0.001,2.5,10000,0.125,0.001,34.6,50,81,0.405,74,200,0.37,36235
"alpha",0.001,2.5,10000,0.125,0.001,34.7,50,85,0.425,77,200,0.385,37375
"alpha",0.001,2.5,10000,0.125,0.001,34.8,50,89,0.445,81,200,0.405,38610
"alpha",0.001,2.5,10000,0.125,0.001,34.9,50,91,0.455,82,200,0.41,39959
"alpha",0.001,2.5,10000,0.125,0.001,35,50,92,0.46,82,200,0.41,41264
"alpha",0.001,2.5,10000,0.125,0.001,35.1,50,93,0.465,82,200,0.41,42300
"alpha",0.001,2.5,10000,0.125,0.001,35.2,50,93,0.465,82,200,0.41,43548
"alpha",0.001,2.5,10000,0.125,0.001,35.3,50,94,0.47,83,200,0.415,44631
"alpha",0.001,2.5,10000,0.125,0.001,35.4,50,99,0.495,85,200,0.425,45902
"alpha",0.001,2.5,10000,0.125,0.001,35.5,50,101,0.505,85,200,0.425,47030
"alpha",0.001,2.5,10000,0.125,0.001,35.6,50,101,0.505,86,200,0.43,48124
"alpha",0.001,2.5,10000,0.125,0.001,35.7,50,105,0.525,87,200,0.435,49191
"alpha",0.001,2.5,10000,0.125,0.001,35.8,50,106,0.53,88,200,0.44,50043
"alpha",0.001,2.5,10000,0.125,0.001,35.9,50,107,0.535,89,200,0.445,50972
"alpha",0.001,2.5,10000,0.125,0.001,36,50,112,0.56,91,200,0.455,51948
"alpha",0.001,2.5,10000,0.125,0.001,36.1,50,108,0.54,91,200,0.455,52855
"alpha",0.001,2.5,10000,0.125,0.001,36.2,50,110,0.55,92,200,0.46,53778
"alpha",0.001,2.5,10000,0.125,0.001,36.3,50,111,0.555,94,200,0.47,54543
"alpha",0.001,2.5,10000,0.125,0.001,36.4,50,113,0.565,96,200,0.48,55292
"alpha",0.001,2.5,10000,0.125,0.001,36.5,50,117,0.585,98,200,0.49,55944
"alpha",0.001,2.5,10000,0.125,0.001,36.6,50,117,0.585,98,200,0.49,56751
"alpha",0.001,2.5,10000,0.125,0.001,36.7,50,117,0.585,98,200,0.49,57321
"alpha",0.001,2.5,10000,0.125,0.001,36.8,50,120,0.6,100,200,0.5,57770
"alpha",0.001,2.5,10000,0.125,0.001,36.9,50,124,0.62,101,200,0.505,58162
"alpha",0.001,2.5,10000,0.125,0.001,37,50,127,0.635,103,200,0.515,58572
"alpha",0.001,2.5,10000,0.125,0.001,37.1,50,129,0.645,104,200,0.52,58833
"alpha",0.001,2.5,10000,0.125,0.001,37.2,50,128,0.64,104,200,0.52,59101
"alpha",0.001,2.5,10000,0.125,0.001,37.3,50,130,0.65,106,200,0.53,59324
"alpha",0.001,2.5,10000,0.125,0.001,37.4,50,129,0.645,107,200,0.535,59481
"alpha",0.001,2.5,10000,0.125,0.001,37.5,50,132,0.66,109,200,0.545,59537
"alpha",0.001,2.5,10000,0.125,0.001,37.6,50,135,0.675,110,200,0.55,59505
"alpha",0.001,2.5,10000,0.125,0.001,37.7,50,133,0.665,110,200,0.55,59637
"alpha",0.001,2.5,10000,0.125,0.001,37.8,50,134,0.67,110,200,0.55,59608
"alpha",0.001,2.5,10000,0.125,0.001,37.9,50,135,0.675,110,200,0.55,59652
"alpha",0.001,2.5,10000,0.125,0.001,38,50,138,0.69,112,200,0.56,59610
"alpha",0.001,2.5,10000,0.125,0.001,38.1,50,140,0.7,113,200,0.565,59644
"alpha",0.001,2.5,10000,0.125,0.001,38.2,50,140,0.7,113,200,0.565,59599
"alpha",0.001,2.5,10000,0.125,0.001,38.3,50,139,0.695,113,200,0.565,59496
"alpha",0.001,2.5,10000,0.125,0.001,38.4,50,139,0.695,114,200,0.57,59621
"alpha",0.001,2.5,10000,0.125,0.001,38.5,50,142,0.71,116,200,0.58,59556
"alpha",0.001,2.5,10000,0.125,0.001,38.6,50,140,0.7,116,200,0.58,59347
"alpha",0.001,2.5,10000,0.125,0.001,38.7,50,139,0.695,116,200,0.58,59317
"alpha",0.001,2.5,10000,0.125,0.001,38.8,50,140,0.7,117,200,0.585,59277
"alpha",0.001,2.5,10000,0.125,0.001,38.9,50,145,0.725,119,200,0.595,59154
"alpha",0.001,2.5,10000,0.125,0.001,39,50,147,0.735,121,200,0.605,59223
"alpha",0.001,2.5,10000,0.125,0.001,39.1,50,147,0.735,121,200,0.605,59365
"alpha",0.001,2.5,10000,0.125,0.001,39.2,50,149,0.745,123,200,0.615,59410
"alpha",0.001,2.5,10000,0.125,0.001,39.3,50,150,0.75,125,200,0.625,59478
"alpha",0.001,2.5,10000,0.125,0.001,39.4,50,153,0.765,125,200,0.625,59588
"alpha",0.001,2.5,10000,0.125,0.001,39.5,50,151,0.755,125,200,0.625,59685
"alpha",0.001,2.5,10000,0.125,0.001,39.6,50,151,0.755,125,200,0.625,60085
"alpha",0.001,2.5,10000,0.125,0.001,39.7,50,151,0.755,125,200,0.625,60357
"alpha",0.001,2.5,10000,0.125,0.001,39.8,50,152,0.76,126,200,0.63,60905
"alpha",0.001,2.5,10000,0.125,0.001,39.9,50,152,0.76,126,200,0.63,61296
"alpha",0.001,2.5,10000,0.125,0.001,40,50,153,0.765,126,200,0.63,61929
"alpha",0.001,2.5,10000,0.125,0.001,40.1,50,152,0.76,127,200,0.635,62561
"alpha",0.001,2.5,10000,0.125,0.001,40.2,50,154,0.77,127,200,0.635,63099
"alpha",0.001,2.5,10000,0.125,0.001,40.3,50,155,0.775,128,200,0.64,63768
"alpha",0.001,2.5,10000,0.125,0.001,40.4,50,158,0.79,130,200,0.65,64574
"alpha",0.001,2.5,10000,0.125,0.001,40.5,50,158,0.79,131,200,0.655,65610
"alpha",0.001,2.5,10000,0.125,0.001,40.6,50,163,0.815,134,200,0.67,66612
"alpha",0.001,2.5,10000,0.125,0.001,40.7,50,165,0.825,134,200,0.67,67604
"alpha",0.001,2.5,10000,0.125,0.001,40.8,50,167,0.835,134,200,0.67,68680
"alpha",0.001,2.5,10000,0.125,0.001,40.9,50,166,0.83,134,200,0.67,69862
"alpha",0.001,2.5,10000,0.125,0.001,41,50,165,0.825,134,200,0.67,71285
"alpha",0.001,2.5,10000,0.125,0.001,41.1,50,162,0.81,134,200,0.67,72784
"alpha",0.001,2.5,10000,0.125,0.001,41.2,50,166,0.83,136,200,0.68,74251
"alpha",0.001,2.5,10000,0.125,0.001,41.3,50,167,0.835,137,200,0.685,75703
"alpha",0.001,2.5,10000,0.125,0.001,41.4,50,168,0.84,138,200,0.69,77399
"alpha",0.001,2.5,10000,0.125,0.001,41.5,50,169,0.845,139,200,0.695,79224
"alpha",0.001,2.5,10000,0.125,0.001,41.6,50,169,0.845,139,200,0.695,81005
"alpha",0.001,2.5,10000,0.125,0.001,41.7,50,169,0.845,139,200,0.695,82978
"alpha",0.001,2.5,10000,0.125,0.001,41.8,50,170,0.85,139,200,0.695,85132
"alpha",0.001,2.5,10000,0.125,0.001,41.9,50,173,0.865,141,200,0.705,87016
"alpha",0.001,2.5,10000,0.125,0.001,42,50,173,0.865,141,200,0.705,89334
"alpha",0.001,2.5,10000,0.125,0.001,42.1,50,173,0.865,141,200,0.705,91662
"alpha",0.001,2.5,10000,0.125,0.001,42.2,50,173,0.865,141,200,0.705,93851
"alpha",0.001,2.5,10000,0.125,0.001,42.3,50,174,0.87,142,200,0.71,96135
"alpha",0.001,2.5,10000,0.125,0.001,42.4,50,174,0.87,142,200,0.71,98357
"alpha",0.001,2.5,10000,0.125,0.001,42.5,50,176,0.88,143,200,0.715,100460
"alpha",0.001,2.5,10000,0.125,0.001,42.6,50,178,0.89,144,200,0.72,102662
"alpha",0.001,2.5,10000,0.125,0.001,42.7,50,177,0.885,144,200,0.72,104706
"alpha",0.001,2.5,10000,0.125,0.001,42.8,50,177,0.885,144,200,0.72,106857
"alpha",0.001,2.5,10000,0.125,0.001,42.9,50,178,0.89,145,200,0.725,108989
"alpha",0.001,2.5,10000,0.125,0.001,43,50,177,0.885,145,200,0.725,111060
"alpha",0.001,2.5,10000,0.125,0.001,43.1,50,181,0.905,146,200,0.73,112910
"alpha",0.001,2.5,10000,0.125,0.001,43.2,50,180,0.9,146,200,0.73,114819
"alpha",0.001,2.5,10000,0.125,0.001,43.3,50,184,0.92,149,200,0.745,116915
"alpha",0.001,2.5,10000,0.125,0.001,43.4,50,186,0.93,149,200,0.745,118698
"alpha",0.001,2.5,10000,0.125,0.001,43.5,50,186,0.93,149,200,0.745,120638
"alpha",0.001,2.5,10000,0.125,0.001,43.6,50,187,0.935,149,200,0.745,122341
"alpha",0.001,2.5,10000,0.125,0.001,43.7,50,189,0.945,149,200,0.745,124193
"alpha",0.001,2.5,10000,0.125,0.001,43.8,50,189,0.945,149,200,0.745,125751
"alpha",0.001,2.5,10000,0.125,0.001,43.9,50,188,0.94,149,200,0.745,127356
"alpha",0.001,2.5,10000,0.125,0.001,44,50,190,0.95,149,200,0.745,128788
"alpha",0.001,2.5,10000,0.125,0.001,44.1,50,191,0.955,149,200,0.745,130088
"alpha",0.001,2.5,10000,0.125,0.001,44.2,50,190,0.95,149,200,0.745,131589
"alpha",0.001,2.5,10000,0.125,0.001,44.3,50,191,0.955,150,200,0.75,132885
"alpha",0.001,2.5,10000,0.125,0.001,44.4,50,192,0.96,151,200,0.755,134232
"alpha",0.001,2.5,10000,0.125,0.001,44.5,50,193,0.965,151,200,0.755,135024
"alpha",0.001,2.5,10000,0.125,0.001,44.6,50,195,0.975,151,200,0.755,135847
"alpha",0.001,2.5,10000,0.125,0.001,44.7,50,194,0.97,151,200,0.755,136520
"alpha",0.001,2.5,10000,0.125,0.001,44.8,50,196,0.98,153,200,0.765,137527
"alpha",0.001,2.5,10000,0.125,0.001,44.9,50,196,0.98,153,200,0.765,138237
"alpha",0.001,2.5,10000,0.125,0.001,45,50,196,0.98,153,200,0.765,138648
"alpha",0.001,2.5,10000,0.125,0.001,45.1,50,196,0.98,153,200,0.765,138598
"alpha",0.001,2.5,10000,0.125,0.001,45.2,50,196,0.98,153,200,0.765,138751
"alpha",0.001,2.5,10000,0.125,0.001,45.3,50,197,0.985,153,200,0.765,138658
"alpha",0.001,2.5,10000,0.125,0.001,45.4,50,196,0.98,153,200,0.765,138674
"alpha",0.001,2.5,10000,0.125,0.001,45.5,50,196,0.98,153,200,0.765,138915
"alpha",0.001,2.5,10000,0.125,0.001,45.6,50,196,0.98,153,200,0.765,138867
"alpha",0.001,2.5,10000,0.125,0.001,45.7,50,196,0.98,153,200,0.765,138309
"alpha",0.001,2.5,10000,0.125,0.001,45.8,50,196,0.98,153,200,0.765,138050
"alpha",0.001,2.5,10000,0.125,0.001,45.9,50,196,0.98,153,200,0.765,137862
"alpha",0.001,2.5,10000,0.125,0.001,46,50,197,0.985,153,200,0.765,137360
"alpha",0.001,2.5,10000,0.125,0.001,46.1,50,198,0.99,153,200,0.765,136690
"alpha",0.001,2.5,10000,0.125,0.001,46.2,50,198,0.99,153,200,0.765,135867
"alpha",0.001,2.5,10000,0.125,0.001,46.3,50,198,0.99,153,200,0.765,135123
"alpha",0.001,2.5,10000,0.125,0.001,46.4,50,198,0.99,153,200,0.765,134390
"alpha",0.001,2.5,10000,0.125,0.001,46.5,50,199,0.995,154,200,0.77,133715
"alpha",0.001,2.5,10000,0.125,0.001,46.6,50,199,0.995,154,200,0.77,132722
"alpha",0.001,2.5,10000,0.125,0.001,46.7,50,199,0.995,154,200,0.77,131977
"alpha",0.001,2.5,10000,0.125,0.001,46.8,50,198,0.99,154,200,0.77,131201
"alpha",0.001,2.5,10000,0.125,0.001,46.9,50,198,0.99,154,200,0.77,130546
"alpha",0.001,2.5,10000,0.125,0.001,47,50,198,0.99,154,200,0.77,129708
"alpha",0.001,2.5,10000,0.125,0.001,47.1,50,199,0.995,154,200,0.77,128833
"alpha",0.001,2.5,10000,0.125,0.001,47.2,50,198,0.99,154,200,0.77,128218
"alpha",0.001,2.5,10000,0.125,0.001,47.3,50,198,0.99,154,200,0.77,127343
"alpha",0.001,2.5,10000,0.125,0.001,47.4,50,198,0.99,154,200,0.77,126620
"alpha",0.001,2.5,10000,0.125,0.001,47.5,50,197,0.985,154,200,0.77,125897
"alpha",0.001,2.5,10000,0.125,0.001,47.6,50,197,0.985,154,200,0.77,124924
"alpha",0.001,2.5,10000,0.125,0.001,47.7,50,197,0.985,154,200,0.77,124493
"alpha",0.001,2.5,10000,0.125,0.001,47.8,50,197,0.985,154,200,0.77,123668
"alpha",0.001,2.5,10000,0.125,0.001,47.9,50,197,0.985,154,200,0.77,123136
"alpha",0.001,2.5,10000,0.125,0.001,48,50,197,0.985,154,200,0.77,122420
"alpha",0.001,2.5,10000,0.125,0.001,48.1,50,197,0.985,154,200,0.77,121419
"alpha",0.001,2.5,10000,0.125,0.001,48.2,50,198,0.99,155,200,0.775,120442
"alpha",0.001,2.5,10000,0.125,0.001,48.3,50,198,0.99,155,200,0.775,119516
"alpha",0.001,2.5,10000,0.125,0.001,48.4,50,198,0.99,155,200,0.775,118597
"alpha",0.001,2.5,10000,0.125,0.001,48.5,50,198,0.99,155,200,0.775,118071
"alpha",0.001,2.5,10000,0.125,0.001,48.6,50,198,0.99,155,200,0.775,117189
