"R0","K","log10K","r","gamma","dt","t_max","nsim","n_patch","alpha","I_init","mean_ext_time_index","mean_T_ext","ext_prob","n_ext","finite_conditional_mean"
2.8,17782.7941003892,4.25,0.125,1,0.1,200,1000,1,0,10,198.776255707763,19.7776255707763,0.876,876,TRUE
2.9,17782.7941003892,4.25,0.125,1,0.1,200,1000,1,0,10,194.356371490281,19.3356371490281,0.926,926,TRUE
3,17782.7941003892,4.25,0.125,1,0.1,200,1000,1,0,10,185.076923076923,18.4076923076923,0.949,949,TRUE
3.1,17782.7941003892,4.25,0.125,1,0.1,200,1000,1,0,10,181.421215242019,18.0421215242019,0.971,971,TRUE
3.2,17782.7941003892,4.25,0.125,1,0.1,200,1000,1,0,10,176.444785276074,17.5444785276074,0.978,978,TRUE
3.3,17782.7941003892,4.25,0.125,1,0.1,200,1000,1,0,10,170.437185929648,16.9437185929648,0.995,995,TRUE
3.4,17782.7941003892,4.25,0.125,1,0.1,200,1000,1,0,10,165.774974772957,16.4774974772957,0.991,991,TRUE
3.5,17782.7941003892,4.25,0.125,1,0.1,200,1000,1,0,10,163.985915492958,16.2985915492958,0.994,994,TRUE
3.6,17782.7941003892,4.25,0.125,1,0.1,200,1000,1,0,10,159.723723723724,15.8723723723724,0.999,999,TRUE
3.7,17782.7941003892,4.25,0.125,1,0.1,200,1000,1,0,10,156.607,15.5607,1,1000,TRUE
3.8,17782.7941003892,4.25,0.125,1,0.1,200,1000,1,0,10,154.102102102102,15.3102102102102,0.999,999,TRUE
3.9,17782.7941003892,4.25,0.125,1,0.1,200,1000,1,0,10,152.159,15.1159,1,1000,TRUE
4,17782.7941003892,4.25,0.125,1,0.1,200,1000,1,0,10,148.401,14.7401,1,1000,TRUE
4.1,17782.7941003892,4.25,0.125,1,0.1,200,1000,1,0,10,147.56,14.656,1,1000,TRUE
4.2,17782.7941003892,4.25,0.125,1,0.1,200,1000,1,0,10,145.221,14.4221,1,1000,TRUE
4.3,17782.7941003892,4.25,0.125,1,0.1,200,1000,1,0,10,142.294,14.1294,1,1000,TRUE
4.4,17782.7941003892,4.25,0.125,1,0.1,200,1000,1,0,10,141.757,14.0757,1,1000,TRUE
4.5,17782.7941003892,4.25,0.125,1,0.1,200,1000,1,0,10,140.324,13.9324,1,1000,TRUE
4.6,17782.7941003892,4.25,0.125,1,0.1,200,1000,1,0,10,139.247,13.8247,1,1000,TRUE
4.7,17782.7941003892,4.25,0.125,1,0.1,200,1000,1,0,10,137.587,13.6587,1,1000,TRUE
4.8,17782.7941003892,4.25,0.125,1,0.1,200,1000,1,0,10,136.878,13.5878,1,1000,TRUE
4.9,17782.7941003892,4.25,0.125,1,0.1,200,1000,1,0,10,135.702,13.4702,1,1000,TRUE
5,17782.7941003892,4.25,0.125,1,0.1,200,1000,1,0,10,134.148,13.3148,1,1000,TRUE
1.1,31622.7766016838,4.5,0.125,1,0.1,200,1000,1,0,10,79.327731092437,7.8327731092437,0.238,238,TRUE
1.2,31622.7766016838,4.5,0.125,1,0.1,200,1000,1,0,10,63.9345794392523,6.29345794392523,0.107,107,TRUE
1.3,31622.7766016838,4.5,0.125,1,0.1,200,1000,1,0,10,40.1285714285714,3.91285714285714,0.07,70,TRUE
1.4,31622.7766016838,4.5,0.125,1,0.1,200,1000,1,0,10,47,4.6,0.037,37,TRUE
1.5,31622.7766016838,4.5,0.125,1,0.1,200,1000,1,0,10,30.9545454545455,2.99545454545455,0.022,22,TRUE
1.6,31622.7766016838,4.5,0.125,1,0.1,200,1000,1,0,10,31.2857142857143,3.02857142857143,0.014,14,TRUE
1.7,31622.7766016838,4.5,0.125,1,0.1,200,1000,1,0,10,24.5454545454545,2.35454545454545,0.011,11,TRUE
1.8,31622.7766016838,4.5,0.125,1,0.1,200,1000,1,0,10,27,2.6,0.005,5,TRUE
1.9,31622.7766016838,4.5,0.125,1,0.1,200,1000,1,0,10,18.1428571428571,1.71428571428571,0.007,7,TRUE
2,31622.7766016838,4.5,0.125,1,0.1,200,1000,1,0,10,98.2857142857143,9.72857142857143,0.007,7,TRUE
2.1,31622.7766016838,4.5,0.125,1,0.1,200,1000,1,0,10,74.4,7.34,0.005,5,TRUE
2.2,31622.7766016838,4.5,0.125,1,0.1,200,1000,1,0,10,261.913043478261,26.0913043478261,0.023,23,TRUE
2.3,31622.7766016838,4.5,0.125,1,0.1,200,1000,1,0,10,250.670731707317,24.9670731707317,0.082,82,TRUE
2.4,31622.7766016838,4.5,0.125,1,0.1,200,1000,1,0,10,247.764102564103,24.6764102564103,0.195,195,TRUE
2.5,31622.7766016838,4.5,0.125,1,0.1,200,1000,1,0,10,239.864161849711,23.8864161849711,0.346,346,TRUE
2.6,31622.7766016838,4.5,0.125,1,0.1,200,1000,1,0,10,230.104508196721,22.9104508196721,0.488,488,TRUE
2.7,31622.7766016838,4.5,0.125,1,0.1,200,1000,1,0,10,221.672727272727,22.0672727272727,0.66,660,TRUE
2.8,31622.7766016838,4.5,0.125,1,0.1,200,1000,1,0,10,213.555979643766,21.2555979643766,0.786,786,TRUE
2.9,31622.7766016838,4.5,0.125,1,0.1,200,1000,1,0,10,208.463133640553,20.7463133640553,0.868,868,TRUE
3,31622.7766016838,4.5,0.125,1,0.1,200,1000,1,0,10,202.153931339978,20.1153931339978,0.903,903,TRUE
3.1,31622.7766016838,4.5,0.125,1,0.1,200,1000,1,0,10,194.081109925294,19.3081109925294,0.937,937,TRUE
3.2,31622.7766016838,4.5,0.125,1,0.1,200,1000,1,0,10,189.171664943123,18.8171664943123,0.967,967,TRUE
3.3,31622.7766016838,4.5,0.125,1,0.1,200,1000,1,0,10,185.405432595573,18.4405432595573,0.994,994,TRUE
3.4,31622.7766016838,4.5,0.125,1,0.1,200,1000,1,0,10,179.930894308943,17.8930894308943,0.984,984,TRUE
3.5,31622.7766016838,4.5,0.125,1,0.1,200,1000,1,0,10,174.55297679112,17.355297679112,0.991,991,TRUE
3.6,31622.7766016838,4.5,0.125,1,0.1,200,1000,1,0,10,170.140280561122,16.9140280561122,0.998,998,TRUE
3.7,31622.7766016838,4.5,0.125,1,0.1,200,1000,1,0,10,167.481481481481,16.6481481481481,0.999,999,TRUE
3.8,31622.7766016838,4.5,0.125,1,0.1,200,1000,1,0,10,164.040080160321,16.3040080160321,0.998,998,TRUE
3.9,31622.7766016838,4.5,0.125,1,0.1,200,1000,1,0,10,161.144,16.0144,1,1000,TRUE
4,31622.7766016838,4.5,0.125,1,0.1,200,1000,1,0,10,159.322322322322,15.8322322322322,0.999,999,TRUE
4.1,31622.7766016838,4.5,0.125,1,0.1,200,1000,1,0,10,156.09,15.509,1,1000,TRUE
4.2,31622.7766016838,4.5,0.125,1,0.1,200,1000,1,0,10,153.972,15.2972,1,1000,TRUE
4.3,31622.7766016838,4.5,0.125,1,0.1,200,1000,1,0,10,151.934,15.0934,1,1000,TRUE
4.4,31622.7766016838,4.5,0.125,1,0.1,200,1000,1,0,10,150.047,14.9047,1,1000,TRUE
4.5,31622.7766016838,4.5,0.125,1,0.1,200,1000,1,0,10,149.334,14.8334,1,1000,TRUE
4.6,31622.7766016838,4.5,0.125,1,0.1,200,1000,1,0,10,146.896,14.5896,1,1000,TRUE
4.7,31622.7766016838,4.5,0.125,1,0.1,200,1000,1,0,10,146.348,14.5348,1,1000,TRUE
4.8,31622.7766016838,4.5,0.125,1,0.1,200,1000,1,0,10,144.869,14.3869,1,1000,TRUE
4.9,31622.7766016838,4.5,0.125,1,0.1,200,1000,1,0,10,143.679,14.2679,1,1000,TRUE
5,31622.7766016838,4.5,0.125,1,0.1,200,1000,1,0,10,142.682,14.1682,1,1000,TRUE
1.1,56234.1325190349,4.75,0.125,1,0.1,200,1000,1,0,10,92.0967741935484,9.10967741935484,0.248,248,TRUE
1.2,56234.1325190349,4.75,0.125,1,0.1,200,1000,1,0,10,63.784,6.2784,0.125,125,TRUE
1.3,56234.1325190349,4.75,0.125,1,0.1,200,1000,1,0,10,44.7924528301887,4.37924528301887,0.053,53,TRUE
1.4,56234.1325190349,4.75,0.125,1,0.1,200,1000,1,0,10,38.6739130434783,3.76739130434783,0.046,46,TRUE
1.5,56234.1325190349,4.75,0.125,1,0.1,200,1000,1,0,10,34.1481481481481,3.31481481481481,0.027,27,TRUE
1.6,56234.1325190349,4.75,0.125,1,0.1,200,1000,1,0,10,27.68,2.668,0.025,25,TRUE
1.7,56234.1325190349,4.75,0.125,1,0.1,200,1000,1,0,10,21.75,2.075,0.012,12,TRUE
1.8,56234.1325190349,4.75,0.125,1,0.1,200,1000,1,0,10,29.8,2.88,0.005,5,TRUE
1.9,56234.1325190349,4.75,0.125,1,0.1,200,1000,1,0,10,14,1.3,0.002,2,TRUE
2,56234.1325190349,4.75,0.125,1,0.1,200,1000,1,0,10,8,0.7,0.003,3,TRUE
2.1,56234.1325190349,4.75,0.125,1,0.1,200,1000,1,0,10,18.6,1.76,0.005,5,TRUE
2.2,56234.1325190349,4.75,0.125,1,0.1,200,1000,1,0,10,73.4,7.24,0.005,5,TRUE
2.3,56234.1325190349,4.75,0.125,1,0.1,200,1000,1,0,10,222.235294117647,22.1235294117647,0.017,17,TRUE
2.4,56234.1325190349,4.75,0.125,1,0.1,200,1000,1,0,10,247.414634146341,24.6414634146341,0.082,82,TRUE
2.5,56234.1325190349,4.75,0.125,1,0.1,200,1000,1,0,10,253.689873417722,25.2689873417722,0.158,158,TRUE
2.6,56234.1325190349,4.75,0.125,1,0.1,200,1000,1,0,10,248.832278481013,24.7832278481013,0.316,316,TRUE
2.7,56234.1325190349,4.75,0.125,1,0.1,200,1000,1,0,10,238.895178197065,23.7895178197065,0.477,477,TRUE
2.8,56234.1325190349,4.75,0.125,1,0.1,200,1000,1,0,10,230.92937399679,22.992937399679,0.623,623,TRUE
2.9,56234.1325190349,4.75,0.125,1,0.1,200,1000,1,0,10,224.197368421053,22.3197368421053,0.76,760,TRUE
3,56234.1325190349,4.75,0.125,1,0.1,200,1000,1,0,10,213.32634032634,21.232634032634,0.858,858,TRUE
3.1,56234.1325190349,4.75,0.125,1,0.1,200,1000,1,0,10,207.761013215859,20.6761013215859,0.908,908,TRUE
3.2,56234.1325190349,4.75,0.125,1,0.1,200,1000,1,0,10,203.553895410886,20.2553895410886,0.937,937,TRUE
3.3,56234.1325190349,4.75,0.125,1,0.1,200,1000,1,0,10,196.691115702479,19.5691115702479,0.968,968,TRUE
3.4,56234.1325190349,4.75,0.125,1,0.1,200,1000,1,0,10,190.564206268959,18.9564206268959,0.989,989,TRUE
3.5,56234.1325190349,4.75,0.125,1,0.1,200,1000,1,0,10,187.177598385469,18.6177598385469,0.991,991,TRUE
3.6,56234.1325190349,4.75,0.125,1,0.1,200,1000,1,0,10,182.551863041289,18.1551863041289,0.993,993,TRUE
3.7,56234.1325190349,4.75,0.125,1,0.1,200,1000,1,0,10,176.983967935872,17.5983967935872,0.998,998,TRUE
3.8,56234.1325190349,4.75,0.125,1,0.1,200,1000,1,0,10,174.183183183183,17.3183183183183,0.999,999,TRUE
3.9,56234.1325190349,4.75,0.125,1,0.1,200,1000,1,0,10,171.575,17.0575,1,1000,TRUE
4,56234.1325190349,4.75,0.125,1,0.1,200,1000,1,0,10,169.282,16.8282,1,1000,TRUE
4.1,56234.1325190349,4.75,0.125,1,0.1,200,1000,1,0,10,166.607,16.5607,1,1000,TRUE
4.2,56234.1325190349,4.75,0.125,1,0.1,200,1000,1,0,10,163.309,16.2309,1,1000,TRUE
4.3,56234.1325190349,4.75,0.125,1,0.1,200,1000,1,0,10,160.74,15.974,1,1000,TRUE
4.4,56234.1325190349,4.75,0.125,1,0.1,200,1000,1,0,10,159.36,15.836,1,1000,TRUE
4.5,56234.1325190349,4.75,0.125,1,0.1,200,1000,1,0,10,157.674,15.6674,1,1000,TRUE
4.6,56234.1325190349,4.75,0.125,1,0.1,200,1000,1,0,10,155.439,15.4439,1,1000,TRUE
4.7,56234.1325190349,4.75,0.125,1,0.1,200,1000,1,0,10,154.952,15.3952,1,1000,TRUE
4.8,56234.1325190349,4.75,0.125,1,0.1,200,1000,1,0,10,152.802,15.1802,1,1000,TRUE
4.9,56234.1325190349,4.75,0.125,1,0.1,200,1000,1,0,10,151.547,15.0547,1,1000,TRUE
5,56234.1325190349,4.75,0.125,1,0.1,200,1000,1,0,10,149.896,14.8896,1,1000,TRUE
1.1,1e+05,5,0.125,1,0.1,200,1000,1,0,10,82.00395256917,8.100395256917,0.253,253,TRUE
1.2,1e+05,5,0.125,1,0.1,200,1000,1,0,10,65.2347826086957,6.42347826086957,0.115,115,TRUE
1.3,1e+05,5,0.125,1,0.1,200,1000,1,0,10,52.7166666666667,5.17166666666667,0.06,60,TRUE
1.4,1e+05,5,0.125,1,0.1,200,1000,1,0,10,38.6326530612245,3.76326530612245,0.049,49,TRUE
1.5,1e+05,5,0.125,1,0.1,200,1000,1,0,10,32.1428571428571,3.11428571428571,0.014,14,TRUE
1.6,1e+05,5,0.125,1,0.1,200,1000,1,0,10,24.6,2.36,0.01,10,TRUE
1.7,1e+05,5,0.125,1,0.1,200,1000,1,0,10,24.4285714285714,2.34285714285714,0.007,7,TRUE
1.8,1e+05,5,0.125,1,0.1,200,1000,1,0,10,16,1.5,0.01,10,TRUE
1.9,1e+05,5,0.125,1,0.1,200,1000,1,0,10,18.75,1.775,0.004,4,TRUE
2,1e+05,5,0.125,1,0.1,200,1000,1,0,10,12.25,1.125,0.004,4,TRUE
2.1,1e+05,5,0.125,1,0.1,200,1000,1,0,10,14.8333333333333,1.38333333333333,0.006,6,TRUE
2.2,1e+05,5,0.125,1,0.1,200,1000,1,0,10,NA,NA,0,0,FALSE
2.3,1e+05,5,0.125,1,0.1,200,1000,1,0,10,87.75,8.675,0.004,4,TRUE
2.4,1e+05,5,0.125,1,0.1,200,1000,1,0,10,249.375,24.8375,0.008,8,TRUE
2.5,1e+05,5,0.125,1,0.1,200,1000,1,0,10,247.925925925926,24.6925925925926,0.027,27,TRUE
2.6,1e+05,5,0.125,1,0.1,200,1000,1,0,10,262.540540540541,26.1540540540541,0.111,111,TRUE
2.7,1e+05,5,0.125,1,0.1,200,1000,1,0,10,254.956349206349,25.3956349206349,0.252,252,TRUE
2.8,1e+05,5,0.125,1,0.1,200,1000,1,0,10,247.497706422018,24.6497706422018,0.436,436,TRUE
2.9,1e+05,5,0.125,1,0.1,200,1000,1,0,10,238.005042016807,23.7005042016807,0.595,595,TRUE
3,1e+05,5,0.125,1,0.1,200,1000,1,0,10,229.743519781719,22.8743519781719,0.733,733,TRUE
3.1,1e+05,5,0.125,1,0.1,200,1000,1,0,10,223.952898550725,22.2952898550725,0.828,828,TRUE
3.2,1e+05,5,0.125,1,0.1,200,1000,1,0,10,216.854767184035,21.5854767184035,0.902,902,TRUE
3.3,1e+05,5,0.125,1,0.1,200,1000,1,0,10,209.947816826411,20.8947816826411,0.939,939,TRUE
3.4,1e+05,5,0.125,1,0.1,200,1000,1,0,10,203.340956340956,20.2340956340956,0.962,962,TRUE
3.5,1e+05,5,0.125,1,0.1,200,1000,1,0,10,198.705284552846,19.7705284552846,0.984,984,TRUE
3.6,1e+05,5,0.125,1,0.1,200,1000,1,0,10,194.053861788618,19.3053861788618,0.984,984,TRUE
3.7,1e+05,5,0.125,1,0.1,200,1000,1,0,10,188.886432160804,18.7886432160804,0.995,995,TRUE
3.8,1e+05,5,0.125,1,0.1,200,1000,1,0,10,184.537074148297,18.3537074148297,0.998,998,TRUE
3.9,1e+05,5,0.125,1,0.1,200,1000,1,0,10,181.836836836837,18.0836836836837,0.999,999,TRUE
4,1e+05,5,0.125,1,0.1,200,1000,1,0,10,178.483967935872,17.7483967935872,0.998,998,TRUE
4.1,1e+05,5,0.125,1,0.1,200,1000,1,0,10,175.885,17.4885,1,1000,TRUE
4.2,1e+05,5,0.125,1,0.1,200,1000,1,0,10,173.191,17.2191,1,1000,TRUE
4.3,1e+05,5,0.125,1,0.1,200,1000,1,0,10,170.827,16.9827,1,1000,TRUE
4.4,1e+05,5,0.125,1,0.1,200,1000,1,0,10,168.044,16.7044,1,1000,TRUE
4.5,1e+05,5,0.125,1,0.1,200,1000,1,0,10,166.279,16.5279,1,1000,TRUE
4.6,1e+05,5,0.125,1,0.1,200,1000,1,0,10,165.207,16.4207,1,1000,TRUE
4.7,1e+05,5,0.125,1,0.1,200,1000,1,0,10,162.486,16.1486,1,1000,TRUE
4.8,1e+05,5,0.125,1,0.1,200,1000,1,0,10,159.985,15.8985,1,1000,TRUE
4.9,1e+05,5,0.125,1,0.1,200,1000,1,0,10,159.797,15.8797,1,1000,TRUE
5,1e+05,5,0.125,1,0.1,200,1000,1,0,10,159.078,15.8078,1,1000,TRUE
1.1,177827.941003892,5.25,0.125,1,0.1,200,1000,1,0,10,79.3333333333333,7.83333333333333,0.255,255,TRUE
1.2,177827.941003892,5.25,0.125,1,0.1,200,1000,1,0,10,64.4653465346535,6.34653465346535,0.101,101,TRUE
1.3,177827.941003892,5.25,0.125,1,0.1,200,1000,1,0,10,37.515625,3.6515625,0.064,64,TRUE
1.4,177827.941003892,5.25,0.125,1,0.1,200,1000,1,0,10,42.2857142857143,4.12857142857143,0.028,28,TRUE
1.5,177827.941003892,5.25,0.125,1,0.1,200,1000,1,0,10,28,2.7,0.022,22,TRUE
1.6,177827.941003892,5.25,0.125,1,0.1,200,1000,1,0,10,33.75,3.275,0.012,12,TRUE
1.7,177827.941003892,5.25,0.125,1,0.1,200,1000,1,0,10,18.1428571428571,1.71428571428571,0.007,7,TRUE
1.8,177827.941003892,5.25,0.125,1,0.1,200,1000,1,0,10,27.1428571428571,2.61428571428571,0.007,7,TRUE
1.9,177827.941003892,5.25,0.125,1,0.1,200,1000,1,0,10,18.4444444444444,1.74444444444444,0.009,9,TRUE
2,177827.941003892,5.25,0.125,1,0.1,200,1000,1,0,10,26.3333333333333,2.53333333333333,0.006,6,TRUE
2.1,177827.941003892,5.25,0.125,1,0.1,200,1000,1,0,10,14.3333333333333,1.33333333333333,0.003,3,TRUE
2.2,177827.941003892,5.25,0.125,1,0.1,200,1000,1,0,10,15,1.4,0.003,3,TRUE
2.3,177827.941003892,5.25,0.125,1,0.1,200,1000,1,0,10,11,1,0.002,2,TRUE
2.4,177827.941003892,5.25,0.125,1,0.1,200,1000,1,0,10,10,0.9,0.002,2,TRUE
2.5,177827.941003892,5.25,0.125,1,0.1,200,1000,1,0,10,24,2.3,0.001,1,TRUE
2.6,177827.941003892,5.25,0.125,1,0.1,200,1000,1,0,10,267.483870967742,26.6483870967742,0.031,31,TRUE
2.7,177827.941003892,5.25,0.125,1,0.1,200,1000,1,0,10,271.85,27.085,0.08,80,TRUE
2.8,177827.941003892,5.25,0.125,1,0.1,200,1000,1,0,10,265.199074074074,26.4199074074074,0.216,216,TRUE
2.9,177827.941003892,5.25,0.125,1,0.1,200,1000,1,0,10,253.620418848168,25.2620418848168,0.382,382,TRUE
3,177827.941003892,5.25,0.125,1,0.1,200,1000,1,0,10,247.163793103448,24.6163793103448,0.58,580,TRUE
3.1,177827.941003892,5.25,0.125,1,0.1,200,1000,1,0,10,237.994579945799,23.6994579945799,0.738,738,TRUE
3.2,177827.941003892,5.25,0.125,1,0.1,200,1000,1,0,10,230.797833935018,22.9797833935018,0.831,831,TRUE
3.3,177827.941003892,5.25,0.125,1,0.1,200,1000,1,0,10,225.206818181818,22.4206818181818,0.88,880,TRUE
3.4,177827.941003892,5.25,0.125,1,0.1,200,1000,1,0,10,216.139935414424,21.5139935414424,0.929,929,TRUE
3.5,177827.941003892,5.25,0.125,1,0.1,200,1000,1,0,10,211.099897013388,21.0099897013388,0.971,971,TRUE
3.6,177827.941003892,5.25,0.125,1,0.1,200,1000,1,0,10,206.055158324821,20.5055158324821,0.979,979,TRUE
3.7,177827.941003892,5.25,0.125,1,0.1,200,1000,1,0,10,202.264379414733,20.1264379414733,0.991,991,TRUE
3.8,177827.941003892,5.25,0.125,1,0.1,200,1000,1,0,10,196.144869215292,19.5144869215292,0.994,994,TRUE
3.9,177827.941003892,5.25,0.125,1,0.1,200,1000,1,0,10,192.627883650953,19.1627883650953,0.997,997,TRUE
4,177827.941003892,5.25,0.125,1,0.1,200,1000,1,0,10,189.806419257773,18.8806419257773,0.997,997,TRUE
4.1,177827.941003892,5.25,0.125,1,0.1,200,1000,1,0,10,186.188376753507,18.5188376753507,0.998,998,TRUE
4.2,177827.941003892,5.25,0.125,1,0.1,200,1000,1,0,10,182.946,18.1946,1,1000,TRUE
4.3,177827.941003892,5.25,0.125,1,0.1,200,1000,1,0,10,180.122244488978,17.9122244488978,0.998,998,TRUE
4.4,177827.941003892,5.25,0.125,1,0.1,200,1000,1,0,10,177.171,17.6171,1,1000,TRUE
4.5,177827.941003892,5.25,0.125,1,0.1,200,1000,1,0,10,174.865,17.3865,1,1000,TRUE
4.6,177827.941003892,5.25,0.125,1,0.1,200,1000,1,0,10,174.093,17.3093,1,1000,TRUE
4.7,177827.941003892,5.25,0.125,1,0.1,200,1000,1,0,10,171.82,17.082,1,1000,TRUE
4.8,177827.941003892,5.25,0.125,1,0.1,200,1000,1,0,10,170.598,16.9598,1,1000,TRUE
4.9,177827.941003892,5.25,0.125,1,0.1,200,1000,1,0,10,167.593,16.6593,1,1000,TRUE
5,177827.941003892,5.25,0.125,1,0.1,200,1000,1,0,10,167.356,16.6356,1,1000,TRUE
1.1,316227.766016838,5.5,0.125,1,0.1,200,1000,1,0,10,82.0688259109312,8.10688259109312,0.247,247,TRUE
1.2,316227.766016838,5.5,0.125,1,0.1,200,1000,1,0,10,58.2844827586207,5.72844827586207,0.116,116,TRUE
1.3,316227.766016838,5.5,0.125,1,0.1,200,1000,1,0,10,45.8550724637681,4.48550724637681,0.069,69,TRUE
1.4,316227.766016838,5.5,0.125,1,0.1,200,1000,1,0,10,39.7,3.87,0.04,40,TRUE
1.5,316227.766016838,5.5,0.125,1,0.1,200,1000,1,0,10,31.8333333333333,3.08333333333333,0.018,18,TRUE
1.6,316227.766016838,5.5,0.125,1,0.1,200,1000,1,0,10,29,2.8,0.018,18,TRUE
1.7,316227.766016838,5.5,0.125,1,0.1,200,1000,1,0,10,38.25,3.725,0.004,4,TRUE
1.8,316227.766016838,5.5,0.125,1,0.1,200,1000,1,0,10,31.8571428571429,3.08571428571429,0.007,7,TRUE
1.9,316227.766016838,5.5,0.125,1,0.1,200,1000,1,0,10,14.2857142857143,1.32857142857143,0.007,7,TRUE
2,316227.766016838,5.5,0.125,1,0.1,200,1000,1,0,10,14.5,1.35,0.004,4,TRUE
2.1,316227.766016838,5.5,0.125,1,0.1,200,1000,1,0,10,19.3333333333333,1.83333333333333,0.006,6,TRUE
2.2,316227.766016838,5.5,0.125,1,0.1,200,1000,1,0,10,2,0.1,0.001,1,TRUE
2.3,316227.766016838,5.5,0.125,1,0.1,200,1000,1,0,10,10.6,0.96,0.005,5,TRUE
2.4,316227.766016838,5.5,0.125,1,0.1,200,1000,1,0,10,NA,NA,0,0,FALSE
2.5,316227.766016838,5.5,0.125,1,0.1,200,1000,1,0,10,8,0.7,0.001,1,TRUE
2.6,316227.766016838,5.5,0.125,1,0.1,200,1000,1,0,10,NA,NA,0,0,FALSE
2.7,316227.766016838,5.5,0.125,1,0.1,200,1000,1,0,10,266.761904761905,26.5761904761905,0.021,21,TRUE
2.8,316227.766016838,5.5,0.125,1,0.1,200,1000,1,0,10,272.827160493827,27.1827160493827,0.081,81,TRUE
2.9,316227.766016838,5.5,0.125,1,0.1,200,1000,1,0,10,269.176767676768,26.8176767676768,0.198,198,TRUE
3,316227.766016838,5.5,0.125,1,0.1,200,1000,1,0,10,262.289893617021,26.1289893617021,0.376,376,TRUE
3.1,316227.766016838,5.5,0.125,1,0.1,200,1000,1,0,10,255.566727605119,25.4566727605119,0.547,547,TRUE
3.2,316227.766016838,5.5,0.125,1,0.1,200,1000,1,0,10,245.251076040172,24.4251076040172,0.697,697,TRUE
3.3,316227.766016838,5.5,0.125,1,0.1,200,1000,1,0,10,237.301568154403,23.6301568154403,0.829,829,TRUE
3.4,316227.766016838,5.5,0.125,1,0.1,200,1000,1,0,10,230.765168539326,22.9765168539326,0.89,890,TRUE
3.5,316227.766016838,5.5,0.125,1,0.1,200,1000,1,0,10,225.252127659574,22.4252127659574,0.94,940,TRUE
3.6,316227.766016838,5.5,0.125,1,0.1,200,1000,1,0,10,217.965553235908,21.6965553235908,0.958,958,TRUE
3.7,316227.766016838,5.5,0.125,1,0.1,200,1000,1,0,10,212.226762002043,21.1226762002043,0.979,979,TRUE
3.8,316227.766016838,5.5,0.125,1,0.1,200,1000,1,0,10,208.462159434914,20.7462159434914,0.991,991,TRUE
3.9,316227.766016838,5.5,0.125,1,0.1,200,1000,1,0,10,204.110552763819,20.3110552763819,0.995,995,TRUE
4,316227.766016838,5.5,0.125,1,0.1,200,1000,1,0,10,200.17017017017,19.917017017017,0.999,999,TRUE
4.1,316227.766016838,5.5,0.125,1,0.1,200,1000,1,0,10,195.627627627628,19.4627627627628,0.999,999,TRUE
4.2,316227.766016838,5.5,0.125,1,0.1,200,1000,1,0,10,192.970941883768,19.1970941883768,0.998,998,TRUE
4.3,316227.766016838,5.5,0.125,1,0.1,200,1000,1,0,10,189.06,18.806,1,1000,TRUE
4.4,316227.766016838,5.5,0.125,1,0.1,200,1000,1,0,10,186.862,18.5862,1,1000,TRUE
4.5,316227.766016838,5.5,0.125,1,0.1,200,1000,1,0,10,183.352,18.2352,1,1000,TRUE
4.6,316227.766016838,5.5,0.125,1,0.1,200,1000,1,0,10,182.093,18.1093,1,1000,TRUE
4.7,316227.766016838,5.5,0.125,1,0.1,200,1000,1,0,10,179.379,17.8379,1,1000,TRUE
4.8,316227.766016838,5.5,0.125,1,0.1,200,1000,1,0,10,178.97997997998,17.797997997998,0.999,999,TRUE
4.9,316227.766016838,5.5,0.125,1,0.1,200,1000,1,0,10,176.508,17.5508,1,1000,TRUE
5,316227.766016838,5.5,0.125,1,0.1,200,1000,1,0,10,175.065,17.4065,1,1000,TRUE
1.1,562341.325190349,5.75,0.125,1,0.1,200,1000,1,0,10,87.2597402597403,8.62597402597403,0.231,231,TRUE
1.2,562341.325190349,5.75,0.125,1,0.1,200,1000,1,0,10,64.4130434782609,6.34130434782609,0.092,92,TRUE
1.3,562341.325190349,5.75,0.125,1,0.1,200,1000,1,0,10,46.1818181818182,4.51818181818182,0.055,55,TRUE
1.4,562341.325190349,5.75,0.125,1,0.1,200,1000,1,0,10,39.32,3.832,0.025,25,TRUE
1.5,562341.325190349,5.75,0.125,1,0.1,200,1000,1,0,10,25.1176470588235,2.41176470588235,0.017,17,TRUE
1.6,562341.325190349,5.75,0.125,1,0.1,200,1000,1,0,10,27.8888888888889,2.68888888888889,0.018,18,TRUE
1.7,562341.325190349,5.75,0.125,1,0.1,200,1000,1,0,10,16.6363636363636,1.56363636363636,0.011,11,TRUE
1.8,562341.325190349,5.75,0.125,1,0.1,200,1000,1,0,10,30,2.9,0.005,5,TRUE
1.9,562341.325190349,5.75,0.125,1,0.1,200,1000,1,0,10,15,1.4,0.002,2,TRUE
2,562341.325190349,5.75,0.125,1,0.1,200,1000,1,0,10,12,1.1,0.003,3,TRUE
2.1,562341.325190349,5.75,0.125,1,0.1,200,1000,1,0,10,10.5,0.95,0.002,2,TRUE
2.2,562341.325190349,5.75,0.125,1,0.1,200,1000,1,0,10,15.4,1.44,0.005,5,TRUE
2.3,562341.325190349,5.75,0.125,1,0.1,200,1000,1,0,10,13.6,1.26,0.005,5,TRUE
2.4,562341.325190349,5.75,0.125,1,0.1,200,1000,1,0,10,11.3333333333333,1.03333333333333,0.003,3,TRUE
2.5,562341.325190349,5.75,0.125,1,0.1,200,1000,1,0,10,9.66666666666667,0.866666666666667,0.003,3,TRUE
