"R0","K","log10K","r","gamma","dt","t_max","nsim","n_patch","alpha","I_init","mean_ext_time_index","mean_T_ext","ext_prob","n_ext","finite_conditional_mean"
4.6,5623.41325190349,3.75,0.1,1,0.1,200,1000,1,0,10,121.239,12.0239,1,1000,TRUE
4.7,5623.41325190349,3.75,0.1,1,0.1,200,1000,1,0,10,120.565,11.9565,1,1000,TRUE
4.8,5623.41325190349,3.75,0.1,1,0.1,200,1000,1,0,10,120.279,11.9279,1,1000,TRUE
4.9,5623.41325190349,3.75,0.1,1,0.1,200,1000,1,0,10,118.872,11.7872,1,1000,TRUE
5,5623.41325190349,3.75,0.1,1,0.1,200,1000,1,0,10,117.817,11.6817,1,1000,TRUE
1.1,10000,4,0.1,1,0.1,200,1000,1,0,10,197.36013986014,19.636013986014,0.286,286,TRUE
1.2,10000,4,0.1,1,0.1,200,1000,1,0,10,78.1885245901639,7.71885245901639,0.122,122,TRUE
1.3,10000,4,0.1,1,0.1,200,1000,1,0,10,51.4915254237288,5.04915254237288,0.059,59,TRUE
1.4,10000,4,0.1,1,0.1,200,1000,1,0,10,63.4473684210526,6.24473684210526,0.038,38,TRUE
1.5,10000,4,0.1,1,0.1,200,1000,1,0,10,100.083333333333,9.90833333333333,0.036,36,TRUE
1.6,10000,4,0.1,1,0.1,200,1000,1,0,10,232.526315789474,23.1526315789474,0.038,38,TRUE
1.7,10000,4,0.1,1,0.1,200,1000,1,0,10,274.868421052632,27.3868421052632,0.076,76,TRUE
1.8,10000,4,0.1,1,0.1,200,1000,1,0,10,276.45625,27.545625,0.16,160,TRUE
1.9,10000,4,0.1,1,0.1,200,1000,1,0,10,266.236666666667,26.5236666666667,0.3,300,TRUE
2,10000,4,0.1,1,0.1,200,1000,1,0,10,252.773148148148,25.1773148148148,0.432,432,TRUE
2.1,10000,4,0.1,1,0.1,200,1000,1,0,10,245.273170731707,24.4273170731707,0.615,615,TRUE
2.2,10000,4,0.1,1,0.1,200,1000,1,0,10,232.705801104972,23.1705801104972,0.724,724,TRUE
2.3,10000,4,0.1,1,0.1,200,1000,1,0,10,219.803121248499,21.8803121248499,0.833,833,TRUE
2.4,10000,4,0.1,1,0.1,200,1000,1,0,10,213.409090909091,21.2409090909091,0.902,902,TRUE
2.5,10000,4,0.1,1,0.1,200,1000,1,0,10,199.929861849097,19.8929861849097,0.941,941,TRUE
2.6,10000,4,0.1,1,0.1,200,1000,1,0,10,192.664953751285,19.1664953751285,0.973,973,TRUE
2.7,10000,4,0.1,1,0.1,200,1000,1,0,10,186.168699186992,18.5168699186992,0.984,984,TRUE
2.8,10000,4,0.1,1,0.1,200,1000,1,0,10,177.877281947262,17.6877281947262,0.986,986,TRUE
2.9,10000,4,0.1,1,0.1,200,1000,1,0,10,172.012048192771,17.1012048192771,0.996,996,TRUE
3,10000,4,0.1,1,0.1,200,1000,1,0,10,167.583583583584,16.6583583583584,0.999,999,TRUE
3.1,10000,4,0.1,1,0.1,200,1000,1,0,10,162.513513513514,16.1513513513514,0.999,999,TRUE
3.2,10000,4,0.1,1,0.1,200,1000,1,0,10,160.87,15.987,1,1000,TRUE
3.3,10000,4,0.1,1,0.1,200,1000,1,0,10,154.914,15.3914,1,1000,TRUE
3.4,10000,4,0.1,1,0.1,200,1000,1,0,10,152.075,15.1075,1,1000,TRUE
3.5,10000,4,0.1,1,0.1,200,1000,1,0,10,148.566,14.7566,1,1000,TRUE
3.6,10000,4,0.1,1,0.1,200,1000,1,0,10,145.214,14.4214,1,1000,TRUE
3.7,10000,4,0.1,1,0.1,200,1000,1,0,10,143.76,14.276,1,1000,TRUE
3.8,10000,4,0.1,1,0.1,200,1000,1,0,10,142.131,14.1131,1,1000,TRUE
3.9,10000,4,0.1,1,0.1,200,1000,1,0,10,139.252,13.8252,1,1000,TRUE
4,10000,4,0.1,1,0.1,200,1000,1,0,10,137.878,13.6878,1,1000,TRUE
4.1,10000,4,0.1,1,0.1,200,1000,1,0,10,136.252,13.5252,1,1000,TRUE
4.2,10000,4,0.1,1,0.1,200,1000,1,0,10,135.092,13.4092,1,1000,TRUE
4.3,10000,4,0.1,1,0.1,200,1000,1,0,10,133.077,13.2077,1,1000,TRUE
4.4,10000,4,0.1,1,0.1,200,1000,1,0,10,131.544,13.0544,1,1000,TRUE
4.5,10000,4,0.1,1,0.1,200,1000,1,0,10,130.057,12.9057,1,1000,TRUE
4.6,10000,4,0.1,1,0.1,200,1000,1,0,10,129,12.8,1,1000,TRUE
4.7,10000,4,0.1,1,0.1,200,1000,1,0,10,128.5,12.75,1,1000,TRUE
4.8,10000,4,0.1,1,0.1,200,1000,1,0,10,127.915,12.6915,1,1000,TRUE
4.9,10000,4,0.1,1,0.1,200,1000,1,0,10,126.486,12.5486,1,1000,TRUE
5,10000,4,0.1,1,0.1,200,1000,1,0,10,125.702,12.4702,1,1000,TRUE
1.1,17782.7941003892,4.25,0.1,1,0.1,200,1000,1,0,10,82.5655737704918,8.15655737704918,0.244,244,TRUE
1.2,17782.7941003892,4.25,0.1,1,0.1,200,1000,1,0,10,66.1785714285714,6.51785714285714,0.112,112,TRUE
1.3,17782.7941003892,4.25,0.1,1,0.1,200,1000,1,0,10,42.0535714285714,4.10535714285714,0.056,56,TRUE
1.4,17782.7941003892,4.25,0.1,1,0.1,200,1000,1,0,10,38.2,3.72,0.04,40,TRUE
1.5,17782.7941003892,4.25,0.1,1,0.1,200,1000,1,0,10,28.6086956521739,2.76086956521739,0.023,23,TRUE
1.6,17782.7941003892,4.25,0.1,1,0.1,200,1000,1,0,10,55.8181818181818,5.48181818181818,0.011,11,TRUE
1.7,17782.7941003892,4.25,0.1,1,0.1,200,1000,1,0,10,124.266666666667,12.3266666666667,0.015,15,TRUE
1.8,17782.7941003892,4.25,0.1,1,0.1,200,1000,1,0,10,273.527777777778,27.2527777777778,0.036,36,TRUE
1.9,17782.7941003892,4.25,0.1,1,0.1,200,1000,1,0,10,283.357142857143,28.2357142857143,0.112,112,TRUE
2,17782.7941003892,4.25,0.1,1,0.1,200,1000,1,0,10,279.831932773109,27.8831932773109,0.238,238,TRUE
2.1,17782.7941003892,4.25,0.1,1,0.1,200,1000,1,0,10,262.647668393782,26.1647668393782,0.386,386,TRUE
2.2,17782.7941003892,4.25,0.1,1,0.1,200,1000,1,0,10,252.682373472949,25.1682373472949,0.573,573,TRUE
2.3,17782.7941003892,4.25,0.1,1,0.1,200,1000,1,0,10,239.106442577031,23.8106442577031,0.714,714,TRUE
2.4,17782.7941003892,4.25,0.1,1,0.1,200,1000,1,0,10,227.519951632406,22.6519951632406,0.827,827,TRUE
2.5,17782.7941003892,4.25,0.1,1,0.1,200,1000,1,0,10,218.100441501104,21.7100441501104,0.906,906,TRUE
2.6,17782.7941003892,4.25,0.1,1,0.1,200,1000,1,0,10,208.440768409819,20.7440768409819,0.937,937,TRUE
2.7,17782.7941003892,4.25,0.1,1,0.1,200,1000,1,0,10,199.463692946058,19.8463692946058,0.964,964,TRUE
2.8,17782.7941003892,4.25,0.1,1,0.1,200,1000,1,0,10,191.730691056911,19.0730691056911,0.984,984,TRUE
2.9,17782.7941003892,4.25,0.1,1,0.1,200,1000,1,0,10,185.533333333333,18.4533333333333,0.99,990,TRUE
3,17782.7941003892,4.25,0.1,1,0.1,200,1000,1,0,10,182.240201005025,18.1240201005025,0.995,995,TRUE
3.1,17782.7941003892,4.25,0.1,1,0.1,200,1000,1,0,10,174.305611222445,17.3305611222445,0.998,998,TRUE
3.2,17782.7941003892,4.25,0.1,1,0.1,200,1000,1,0,10,170.433734939759,16.9433734939759,0.996,996,TRUE
3.3,17782.7941003892,4.25,0.1,1,0.1,200,1000,1,0,10,164.219438877756,16.3219438877756,0.998,998,TRUE
3.4,17782.7941003892,4.25,0.1,1,0.1,200,1000,1,0,10,162.978,16.1978,1,1000,TRUE
3.5,17782.7941003892,4.25,0.1,1,0.1,200,1000,1,0,10,158.501,15.7501,1,1000,TRUE
3.6,17782.7941003892,4.25,0.1,1,0.1,200,1000,1,0,10,156.515,15.5515,1,1000,TRUE
3.7,17782.7941003892,4.25,0.1,1,0.1,200,1000,1,0,10,153.942,15.2942,1,1000,TRUE
3.8,17782.7941003892,4.25,0.1,1,0.1,200,1000,1,0,10,151.897,15.0897,1,1000,TRUE
3.9,17782.7941003892,4.25,0.1,1,0.1,200,1000,1,0,10,150.038,14.9038,1,1000,TRUE
4,17782.7941003892,4.25,0.1,1,0.1,200,1000,1,0,10,146.36,14.536,1,1000,TRUE
4.1,17782.7941003892,4.25,0.1,1,0.1,200,1000,1,0,10,144.254,14.3254,1,1000,TRUE
4.2,17782.7941003892,4.25,0.1,1,0.1,200,1000,1,0,10,143.369,14.2369,1,1000,TRUE
4.3,17782.7941003892,4.25,0.1,1,0.1,200,1000,1,0,10,141.366,14.0366,1,1000,TRUE
4.4,17782.7941003892,4.25,0.1,1,0.1,200,1000,1,0,10,140.127,13.9127,1,1000,TRUE
4.5,17782.7941003892,4.25,0.1,1,0.1,200,1000,1,0,10,139.076,13.8076,1,1000,TRUE
4.6,17782.7941003892,4.25,0.1,1,0.1,200,1000,1,0,10,137.695,13.6695,1,1000,TRUE
4.7,17782.7941003892,4.25,0.1,1,0.1,200,1000,1,0,10,136.606,13.5606,1,1000,TRUE
4.8,17782.7941003892,4.25,0.1,1,0.1,200,1000,1,0,10,134.957,13.3957,1,1000,TRUE
4.9,17782.7941003892,4.25,0.1,1,0.1,200,1000,1,0,10,134.417,13.3417,1,1000,TRUE
5,17782.7941003892,4.25,0.1,1,0.1,200,1000,1,0,10,133.989,13.2989,1,1000,TRUE
1.1,31622.7766016838,4.5,0.1,1,0.1,200,1000,1,0,10,89.638783269962,8.8638783269962,0.263,263,TRUE
1.2,31622.7766016838,4.5,0.1,1,0.1,200,1000,1,0,10,67.219298245614,6.6219298245614,0.114,114,TRUE
1.3,31622.7766016838,4.5,0.1,1,0.1,200,1000,1,0,10,54.6507936507937,5.36507936507937,0.063,63,TRUE
1.4,31622.7766016838,4.5,0.1,1,0.1,200,1000,1,0,10,42.4857142857143,4.14857142857143,0.035,35,TRUE
1.5,31622.7766016838,4.5,0.1,1,0.1,200,1000,1,0,10,36.9473684210526,3.59473684210526,0.019,19,TRUE
1.6,31622.7766016838,4.5,0.1,1,0.1,200,1000,1,0,10,26.4615384615385,2.54615384615385,0.013,13,TRUE
1.7,31622.7766016838,4.5,0.1,1,0.1,200,1000,1,0,10,35.8,3.48,0.01,10,TRUE
1.8,31622.7766016838,4.5,0.1,1,0.1,200,1000,1,0,10,138.8,13.78,0.005,5,TRUE
1.9,31622.7766016838,4.5,0.1,1,0.1,200,1000,1,0,10,277.777777777778,27.6777777777778,0.018,18,TRUE
2,31622.7766016838,4.5,0.1,1,0.1,200,1000,1,0,10,289.922077922078,28.8922077922078,0.077,77,TRUE
2.1,31622.7766016838,4.5,0.1,1,0.1,200,1000,1,0,10,278.437185929648,27.7437185929648,0.199,199,TRUE
2.2,31622.7766016838,4.5,0.1,1,0.1,200,1000,1,0,10,268.131016042781,26.7131016042781,0.374,374,TRUE
2.3,31622.7766016838,4.5,0.1,1,0.1,200,1000,1,0,10,259.246323529412,25.8246323529412,0.544,544,TRUE
2.4,31622.7766016838,4.5,0.1,1,0.1,200,1000,1,0,10,246.258019525802,24.5258019525802,0.717,717,TRUE
2.5,31622.7766016838,4.5,0.1,1,0.1,200,1000,1,0,10,236.117216117216,23.5117216117216,0.819,819,TRUE
2.6,31622.7766016838,4.5,0.1,1,0.1,200,1000,1,0,10,225.492358078603,22.4492358078603,0.916,916,TRUE
2.7,31622.7766016838,4.5,0.1,1,0.1,200,1000,1,0,10,215.390139335477,21.4390139335477,0.933,933,TRUE
2.8,31622.7766016838,4.5,0.1,1,0.1,200,1000,1,0,10,206.728305785124,20.5728305785124,0.968,968,TRUE
2.9,31622.7766016838,4.5,0.1,1,0.1,200,1000,1,0,10,199.569105691057,19.8569105691057,0.984,984,TRUE
3,31622.7766016838,4.5,0.1,1,0.1,200,1000,1,0,10,192.705465587045,19.1705465587045,0.988,988,TRUE
3.1,31622.7766016838,4.5,0.1,1,0.1,200,1000,1,0,10,186.138554216867,18.5138554216867,0.996,996,TRUE
3.2,31622.7766016838,4.5,0.1,1,0.1,200,1000,1,0,10,182.618236472946,18.1618236472946,0.998,998,TRUE
3.3,31622.7766016838,4.5,0.1,1,0.1,200,1000,1,0,10,177.913,17.6913,1,1000,TRUE
3.4,31622.7766016838,4.5,0.1,1,0.1,200,1000,1,0,10,173.078078078078,17.2078078078078,0.999,999,TRUE
3.5,31622.7766016838,4.5,0.1,1,0.1,200,1000,1,0,10,169.947,16.8947,1,1000,TRUE
3.6,31622.7766016838,4.5,0.1,1,0.1,200,1000,1,0,10,166.291,16.5291,1,1000,TRUE
3.7,31622.7766016838,4.5,0.1,1,0.1,200,1000,1,0,10,163.285,16.2285,1,1000,TRUE
3.8,31622.7766016838,4.5,0.1,1,0.1,200,1000,1,0,10,160.49,15.949,1,1000,TRUE
3.9,31622.7766016838,4.5,0.1,1,0.1,200,1000,1,0,10,157.562,15.6562,1,1000,TRUE
4,31622.7766016838,4.5,0.1,1,0.1,200,1000,1,0,10,156.96,15.596,1,1000,TRUE
4.1,31622.7766016838,4.5,0.1,1,0.1,200,1000,1,0,10,153.208,15.2208,1,1000,TRUE
4.2,31622.7766016838,4.5,0.1,1,0.1,200,1000,1,0,10,151.18,15.018,1,1000,TRUE
4.3,31622.7766016838,4.5,0.1,1,0.1,200,1000,1,0,10,150.244,14.9244,1,1000,TRUE
4.4,31622.7766016838,4.5,0.1,1,0.1,200,1000,1,0,10,148.424,14.7424,1,1000,TRUE
4.5,31622.7766016838,4.5,0.1,1,0.1,200,1000,1,0,10,147.187,14.6187,1,1000,TRUE
4.6,31622.7766016838,4.5,0.1,1,0.1,200,1000,1,0,10,145.635,14.4635,1,1000,TRUE
4.7,31622.7766016838,4.5,0.1,1,0.1,200,1000,1,0,10,144.744,14.3744,1,1000,TRUE
4.8,31622.7766016838,4.5,0.1,1,0.1,200,1000,1,0,10,144.317,14.3317,1,1000,TRUE
4.9,31622.7766016838,4.5,0.1,1,0.1,200,1000,1,0,10,142.761,14.1761,1,1000,TRUE
5,31622.7766016838,4.5,0.1,1,0.1,200,1000,1,0,10,141.54,14.054,1,1000,TRUE
1.1,56234.1325190349,4.75,0.1,1,0.1,200,1000,1,0,10,81.2909836065574,8.02909836065574,0.244,244,TRUE
1.2,56234.1325190349,4.75,0.1,1,0.1,200,1000,1,0,10,57.6601941747573,5.66601941747573,0.103,103,TRUE
1.3,56234.1325190349,4.75,0.1,1,0.1,200,1000,1,0,10,46.0153846153846,4.50153846153846,0.065,65,TRUE
1.4,56234.1325190349,4.75,0.1,1,0.1,200,1000,1,0,10,38.4722222222222,3.74722222222222,0.036,36,TRUE
1.5,56234.1325190349,4.75,0.1,1,0.1,200,1000,1,0,10,29.2592592592593,2.82592592592593,0.027,27,TRUE
1.6,56234.1325190349,4.75,0.1,1,0.1,200,1000,1,0,10,29.7272727272727,2.87272727272727,0.022,22,TRUE
1.7,56234.1325190349,4.75,0.1,1,0.1,200,1000,1,0,10,27.6666666666667,2.66666666666667,0.003,3,TRUE
1.8,56234.1325190349,4.75,0.1,1,0.1,200,1000,1,0,10,18.5,1.75,0.01,10,TRUE
1.9,56234.1325190349,4.75,0.1,1,0.1,200,1000,1,0,10,65,6.4,0.005,5,TRUE
2,56234.1325190349,4.75,0.1,1,0.1,200,1000,1,0,10,232.764705882353,23.1764705882353,0.017,17,TRUE
2.1,56234.1325190349,4.75,0.1,1,0.1,200,1000,1,0,10,300.758620689655,29.9758620689655,0.058,58,TRUE
2.2,56234.1325190349,4.75,0.1,1,0.1,200,1000,1,0,10,287.59375,28.659375,0.192,192,TRUE
2.3,56234.1325190349,4.75,0.1,1,0.1,200,1000,1,0,10,275.686217008798,27.4686217008798,0.341,341,TRUE
2.4,56234.1325190349,4.75,0.1,1,0.1,200,1000,1,0,10,264.814487632509,26.3814487632509,0.566,566,TRUE
2.5,56234.1325190349,4.75,0.1,1,0.1,200,1000,1,0,10,252.669503546099,25.1669503546099,0.705,705,TRUE
2.6,56234.1325190349,4.75,0.1,1,0.1,200,1000,1,0,10,242.780871670702,24.1780871670702,0.826,826,TRUE
2.7,56234.1325190349,4.75,0.1,1,0.1,200,1000,1,0,10,231.199335548173,23.0199335548173,0.903,903,TRUE
2.8,56234.1325190349,4.75,0.1,1,0.1,200,1000,1,0,10,224.726595744681,22.3726595744681,0.94,940,TRUE
2.9,56234.1325190349,4.75,0.1,1,0.1,200,1000,1,0,10,213.518134715026,21.2518134715026,0.965,965,TRUE
3,56234.1325190349,4.75,0.1,1,0.1,200,1000,1,0,10,207.434384537131,20.6434384537131,0.983,983,TRUE
3.1,56234.1325190349,4.75,0.1,1,0.1,200,1000,1,0,10,200.368421052632,19.9368421052632,0.988,988,TRUE
3.2,56234.1325190349,4.75,0.1,1,0.1,200,1000,1,0,10,195.058174523571,19.4058174523571,0.997,997,TRUE
3.3,56234.1325190349,4.75,0.1,1,0.1,200,1000,1,0,10,189.225677031093,18.8225677031093,0.997,997,TRUE
3.4,56234.1325190349,4.75,0.1,1,0.1,200,1000,1,0,10,183.625,18.2625,1,1000,TRUE
3.5,56234.1325190349,4.75,0.1,1,0.1,200,1000,1,0,10,180.053,17.9053,1,1000,TRUE
3.6,56234.1325190349,4.75,0.1,1,0.1,200,1000,1,0,10,177.800800800801,17.6800800800801,0.999,999,TRUE
3.7,56234.1325190349,4.75,0.1,1,0.1,200,1000,1,0,10,173.51,17.251,1,1000,TRUE
3.8,56234.1325190349,4.75,0.1,1,0.1,200,1000,1,0,10,170.87,16.987,1,1000,TRUE
3.9,56234.1325190349,4.75,0.1,1,0.1,200,1000,1,0,10,168.108,16.7108,1,1000,TRUE
4,56234.1325190349,4.75,0.1,1,0.1,200,1000,1,0,10,165.865,16.4865,1,1000,TRUE
4.1,56234.1325190349,4.75,0.1,1,0.1,200,1000,1,0,10,161.69,16.069,1,1000,TRUE
4.2,56234.1325190349,4.75,0.1,1,0.1,200,1000,1,0,10,162.194,16.1194,1,1000,TRUE
4.3,56234.1325190349,4.75,0.1,1,0.1,200,1000,1,0,10,158.847,15.7847,1,1000,TRUE
4.4,56234.1325190349,4.75,0.1,1,0.1,200,1000,1,0,10,157.409,15.6409,1,1000,TRUE
4.5,56234.1325190349,4.75,0.1,1,0.1,200,1000,1,0,10,156.434,15.5434,1,1000,TRUE
4.6,56234.1325190349,4.75,0.1,1,0.1,200,1000,1,0,10,154.403,15.3403,1,1000,TRUE
4.7,56234.1325190349,4.75,0.1,1,0.1,200,1000,1,0,10,153.969,15.2969,1,1000,TRUE
4.8,56234.1325190349,4.75,0.1,1,0.1,200,1000,1,0,10,151.596,15.0596,1,1000,TRUE
4.9,56234.1325190349,4.75,0.1,1,0.1,200,1000,1,0,10,149.909,14.8909,1,1000,TRUE
5,56234.1325190349,4.75,0.1,1,0.1,200,1000,1,0,10,148.406,14.7406,1,1000,TRUE
1.1,1e+05,5,0.1,1,0.1,200,1000,1,0,10,87.6770428015564,8.66770428015564,0.257,257,TRUE
1.2,1e+05,5,0.1,1,0.1,200,1000,1,0,10,61.9909090909091,6.09909090909091,0.11,110,TRUE
1.3,1e+05,5,0.1,1,0.1,200,1000,1,0,10,49.8208955223881,4.88208955223881,0.067,67,TRUE
1.4,1e+05,5,0.1,1,0.1,200,1000,1,0,10,40.5483870967742,3.95483870967742,0.031,31,TRUE
1.5,1e+05,5,0.1,1,0.1,200,1000,1,0,10,27.9333333333333,2.69333333333333,0.015,15,TRUE
1.6,1e+05,5,0.1,1,0.1,200,1000,1,0,10,31.4666666666667,3.04666666666667,0.015,15,TRUE
1.7,1e+05,5,0.1,1,0.1,200,1000,1,0,10,32.2,3.12,0.01,10,TRUE
1.8,1e+05,5,0.1,1,0.1,200,1000,1,0,10,15.2,1.42,0.01,10,TRUE
1.9,1e+05,5,0.1,1,0.1,200,1000,1,0,10,15.6,1.46,0.005,5,TRUE
2,1e+05,5,0.1,1,0.1,200,1000,1,0,10,9,0.8,0.005,5,TRUE
2.1,1e+05,5,0.1,1,0.1,200,1000,1,0,10,172.833333333333,17.1833333333333,0.006,6,TRUE
2.2,1e+05,5,0.1,1,0.1,200,1000,1,0,10,293.675,29.2675,0.04,40,TRUE
2.3,1e+05,5,0.1,1,0.1,200,1000,1,0,10,293.645714285714,29.2645714285714,0.175,175,TRUE
2.4,1e+05,5,0.1,1,0.1,200,1000,1,0,10,279.493506493507,27.8493506493507,0.308,308,TRUE
2.5,1e+05,5,0.1,1,0.1,200,1000,1,0,10,271.771371769384,27.0771371769384,0.503,503,TRUE
2.6,1e+05,5,0.1,1,0.1,200,1000,1,0,10,261.024045261669,26.0024045261669,0.707,707,TRUE
2.7,1e+05,5,0.1,1,0.1,200,1000,1,0,10,249.196319018405,24.8196319018405,0.815,815,TRUE
2.8,1e+05,5,0.1,1,0.1,200,1000,1,0,10,239.896816684962,23.8896816684962,0.911,911,TRUE
2.9,1e+05,5,0.1,1,0.1,200,1000,1,0,10,229.388481675393,22.8388481675393,0.955,955,TRUE
3,1e+05,5,0.1,1,0.1,200,1000,1,0,10,221.735926305015,22.0735926305015,0.977,977,TRUE
3.1,1e+05,5,0.1,1,0.1,200,1000,1,0,10,213.008113590264,21.2008113590264,0.986,986,TRUE
3.2,1e+05,5,0.1,1,0.1,200,1000,1,0,10,207.063316582915,20.6063316582915,0.995,995,TRUE
3.3,1e+05,5,0.1,1,0.1,200,1000,1,0,10,202.200201207243,20.1200201207243,0.994,994,TRUE
3.4,1e+05,5,0.1,1,0.1,200,1000,1,0,10,196.400801603206,19.5400801603206,0.998,998,TRUE
3.5,1e+05,5,0.1,1,0.1,200,1000,1,0,10,192.346385542169,19.1346385542169,0.996,996,TRUE
3.6,1e+05,5,0.1,1,0.1,200,1000,1,0,10,187.493,18.6493,1,1000,TRUE
3.7,1e+05,5,0.1,1,0.1,200,1000,1,0,10,183.553,18.2553,1,1000,TRUE
3.8,1e+05,5,0.1,1,0.1,200,1000,1,0,10,180.895,17.9895,1,1000,TRUE
3.9,1e+05,5,0.1,1,0.1,200,1000,1,0,10,178.29,17.729,1,1000,TRUE
4,1e+05,5,0.1,1,0.1,200,1000,1,0,10,174.975,17.3975,1,1000,TRUE
4.1,1e+05,5,0.1,1,0.1,200,1000,1,0,10,171.747,17.0747,1,1000,TRUE
4.2,1e+05,5,0.1,1,0.1,200,1000,1,0,10,169.889,16.8889,1,1000,TRUE
4.3,1e+05,5,0.1,1,0.1,200,1000,1,0,10,168.216,16.7216,1,1000,TRUE
4.4,1e+05,5,0.1,1,0.1,200,1000,1,0,10,166.584,16.5584,1,1000,TRUE
4.5,1e+05,5,0.1,1,0.1,200,1000,1,0,10,164.276,16.3276,1,1000,TRUE
4.6,1e+05,5,0.1,1,0.1,200,1000,1,0,10,162.409,16.1409,1,1000,TRUE
4.7,1e+05,5,0.1,1,0.1,200,1000,1,0,10,161.647,16.0647,1,1000,TRUE
4.8,1e+05,5,0.1,1,0.1,200,1000,1,0,10,160.49,15.949,1,1000,TRUE
4.9,1e+05,5,0.1,1,0.1,200,1000,1,0,10,158.208,15.7208,1,1000,TRUE
5,1e+05,5,0.1,1,0.1,200,1000,1,0,10,156.879,15.5879,1,1000,TRUE
1.1,177827.941003892,5.25,0.1,1,0.1,200,1000,1,0,10,78.6309012875536,7.76309012875536,0.233,233,TRUE
1.2,177827.941003892,5.25,0.1,1,0.1,200,1000,1,0,10,54.3636363636364,5.33636363636364,0.099,99,TRUE
1.3,177827.941003892,5.25,0.1,1,0.1,200,1000,1,0,10,48.5,4.75,0.058,58,TRUE
1.4,177827.941003892,5.25,0.1,1,0.1,200,1000,1,0,10,36.2926829268293,3.52926829268293,0.041,41,TRUE
1.5,177827.941003892,5.25,0.1,1,0.1,200,1000,1,0,10,28.7142857142857,2.77142857142857,0.028,28,TRUE
1.6,177827.941003892,5.25,0.1,1,0.1,200,1000,1,0,10,27.5,2.65,0.012,12,TRUE
1.7,177827.941003892,5.25,0.1,1,0.1,200,1000,1,0,10,28.1,2.71,0.01,10,TRUE
1.8,177827.941003892,5.25,0.1,1,0.1,200,1000,1,0,10,27.8,2.68,0.005,5,TRUE
1.9,177827.941003892,5.25,0.1,1,0.1,200,1000,1,0,10,19.8571428571429,1.88571428571429,0.007,7,TRUE
2,177827.941003892,5.25,0.1,1,0.1,200,1000,1,0,10,17.25,1.625,0.004,4,TRUE
2.1,177827.941003892,5.25,0.1,1,0.1,200,1000,1,0,10,169.5,16.85,0.002,2,TRUE
2.2,177827.941003892,5.25,0.1,1,0.1,200,1000,1,0,10,185,18.4,0.002,2,TRUE
2.3,177827.941003892,5.25,0.1,1,0.1,200,1000,1,0,10,313.666666666667,31.2666666666667,0.045,45,TRUE
2.4,177827.941003892,5.25,0.1,1,0.1,200,1000,1,0,10,298.281879194631,29.7281879194631,0.149,149,TRUE
2.5,177827.941003892,5.25,0.1,1,0.1,200,1000,1,0,10,288.507418397626,28.7507418397626,0.337,337,TRUE
2.6,177827.941003892,5.25,0.1,1,0.1,200,1000,1,0,10,279.635687732342,27.8635687732342,0.538,538,TRUE
2.7,177827.941003892,5.25,0.1,1,0.1,200,1000,1,0,10,266.311888111888,26.5311888111888,0.715,715,TRUE
2.8,177827.941003892,5.25,0.1,1,0.1,200,1000,1,0,10,254.223140495868,25.3223140495868,0.847,847,TRUE
2.9,177827.941003892,5.25,0.1,1,0.1,200,1000,1,0,10,245.246119733925,24.4246119733925,0.902,902,TRUE
3,177827.941003892,5.25,0.1,1,0.1,200,1000,1,0,10,236.208955223881,23.5208955223881,0.938,938,TRUE
3.1,177827.941003892,5.25,0.1,1,0.1,200,1000,1,0,10,227.243602865916,22.6243602865916,0.977,977,TRUE
3.2,177827.941003892,5.25,0.1,1,0.1,200,1000,1,0,10,220.689340101523,21.9689340101523,0.985,985,TRUE
3.3,177827.941003892,5.25,0.1,1,0.1,200,1000,1,0,10,214.733333333333,21.3733333333333,0.99,990,TRUE
3.4,177827.941003892,5.25,0.1,1,0.1,200,1000,1,0,10,208.084168336673,20.7084168336673,0.998,998,TRUE
3.5,177827.941003892,5.25,0.1,1,0.1,200,1000,1,0,10,202.530530530531,20.1530530530531,0.999,999,TRUE
3.6,177827.941003892,5.25,0.1,1,0.1,200,1000,1,0,10,199.001001001001,19.8001001001001,0.999,999,TRUE
3.7,177827.941003892,5.25,0.1,1,0.1,200,1000,1,0,10,193.358,19.2358,1,1000,TRUE
3.8,177827.941003892,5.25,0.1,1,0.1,200,1000,1,0,10,189.643,18.8643,1,1000,TRUE
3.9,177827.941003892,5.25,0.1,1,0.1,200,1000,1,0,10,186.588,18.5588,1,1000,TRUE
4,177827.941003892,5.25,0.1,1,0.1,200,1000,1,0,10,183.905,18.2905,1,1000,TRUE
4.1,177827.941003892,5.25,0.1,1,0.1,200,1000,1,0,10,181.229,18.0229,1,1000,TRUE
4.2,177827.941003892,5.25,0.1,1,0.1,200,1000,1,0,10,179.504,17.8504,1,1000,TRUE
4.3,177827.941003892,5.25,0.1,1,0.1,200,1000,1,0,10,176.652,17.5652,1,1000,TRUE
4.4,177827.941003892,5.25,0.1,1,0.1,200,1000,1,0,10,175,17.4,1,1000,TRUE
4.5,177827.941003892,5.25,0.1,1,0.1,200,1000,1,0,10,172.595,17.1595,1,1000,TRUE
4.6,177827.941003892,5.25,0.1,1,0.1,200,1000,1,0,10,171.001,17.0001,1,1000,TRUE
4.7,177827.941003892,5.25,0.1,1,0.1,200,1000,1,0,10,168.502,16.7502,1,1000,TRUE
4.8,177827.941003892,5.25,0.1,1,0.1,200,1000,1,0,10,167.36,16.636,1,1000,TRUE
