"step","occupied_patches","global_I","local_extinctions","recolonizations"
326,154,42718,0,1
326.1,154,42738,0,0
326.2,153,42756,1,0
326.3,153,42782,0,0
326.4,153,42739,0,0
326.5,153,42475,0,0
326.6,153,42489,0,0
326.7,153,42530,0,0
326.8,153,42503,0,0
326.9,153,42502,0,0
327,153,42530,0,0
327.1,153,42670,0,0
327.2,152,42596,1,0
327.3,153,42564,0,1
327.4,152,42675,1,0
327.5,152,42791,0,0
327.6,152,42844,0,0
327.7,152,42845,0,0
327.8,152,42978,0,0
327.9,152,42998,0,0
328,152,43050,0,0
328.1,152,43087,0,0
328.2,152,43325,0,0
328.3,152,43495,0,0
328.4,153,43685,0,1
328.5,153,43964,0,0
328.6,153,44168,0,0
328.7,153,44270,0,0
328.8,153,44539,0,0
328.9,153,44866,0,0
329,153,45050,0,0
329.1,153,45392,0,0
329.2,152,45737,1,0
329.3,152,46010,0,0
329.4,152,46265,0,0
329.5,152,46592,0,0
329.6,151,46859,1,0
329.7,151,47081,0,0
329.8,151,47203,0,0
329.9,151,47285,0,0
330,151,47468,0,0
330.1,151,47705,0,0
330.2,151,47735,0,0
330.3,151,47935,0,0
330.4,151,47909,0,0
330.5,151,47842,0,0
330.6,151,47677,0,0
330.7,151,47538,0,0
330.8,151,47517,0,0
330.9,151,47705,0,0
331,151,47437,0,0
331.1,151,47030,0,0
331.2,151,46828,0,0
331.3,151,46599,0,0
331.4,151,46315,0,0
331.5,151,46046,0,0
331.6,151,45859,0,0
331.7,151,45630,0,0
331.8,151,45467,0,0
331.9,151,45418,0,0
332,151,45201,0,0
332.1,151,44970,0,0
332.2,151,44781,0,0
332.3,151,44585,0,0
332.4,151,44459,0,0
332.5,151,44533,0,0
332.6,151,44485,0,0
332.7,151,44522,0,0
332.8,151,44434,0,0
332.9,151,44349,0,0
333,151,44276,0,0
333.1,151,44083,0,0
333.2,151,44220,0,0
333.3,151,44216,0,0
333.4,151,44202,0,0
333.5,151,44403,0,0
333.6,151,44435,0,0
333.7,152,44453,0,1
333.8,151,44462,1,0
333.9,151,44350,0,0
334,151,44308,0,0
334.1,151,44278,0,0
334.2,151,44324,0,0
334.3,152,44311,0,1
334.4,152,44303,0,0
334.5,152,44221,0,0
334.6,152,44175,0,0
334.7,151,44070,1,0
334.8,151,44055,0,0
334.9,151,43773,0,0
335,151,43712,0,0
335.1,151,43575,0,0
335.2,152,43369,0,1
335.3,152,43257,0,0
335.4,152,43139,0,0
335.5,152,43173,0,0
335.6,151,42907,1,0
335.7,151,42607,0,0
335.8,151,42440,0,0
335.9,151,42291,0,0
336,151,42188,0,0
336.1,151,42057,0,0
336.2,151,42194,0,0
336.3,151,42064,0,0
336.4,151,42000,0,0
336.5,151,41916,0,0
336.6,151,41880,0,0
336.7,151,41819,0,0
336.8,151,41873,0,0
336.9,151,42030,0,0
337,151,42063,0,0
337.1,151,41963,0,0
337.2,151,41983,0,0
337.3,151,42002,0,0
337.4,151,42146,0,0
337.5,150,42098,1,0
337.6,150,41992,0,0
337.7,150,41902,0,0
337.8,150,41857,0,0
337.9,150,41712,0,0
338,150,41795,0,0
338.1,150,41770,0,0
338.2,150,41881,0,0
338.3,151,41923,0,1
338.4,151,41987,0,0
338.5,151,42017,0,0
338.6,151,42197,0,0
338.7,151,42258,0,0
338.8,151,42183,0,0
338.9,152,42169,0,1
339,152,42211,0,0
339.1,152,42139,0,0
339.2,152,42187,0,0
339.3,152,42317,0,0
339.4,152,42375,0,0
339.5,152,42664,0,0
339.6,152,42638,0,0
339.7,152,42774,0,0
339.8,153,42884,0,1
339.9,153,43151,0,0
340,152,43442,1,0
340.1,152,43644,0,0
340.2,152,43702,0,0
340.3,152,43650,0,0
340.4,152,43950,0,0
340.5,152,43883,0,0
340.6,152,44111,0,0
340.7,152,44300,0,0
340.8,152,44407,0,0
340.9,152,44325,0,0
341,152,44431,0,0
341.1,152,44399,0,0
341.2,152,44486,0,0
341.3,153,44587,0,1
341.4,151,44737,2,0
341.5,151,44761,0,0
341.6,151,44621,0,0
341.7,151,44692,0,0
341.8,151,44698,0,0
341.9,151,44661,0,0
342,151,44663,0,0
342.1,151,44819,0,0
342.2,151,44652,0,0
342.3,151,44656,0,0
342.4,151,44745,0,0
342.5,151,44849,0,0
342.6,151,44884,0,0
342.7,151,45083,0,0
342.8,151,45178,0,0
342.9,151,45396,0,0
343,151,45506,0,0
343.1,151,45786,0,0
343.2,151,46047,0,0
343.3,151,46322,0,0
343.4,151,46482,0,0
343.5,151,46769,0,0
343.6,151,47137,0,0
343.7,152,47249,0,1
343.8,152,47507,0,0
343.9,152,47528,0,0
344,152,47472,0,0
344.1,152,47532,0,0
344.2,152,47403,0,0
344.3,152,47318,0,0
344.4,152,47320,0,0
344.5,152,47306,0,0
344.6,152,47349,0,0
344.7,152,47149,0,0
344.8,152,47054,0,0
344.9,152,46947,0,0
345,152,46730,0,0
345.1,152,46616,0,0
345.2,152,46457,0,0
345.3,152,46295,0,0
345.4,152,46097,0,0
345.5,152,45781,0,0
345.6,153,45413,0,1
345.7,153,45209,0,0
345.8,153,45037,0,0
345.9,153,44834,0,0
346,153,44521,0,0
346.1,153,44137,0,0
346.2,152,43899,1,0
346.3,152,43739,0,0
346.4,152,43534,0,0
346.5,152,43488,0,0
346.6,152,43279,0,0
346.7,152,43176,0,0
346.8,152,43086,0,0
346.9,152,42957,0,0
347,153,42973,0,1
347.1,153,42847,0,0
347.2,153,42874,0,0
347.3,153,42958,0,0
347.4,153,43001,0,0
347.5,153,42936,0,0
347.6,153,42991,0,0
347.7,153,43044,0,0
347.8,153,43228,0,0
347.9,155,43329,0,2
348,155,43661,0,0
348.1,155,43710,0,0
348.2,156,43812,0,1
348.3,157,44019,0,1
348.4,156,44348,1,0
348.5,156,44564,0,0
348.6,156,44773,0,0
348.7,156,45015,0,0
348.8,156,45282,0,0
348.9,156,45468,0,0
349,157,45665,0,1
349.1,157,45912,0,0
349.2,157,46139,0,0
349.3,157,46420,0,0
349.4,157,46739,0,0
349.5,157,46995,0,0
349.6,158,47264,0,1
349.7,158,47567,1,1
349.8,158,47893,0,0
349.9,159,48145,0,1
350,159,48317,0,0
350.1,159,48489,0,0
350.2,159,48724,0,0
350.3,160,48579,0,1
350.4,160,48571,0,0
350.5,158,48484,2,0
350.6,158,48381,0,0
350.7,158,48393,0,0
350.8,159,48350,0,1
350.9,159,48331,0,0
351,159,48277,0,0
351.1,159,48154,0,0
351.2,159,47899,0,0
351.3,159,47837,0,0
351.4,159,47810,0,0
351.5,159,47809,0,0
351.6,159,47614,0,0
351.7,159,47618,0,0
351.8,158,47735,1,0
351.9,160,47741,0,2
352,160,47979,0,0
352.1,160,48095,0,0
352.2,161,48265,1,2
352.3,160,48523,1,0
352.4,160,48830,0,0
352.5,160,49014,0,0
352.6,160,49487,0,0
352.7,161,49923,0,1
352.8,162,50266,0,1
352.9,162,50682,0,0
353,162,51262,0,0
353.1,162,51649,0,0
353.2,160,52193,2,0
353.3,160,52602,0,0
353.4,160,52979,0,0
353.5,160,53348,0,0
353.6,160,53882,0,0
353.7,160,54116,0,0
353.8,159,54447,1,0
353.9,159,54770,0,0
354,159,54893,0,0
354.1,159,55249,0,0
354.2,159,55334,0,0
354.3,159,55515,0,0
354.4,160,55778,0,1
354.5,161,55752,0,1
354.6,161,55658,0,0
354.7,161,55526,0,0
354.8,161,55495,0,0
354.9,162,55434,0,1
355,162,55343,0,0
355.1,162,55224,0,0
355.2,162,54999,0,0
355.3,163,54705,0,1
355.4,163,54520,0,0
355.5,162,54342,1,0
355.6,162,54009,0,0
355.7,162,53486,0,0
355.8,162,53145,0,0
355.9,162,52831,0,0
356,161,52527,1,0
356.1,162,52421,0,1
356.2,162,52157,0,0
356.3,162,51945,0,0
356.4,162,51786,0,0
356.5,161,51571,1,0
356.6,161,51370,0,0
356.7,161,51183,0,0
356.8,161,51080,0,0
356.9,161,51120,0,0
357,161,51021,1,1
357.1,161,51023,0,0
357.2,161,50924,0,0
357.3,161,51019,0,0
357.4,161,50921,0,0
357.5,161,50997,0,0
357.6,161,50816,0,0
357.7,160,50788,1,0
357.8,160,50504,0,0
357.9,160,50258,0,0
358,160,50176,0,0
358.1,160,50041,0,0
358.2,160,49880,0,0
358.3,160,49914,0,0
358.4,160,49788,0,0
358.5,160,49759,0,0
358.6,160,49831,0,0
358.7,160,50058,0,0
358.8,160,50128,0,0
358.9,160,50583,0,0
359,160,50906,0,0
359.1,160,51140,0,0
359.2,160,51404,0,0
359.3,160,51689,0,0
359.4,160,51924,0,0
359.5,160,52207,0,0
359.6,160,52561,0,0
359.7,160,52834,0,0
359.8,160,53173,0,0
359.9,160,53268,0,0
360,161,53296,0,1
360.1,161,53452,0,0
360.2,161,53489,0,0
360.3,161,53396,0,0
360.4,161,53400,0,0
360.5,161,53126,0,0
360.6,161,53001,0,0
360.7,161,52664,0,0
360.8,161,52225,0,0
360.9,161,51989,0,0
361,161,51323,0,0
361.1,161,50984,0,0
361.2,160,50543,1,0
361.3,160,49929,0,0
361.4,161,49484,0,1
361.5,161,49053,0,0
361.6,161,48828,0,0
361.7,161,48359,0,0
361.8,161,48018,0,0
361.9,161,47692,0,0
362,161,47541,0,0
362.1,161,47157,0,0
362.2,161,46970,0,0
362.3,161,46718,0,0
362.4,161,46505,0,0
362.5,161,46238,0,0
362.6,161,45844,0,0
362.7,161,45648,0,0
362.8,161,45564,0,0
362.9,163,45437,0,2
363,163,45344,0,0
363.1,163,45113,0,0
363.2,163,44981,0,0
363.3,163,44941,0,0
363.4,163,44791,0,0
363.5,163,44795,0,0
363.6,163,44732,0,0
363.7,163,44948,0,0
363.8,163,45104,0,0
363.9,163,45157,0,0
364,163,45290,0,0
364.1,163,45431,0,0
364.2,163,45569,0,0
364.3,163,45795,0,0
364.4,163,45925,0,0
364.5,163,46140,0,0
364.6,163,46348,0,0
364.7,163,46509,0,0
364.8,163,46750,0,0
364.9,162,46914,1,0
365,162,47255,0,0
365.1,161,47569,1,0
365.2,161,47743,0,0
365.3,161,47874,0,0
365.4,160,48004,1,0
365.5,161,48058,0,1
365.6,160,48055,1,0
365.7,160,48109,0,0
365.8,160,47885,0,0
365.9,161,48005,0,1
366,161,48001,0,0
366.1,161,48109,0,0
366.2,161,48098,0,0
366.3,161,48350,0,0
366.4,163,48398,0,2
366.5,163,48522,0,0
366.6,163,48682,0,0
366.7,163,48881,0,0
366.8,163,49058,0,0
366.9,163,49283,0,0
367,162,49337,1,0
367.1,162,49715,0,0
367.2,162,49980,0,0
367.3,162,50094,0,0
367.4,162,50276,0,0
367.5,162,50367,0,0
367.6,162,50276,0,0
367.7,162,50180,0,0
367.8,162,50178,0,0
367.9,162,50147,0,0
368,161,50192,1,0
368.1,161,50111,0,0
368.2,161,50047,0,0
368.3,161,49848,0,0
368.4,161,49718,0,0
368.5,161,49761,0,0
368.6,161,49519,0,0
368.7,161,49643,0,0
368.8,161,49401,0,0
368.9,161,49260,0,0
369,162,49143,0,1
369.1,162,48859,0,0
369.2,161,48694,1,0
369.3,161,48422,0,0
369.4,161,48378,0,0
369.5,161,48302,0,0
369.6,161,48137,0,0
369.7,161,47944,0,0
369.8,162,47812,0,1
369.9,162,47769,0,0
370,162,47645,0,0
370.1,162,47689,0,0
370.2,162,47812,0,0
370.3,162,47903,0,0
370.4,163,48091,0,1
370.5,164,48317,0,1
370.6,165,48583,0,1
370.7,165,48849,0,0
370.8,164,49195,1,0
370.9,164,49581,0,0
371,164,49858,0,0
371.1,164,50265,0,0
371.2,164,50330,0,0
371.3,164,50642,0,0
371.4,164,50807,0,0
371.5,163,50879,1,0
371.6,163,51111,0,0
371.7,163,51196,1,1
371.8,163,51129,0,0
371.9,163,51248,0,0
372,163,51219,0,0
372.1,163,51233,0,0
372.2,162,50996,1,0
372.3,162,50652,0,0
372.4,161,50558,1,0
372.5,160,50507,1,0
372.6,160,50441,0,0
372.7,161,50303,0,1
372.8,162,50321,0,1
372.9,162,50235,0,0
373,163,50394,0,1
373.1,162,50428,1,0
373.2,162,50481,0,0
373.3,162,50643,0,0
373.4,162,50718,0,0
373.5,162,50828,0,0
373.6,163,50862,0,1
373.7,163,51112,0,0
373.8,164,51266,0,1
373.9,164,51452,1,1
374,163,51476,1,0
374.1,162,51627,1,0
374.2,162,51800,0,0
374.3,163,51911,0,1
374.4,162,52035,1,0
374.5,162,52065,0,0
374.6,162,51958,0,0
374.7,162,51820,0,0
374.8,162,51430,0,0
374.9,162,51293,0,0
375,162,51185,0,0
375.1,162,50937,0,0
375.2,161,50859,1,0
375.3,160,50631,1,0
375.4,160,50362,0,0
375.5,160,50069,0,0
375.6,160,49958,0,0
375.7,160,49669,0,0
375.8,160,49402,0,0
375.9,160,49087,0,0
376,160,48959,0,0
376.1,160,48893,0,0
376.2,160,48710,0,0
376.3,160,48740,0,0
376.4,160,48720,0,0
376.5,160,48859,0,0
376.6,160,48874,0,0
376.7,160,48947,0,0
376.8,160,49279,0,0
376.9,160,49306,0,0
377,160,49420,0,0
377.1,161,49717,0,1
377.2,161,49988,0,0
377.3,161,50323,0,0
377.4,160,50584,1,0
377.5,160,50746,0,0
377.6,160,50993,0,0
377.7,160,51345,0,0
377.8,160,51612,0,0
377.9,161,51905,0,1
378,161,52345,0,0
378.1,161,52733,0,0
378.2,163,53044,0,2
378.3,163,53095,0,0
378.4,163,53128,0,0
378.5,163,53040,0,0
378.6,162,53107,1,0
378.7,162,52987,0,0
378.8,162,52808,0,0
378.9,162,52540,0,0
379,162,52091,0,0
379.1,162,51852,0,0
379.2,162,51516,0,0
379.3,162,51122,0,0
379.4,162,50728,0,0
379.5,162,50470,0,0
379.6,162,50100,0,0
379.7,162,49656,0,0
379.8,163,49182,0,1
379.9,163,48862,0,0
380,163,48336,0,0
380.1,163,47965,0,0
380.2,163,47684,0,0
380.3,163,47345,0,0
380.4,163,47107,0,0
380.5,164,46889,0,1
380.6,164,46734,0,0
380.7,164,46633,0,0
380.8,164,46625,0,0
380.9,164,46457,0,0
381,164,46588,0,0
381.1,165,46627,0,1
381.2,165,46825,0,0
381.3,165,47037,0,0
381.4,165,47285,0,0
381.5,165,47507,0,0
381.6,166,47802,0,1
381.7,165,48205,1,0
381.8,165,48301,0,0
381.9,165,48491,0,0
382,164,48823,1,0
382.1,164,49133,0,0
382.2,164,49178,0,0
382.3,164,49242,0,0
382.4,164,49291,0,0
382.5,164,49318,0,0
382.6,164,49319,0,0
382.7,164,49177,0,0
382.8,164,49180,0,0
382.9,164,48990,0,0
383,163,48780,1,0
383.1,163,48566,0,0
383.2,163,48325,0,0
383.3,163,48136,0,0
383.4,163,47862,0,0
383.5,163,47847,0,0
383.6,163,47727,0,0
383.7,162,47554,1,0
383.8,162,47605,0,0
383.9,162,47613,0,0
384,162,47720,0,0
384.1,162,47817,0,0
384.2,162,47823,0,0
384.3,162,48123,0,0
384.4,162,48433,0,0
384.5,162,48620,0,0
384.6,162,48845,0,0
384.7,162,49157,0,0
384.8,162,49289,0,0
384.9,162,49454,0,0
385,162,49345,0,0
385.1,162,49459,0,0
385.2,162,49483,0,0
385.3,163,49560,0,1
385.4,163,49578,0,0
385.5,163,49420,0,0
385.6,162,49212,1,0
385.7,162,49148,0,0
385.8,162,49064,0,0
385.9,162,48978,0,0
386,162,48629,0,0
386.1,162,48435,0,0
386.2,162,48272,0,0
386.3,162,47996,0,0
386.4,162,47937,0,0
386.5,162,47710,0,0
386.6,162,47484,0,0
386.7,162,47330,0,0
386.8,162,46953,0,0
386.9,162,46798,0,0
387,162,46567,0,0
387.1,161,46375,1,0
387.2,161,46158,0,0
387.3,161,46091,0,0
387.4,161,46007,0,0
387.5,161,46024,0,0
387.6,161,45896,0,0
387.7,161,45765,0,0
387.8,161,45704,0,0
387.9,161,45566,0,0
388,161,45537,0,0
388.1,161,45441,0,0
388.2,161,45434,0,0
388.3,161,45499,0,0
388.4,161,45585,0,0
388.5,161,45575,0,0
388.6,161,45710,0,0
388.7,161,45945,1,1
388.8,161,46069,0,0
388.9,161,46298,0,0
389,161,46651,0,0
389.1,161,46808,0,0
389.2,161,46860,0,0
389.3,160,46994,1,0
389.4,160,46989,0,0
389.5,160,47042,0,0
389.6,159,47103,1,0
389.7,159,47122,0,0
389.8,159,47168,0,0
389.9,159,47161,0,0
390,159,47220,0,0
390.1,158,47057,1,0
390.2,158,47202,0,0
390.3,158,47185,0,0
390.4,158,46990,0,0
390.5,158,46625,0,0
390.6,158,46434,0,0
390.7,158,46157,0,0
390.8,158,46115,0,0
390.9,158,45938,0,0
391,158,45867,0,0
391.1,158,45595,0,0
391.2,158,45675,0,0
391.3,159,45498,0,1
391.4,159,45377,0,0
391.5,159,45381,0,0
391.6,159,45274,0,0
391.7,159,45239,0,0
391.8,159,45306,0,0
391.9,159,45198,0,0
392,159,45023,0,0
392.1,159,45041,0,0
392.2,159,45027,0,0
392.3,159,44911,0,0
392.4,159,44977,0,0
392.5,159,45031,0,0
392.6,160,45037,0,1
392.7,160,45171,0,0
392.8,160,45333,0,0
392.9,160,45483,0,0
393,160,45599,0,0
393.1,158,45952,2,0
393.2,158,46276,0,0
393.3,158,46398,0,0
393.4,158,46528,0,0
393.5,158,46595,0,0
393.6,158,46834,0,0
393.7,158,46951,0,0
393.8,158,47064,0,0
393.9,158,47313,0,0
394,158,47399,0,0
394.1,158,47366,0,0
394.2,158,47426,0,0
394.3,158,47354,0,0
394.4,158,47468,0,0
394.5,159,47344,0,1
394.6,159,47360,0,0
394.7,159,47171,0,0
394.8,159,47063,0,0
394.9,159,46993,0,0
395,159,46849,0,0
395.1,160,46687,0,1
395.2,160,46600,0,0
395.3,160,46599,0,0
395.4,160,46542,0,0
395.5,160,46315,0,0
395.6,160,46292,0,0
395.7,160,46380,0,0
395.8,160,46344,0,0
395.9,160,46368,0,0
396,160,46406,0,0
396.1,160,46539,0,0
396.2,160,46611,0,0
396.3,160,46760,0,0
396.4,160,46890,0,0
396.5,161,47014,0,1
396.6,161,47180,0,0
396.7,161,47308,0,0
396.8,161,47424,0,0
396.9,161,47575,0,0
397,160,47658,1,0
397.1,160,47858,0,0
397.2,160,48118,0,0
397.3,159,48384,1,0
397.4,160,48539,0,1
397.5,160,48621,0,0
397.6,160,48801,0,0
397.7,159,48857,1,0
397.8,160,48834,0,1
397.9,160,48981,0,0
398,160,48999,0,0
398.1,159,49082,1,0
398.2,159,49474,0,0
398.3,160,49575,0,1
398.4,160,49803,0,0
398.5,160,50011,0,0
398.6,160,50229,0,0
398.7,159,50443,1,0
398.8,159,50432,0,0
398.9,159,50581,0,0
399,159,50751,0,0
399.1,159,50999,0,0
399.2,159,51163,0,0
399.3,159,51354,0,0
399.4,159,51386,0,0
399.5,159,51461,0,0
399.6,159,51348,0,0
399.7,159,51210,0,0
399.8,159,51220,0,0
399.9,159,51084,0,0
400,159,51099,0,0
400.1,159,50861,0,0
400.2,159,50681,0,0
400.3,159,50452,0,0
400.4,159,50209,0,0
400.5,159,49950,0,0
400.6,159,49633,0,0
400.7,159,49358,0,0
400.8,159,49111,0,0
400.9,158,48837,1,0
401,158,48639,0,0
401.1,158,48337,0,0
401.2,158,48014,0,0
401.3,158,47842,0,0
401.4,158,47434,0,0
401.5,158,47284,0,0
401.6,157,47051,1,0
401.7,157,46854,0,0
401.8,157,46738,0,0
401.9,156,46581,1,0
402,156,46397,0,0
402.1,157,46272,0,1
402.2,157,46117,0,0
402.3,157,46044,0,0
402.4,157,45936,0,0
402.5,157,45936,0,0
402.6,157,45931,0,0
402.7,157,45956,0,0
402.8,157,45997,0,0
402.9,157,45731,0,0
403,158,45791,0,1
403.1,158,45721,0,0
403.2,158,45580,0,0
403.3,158,45505,0,0
403.4,158,45457,0,0
403.5,158,45290,0,0
403.6,158,45196,0,0
403.7,158,45013,0,0
403.8,158,45088,0,0
403.9,158,44950,0,0
404,159,44907,0,1
404.1,159,44853,0,0
404.2,159,44795,0,0
404.3,159,44839,0,0
404.4,159,44751,0,0
404.5,159,44650,0,0
404.6,159,44524,0,0
404.7,159,44594,0,0
404.8,159,44528,0,0
404.9,159,44272,0,0
405,159,43930,0,0
405.1,159,43993,0,0
405.2,159,43803,0,0
405.3,159,43816,0,0
405.4,159,43702,0,0
405.5,160,43549,0,1
405.6,160,43542,0,0
405.7,160,43404,0,0
405.8,160,43373,0,0
405.9,160,43354,0,0
406,160,43165,0,0
406.1,160,43181,0,0
406.2,160,43150,0,0
406.3,160,43182,0,0
406.4,160,43172,0,0
406.5,160,43111,0,0
406.6,160,43080,0,0
406.7,160,43083,0,0
406.8,160,43178,0,0
406.9,160,43242,0,0
407,160,43369,0,0
407.1,161,43406,0,1
407.2,162,43452,0,1
407.3,162,43569,0,0
407.4,163,43485,0,1
407.5,163,43719,0,0
407.6,163,43858,0,0
407.7,163,43985,0,0
407.8,163,44167,0,0
407.9,164,44387,0,1
408,164,44585,0,0
408.1,164,44828,0,0
408.2,164,45151,0,0
408.3,164,45390,0,0
408.4,165,45707,0,1
408.5,165,45946,0,0
408.6,165,46209,0,0
408.7,165,46411,0,0
408.8,165,46730,0,0
408.9,165,46984,0,0
409,165,47210,0,0
409.1,165,47704,1,1
409.2,165,48025,0,0
409.3,165,48225,0,0
409.4,165,48486,0,0
409.5,165,48804,0,0
409.6,165,48781,0,0
409.7,166,48672,0,1
409.8,166,48757,0,0
409.9,166,48876,0,0
410,166,48855,0,0
410.1,166,49065,0,0
410.2,166,48950,0,0
410.3,166,48852,0,0
410.4,166,48770,0,0
410.5,165,48799,1,0
410.6,165,48707,0,0
410.7,165,48668,0,0
410.8,164,48647,1,0
410.9,164,48518,0,0
411,164,48595,0,0
411.1,164,48606,0,0
411.2,164,48714,0,0
411.3,164,48975,0,0
411.4,165,49266,0,1
411.5,165,49557,0,0
411.6,165,49940,0,0
411.7,165,50086,0,0
411.8,166,50464,0,1
411.9,166,50876,0,0
412,166,51159,0,0
412.1,166,51406,0,0
412.2,167,51780,0,1
412.3,167,52144,1,1
412.4,168,52441,0,1
412.5,168,52647,0,0
412.6,168,52804,0,0
412.7,168,52742,0,0
412.8,168,52921,0,0
412.9,168,52849,0,0
413,168,52880,0,0
413.1,168,53046,0,0
413.2,168,53085,0,0
413.3,167,53054,1,0
413.4,167,53050,0,0
413.5,167,53232,0,0
413.6,167,53061,0,0
413.7,167,53145,0,0
413.8,167,53326,0,0
413.9,167,53322,0,0
414,167,53381,0,0
414.1,167,53331,0,0
414.2,168,53374,0,1
414.3,168,53141,0,0
414.4,167,52979,1,0
414.5,167,52894,0,0
414.6,167,52683,0,0
414.7,167,52655,0,0
414.8,168,52680,0,1
414.9,168,52827,0,0
415,168,52900,0,0
415.1,167,52883,1,0
415.2,167,52811,0,0
415.3,167,52841,0,0
415.4,167,53053,0,0
415.5,167,53160,0,0
415.6,168,53304,0,1
415.7,168,53512,0,0
415.8,168,53815,0,0
415.9,168,54087,0,0
416,168,54302,0,0
416.1,168,54620,0,0
416.2,168,54821,0,0
416.3,168,55129,0,0
416.4,168,55436,0,0
416.5,168,55854,0,0
416.6,168,56177,0,0
416.7,168,56648,0,0
416.8,167,56881,1,0
416.9,167,57226,0,0
417,167,57538,0,0
417.1,167,57808,0,0
417.2,167,57988,0,0
417.3,167,58376,0,0
417.4,167,58706,0,0
417.5,168,58866,0,1
417.6,168,59047,0,0
417.7,168,59211,0,0
417.8,168,59252,0,0
417.9,168,59308,0,0
418,168,59212,0,0
418.1,168,59232,0,0
418.2,168,59289,0,0
418.3,168,59061,0,0
418.4,168,59000,0,0
418.5,168,58950,0,0
418.6,168,58816,0,0
418.7,169,58467,0,1
418.8,170,57933,0,1
418.9,170,57523,0,0
419,170,57252,1,1
419.1,170,56826,0,0
419.2,170,56478,0,0
419.3,170,56008,0,0
419.4,170,55502,0,0
419.5,170,55228,0,0
419.6,170,54849,0,0
419.7,170,54404,0,0
419.8,169,54060,1,0
419.9,169,53654,0,0
420,169,53278,0,0
420.1,169,52853,0,0
420.2,169,52405,0,0
420.3,168,51989,1,0
420.4,168,51717,0,0
420.5,168,51442,0,0
420.6,168,51123,0,0
420.7,168,50945,0,0
420.8,168,50657,0,0
420.9,168,50425,0,0
421,168,50175,0,0
421.1,168,49942,0,0
421.2,169,50111,0,1
421.3,169,50031,0,0
421.4,169,50033,0,0
421.5,169,49947,0,0
421.6,169,49709,0,0
421.7,168,49621,1,0
421.8,168,49719,0,0
421.9,168,49932,0,0
422,168,50159,0,0
422.1,168,49966,0,0
422.2,168,50007,0,0
422.3,168,50173,0,0
422.4,168,50223,0,0
422.5,168,50330,0,0
422.6,168,50402,0,0
422.7,168,50645,0,0
422.8,168,50777,0,0
422.9,168,50913,0,0
423,168,50895,0,0
423.1,168,51004,0,0
423.2,168,51067,0,0
423.3,168,51160,0,0
423.4,169,51028,0,1
423.5,169,50969,0,0
423.6,169,50584,0,0
423.7,169,50539,0,0
423.8,167,50473,2,0
423.9,167,50253,0,0
424,168,50035,0,1
424.1,168,49865,0,0
424.2,168,49453,0,0
424.3,167,49242,1,0
424.4,167,49011,0,0
424.5,166,48703,1,0
424.6,166,48438,0,0
424.7,166,48223,0,0
424.8,166,47995,0,0
424.9,166,47714,0,0
425,166,47619,0,0
425.1,166,47316,0,0
425.2,166,47108,0,0
425.3,166,46807,0,0
425.4,166,46638,0,0
425.5,165,46479,1,0
425.6,165,46276,0,0
425.7,165,46092,0,0
425.8,165,46101,0,0
425.9,166,46104,0,1
426,166,46100,0,0
426.1,166,45951,0,0
426.2,166,45804,0,0
426.3,166,45691,0,0
426.4,166,45707,0,0
426.5,166,45644,0,0
426.6,166,45615,0,0
426.7,166,45549,0,0
426.8,166,45485,0,0
426.9,166,45311,0,0
427,166,45303,0,0
427.1,166,45298,0,0
427.2,166,45293,0,0
427.3,166,45180,0,0
427.4,166,45369,0,0
427.5,166,45376,0,0
427.6,166,45275,0,0
427.7,166,45343,0,0
427.8,166,45418,0,0
427.9,166,45360,0,0
428,166,45489,0,0
428.1,166,45214,0,0
428.2,166,45136,0,0
428.3,166,45236,0,0
428.4,166,45389,0,0
428.5,168,45443,0,2
428.6,168,45490,0,0
428.7,168,45561,0,0
428.8,166,45557,2,0
428.9,166,45591,0,0
429,166,45561,0,0
429.1,166,45569,0,0
429.2,166,45748,0,0
429.3,166,45837,0,0
429.4,165,45995,1,0
429.5,165,46105,0,0
429.6,165,46170,0,0
429.7,165,46291,0,0
429.8,165,46226,0,0
429.9,165,46475,0,0
430,165,46508,0,0
430.1,166,46632,0,1
430.2,166,46725,0,0
430.3,167,46840,0,1
430.4,167,46960,0,0
430.5,168,47111,0,1
430.6,168,47095,0,0
430.7,168,47114,1,1
430.8,168,47112,0,0
430.9,168,47137,0,0
431,167,46975,1,0
431.1,167,46798,0,0
431.2,168,46779,0,1
431.3,168,46678,0,0
431.4,168,46561,0,0
431.5,168,46397,0,0
431.6,167,46441,1,0
431.7,166,46426,1,0
431.8,166,46275,0,0
431.9,166,45991,0,0
432,166,45949,0,0
432.1,166,45702,0,0
432.2,166,45625,0,0
432.3,166,45665,0,0
432.4,166,45664,0,0
432.5,166,45418,0,0
432.6,166,45294,0,0
432.7,166,45232,0,0
432.8,166,45193,0,0
432.9,166,45201,0,0
433,166,45292,0,0
433.1,166,45371,0,0
433.2,166,45408,0,0
433.3,166,45542,0,0
433.4,165,45671,1,0
433.5,165,45857,1,1
433.6,165,46039,0,0
433.7,165,46344,0,0
433.8,164,46560,1,0
433.9,165,46879,0,1
434,165,47143,0,0
434.1,164,47598,1,0
434.2,163,47988,1,0
434.3,163,48324,0,0
434.4,163,48573,0,0
434.5,164,49083,0,1
434.6,164,49646,0,0
434.7,164,50048,0,0
434.8,164,50485,0,0
434.9,164,50899,0,0
435,164,51361,0,0
