"step","occupied_patches","global_I","local_extinctions","recolonizations"
107.8,141,41388,0,0
107.9,141,40918,0,0
108,141,40387,0,0
108.1,141,40022,0,0
108.2,141,39700,0,0
108.3,142,39420,0,1
108.4,142,38982,0,0
108.5,141,38624,1,0
108.6,141,38285,0,0
108.7,141,38007,0,0
108.8,141,37923,0,0
108.9,141,37722,0,0
109,141,37499,1,1
109.1,141,37423,0,0
109.2,141,37152,0,0
109.3,141,37182,0,0
109.4,142,37063,0,1
109.5,142,37069,0,0
109.6,142,36926,1,1
109.7,142,36897,0,0
109.8,142,36987,0,0
109.9,141,36964,1,0
110,141,36894,0,0
110.1,141,36967,0,0
110.2,141,37044,0,0
110.3,141,37252,0,0
110.4,141,37230,0,0
110.5,141,37155,0,0
110.6,141,37170,0,0
110.7,141,37115,0,0
110.8,141,37089,0,0
110.9,141,37037,0,0
111,141,37081,0,0
111.1,141,36849,0,0
111.2,141,36777,0,0
111.3,141,36678,0,0
111.4,141,36559,0,0
111.5,141,36517,0,0
111.6,142,36631,0,1
111.7,141,36761,1,0
111.8,141,36901,0,0
111.9,142,36899,0,1
112,142,37022,0,0
112.1,142,37364,0,0
112.2,142,37554,0,0
112.3,141,37966,1,0
112.4,141,38266,0,0
112.5,141,38511,0,0
112.6,141,38850,0,0
112.7,141,39231,1,1
112.8,141,39540,0,0
112.9,141,39925,0,0
113,141,40378,0,0
113.1,141,40855,0,0
113.2,141,41316,0,0
113.3,141,41641,0,0
113.4,141,42090,0,0
113.5,141,42447,0,0
113.6,141,42861,0,0
113.7,141,43236,0,0
113.8,141,43370,1,1
113.9,141,43495,0,0
114,141,43609,0,0
114.1,141,43460,0,0
114.2,141,43450,0,0
114.3,141,43702,0,0
114.4,141,43712,0,0
114.5,141,43728,0,0
114.6,141,43774,0,0
114.7,141,43895,0,0
114.8,141,43837,0,0
114.9,141,43715,0,0
115,141,43690,0,0
115.1,141,43565,0,0
115.2,141,43397,0,0
115.3,141,43196,0,0
115.4,141,42975,0,0
115.5,142,42934,0,1
115.6,143,42801,0,1
115.7,143,42585,0,0
115.8,143,42444,0,0
115.9,143,42424,0,0
116,142,42398,1,0
116.1,142,42571,0,0
116.2,143,42693,0,1
116.3,143,42875,0,0
116.4,143,42883,0,0
116.5,143,43298,0,0
116.6,143,43657,0,0
116.7,142,43757,1,0
116.8,142,44120,0,0
116.9,143,44283,0,1
117,143,44601,0,0
117.1,143,44994,0,0
117.2,143,45129,0,0
117.3,143,45399,0,0
117.4,142,45657,1,0
117.5,143,45807,0,1
117.6,143,45943,0,0
117.7,144,46071,0,1
117.8,144,46362,0,0
117.9,144,46515,0,0
118,144,46391,0,0
118.1,144,46426,0,0
118.2,143,46518,1,0
118.3,143,46622,0,0
118.4,143,46651,0,0
118.5,144,46630,0,1
118.6,144,46540,0,0
118.7,144,46404,0,0
118.8,144,46217,0,0
118.9,144,46094,0,0
119,144,45823,0,0
119.1,144,45782,0,0
119.2,144,45582,0,0
119.3,144,45391,0,0
119.4,145,45313,0,1
119.5,146,45180,0,1
119.6,146,44927,0,0
119.7,145,44947,1,0
119.8,144,44755,1,0
119.9,144,44542,0,0
120,144,44430,0,0
120.1,144,44334,0,0
120.2,144,44263,0,0
120.3,144,44249,0,0
120.4,145,44196,0,1
120.5,144,44329,1,0
120.6,144,44352,0,0
120.7,144,44493,0,0
120.8,144,44770,0,0
120.9,146,44897,1,3
121,146,45109,0,0
121.1,146,45194,0,0
121.2,146,45363,0,0
121.3,146,45482,0,0
121.4,146,45670,0,0
121.5,146,45709,0,0
121.6,146,45952,0,0
121.7,146,46330,0,0
121.8,146,46580,0,0
121.9,147,46700,0,1
122,147,47015,0,0
122.1,147,47239,0,0
122.2,147,47343,0,0
122.3,147,47588,0,0
122.4,147,47739,0,0
122.5,147,47965,0,0
122.6,147,48203,0,0
122.7,146,48362,1,0
122.8,146,48648,0,0
122.9,147,48769,0,1
123,147,49045,0,0
123.1,148,49296,0,1
123.2,147,49427,1,0
123.3,147,49621,0,0
123.4,147,49659,0,0
123.5,147,49625,0,0
123.6,147,49782,0,0
123.7,146,49847,1,0
123.8,147,49688,0,1
123.9,147,49670,0,0
124,147,49621,0,0
124.1,147,49608,0,0
124.2,147,49581,0,0
124.3,147,49568,0,0
124.4,147,49478,0,0
124.5,147,49532,0,0
124.6,147,49443,0,0
124.7,148,49440,0,1
124.8,148,49484,0,0
124.9,148,49645,0,0
125,149,49572,0,1
125.1,149,49698,0,0
125.2,149,49857,0,0
125.3,149,50089,0,0
125.4,149,50174,0,0
125.5,149,50339,0,0
125.6,150,50549,0,1
125.7,149,50775,1,0
125.8,148,50839,1,0
125.9,148,51076,0,0
126,148,51222,0,0
126.1,149,51384,0,1
126.2,149,51560,0,0
126.3,149,51622,0,0
126.4,149,51552,0,0
126.5,150,51664,0,1
126.6,150,51664,0,0
126.7,150,51660,0,0
126.8,148,51610,2,0
126.9,148,51458,0,0
127,148,51626,0,0
127.1,148,51457,0,0
127.2,148,51330,0,0
127.3,148,51118,0,0
127.4,148,51115,0,0
127.5,148,50893,0,0
127.6,148,50693,0,0
127.7,148,50344,0,0
127.8,148,50092,0,0
127.9,148,50015,0,0
128,148,49872,0,0
128.1,148,49570,0,0
128.2,148,49392,0,0
128.3,148,49177,0,0
128.4,148,48835,0,0
128.5,149,48434,0,1
128.6,149,48080,0,0
128.7,150,47957,0,1
128.8,149,47570,1,0
128.9,149,47332,0,0
129,148,46847,1,0
129.1,148,46573,0,0
129.2,148,46317,0,0
129.3,148,45895,0,0
129.4,148,45600,0,0
129.5,148,45353,0,0
129.6,148,45048,0,0
129.7,148,44736,0,0
129.8,148,44584,0,0
129.9,148,44363,0,0
130,148,44253,0,0
130.1,148,43948,0,0
130.2,148,43716,0,0
130.3,147,43582,1,0
130.4,147,43565,0,0
130.5,147,43496,0,0
130.6,147,43571,0,0
130.7,147,43537,0,0
130.8,147,43677,0,0
130.9,147,43606,0,0
131,147,43852,0,0
131.1,147,43853,0,0
131.2,147,43703,0,0
131.3,147,43761,0,0
131.4,147,43743,0,0
131.5,147,43646,0,0
131.6,146,43401,1,0
131.7,146,43291,0,0
131.8,146,43017,0,0
131.9,146,42896,0,0
132,147,42707,0,1
132.1,147,42420,0,0
132.2,147,41980,0,0
132.3,147,41745,0,0
132.4,147,41392,0,0
132.5,147,41209,0,0
132.6,147,40943,0,0
132.7,147,40684,0,0
132.8,148,40408,0,1
132.9,148,40284,0,0
133,148,39913,0,0
133.1,147,39694,1,0
133.2,146,39498,1,0
133.3,146,39247,0,0
133.4,147,38903,0,1
133.5,146,38669,1,0
133.6,145,38331,1,0
133.7,145,37994,0,0
133.8,146,37821,0,1
133.9,146,37583,0,0
134,146,37446,0,0
134.1,146,37311,0,0
134.2,146,36952,0,0
134.3,146,36888,0,0
134.4,146,36804,0,0
134.5,146,36807,0,0
134.6,146,36622,0,0
134.7,146,36509,0,0
134.8,146,36349,0,0
134.9,147,36348,0,1
135,147,36327,0,0
135.1,148,36361,0,1
135.2,148,36301,0,0
135.3,147,36186,1,0
135.4,147,36264,0,0
135.5,147,36131,0,0
135.6,146,36179,1,0
135.7,145,36050,1,0
135.8,145,36280,0,0
135.9,145,36458,0,0
136,145,36395,0,0
136.1,145,36463,0,0
136.2,145,36628,0,0
136.3,145,36792,0,0
136.4,145,36827,0,0
136.5,145,37150,0,0
136.6,144,37515,1,0
136.7,144,37796,0,0
136.8,144,38008,0,0
136.9,144,38330,0,0
137,144,38639,0,0
137.1,144,38830,0,0
137.2,144,39273,0,0
137.3,143,39695,1,0
137.4,143,40073,0,0
137.5,143,40428,0,0
137.6,142,40891,1,0
137.7,142,41278,0,0
137.8,142,41682,0,0
137.9,141,42082,1,0
138,141,42393,0,0
138.1,141,42531,0,0
138.2,140,42807,1,0
138.3,139,43214,1,0
138.4,139,43348,0,0
138.5,139,43360,0,0
138.6,139,43310,0,0
138.7,139,43215,0,0
138.8,139,43297,0,0
138.9,139,43282,0,0
139,139,43196,0,0
139.1,139,43022,0,0
139.2,139,42849,0,0
139.3,139,42525,0,0
139.4,139,42485,0,0
139.5,139,42264,0,0
139.6,139,42126,0,0
139.7,139,41743,0,0
139.8,139,41548,0,0
139.9,139,41350,0,0
140,139,41202,0,0
140.1,139,41044,0,0
140.2,140,40828,0,1
140.3,139,40682,1,0
140.4,139,40605,0,0
140.5,139,40357,0,0
140.6,139,40422,0,0
140.7,140,40134,0,1
140.8,140,40133,0,0
140.9,140,40233,0,0
141,140,40312,0,0
141.1,140,40237,0,0
141.2,141,40202,0,1
141.3,141,40086,0,0
141.4,141,40257,0,0
141.5,142,40211,0,1
141.6,142,40046,0,0
141.7,143,40102,0,1
141.8,142,40174,1,0
141.9,142,40155,0,0
142,142,40170,0,0
142.1,141,40024,1,0
142.2,141,39960,0,0
142.3,141,39993,0,0
142.4,141,39922,0,0
142.5,141,39900,0,0
142.6,141,40018,0,0
142.7,141,39888,0,0
142.8,141,40014,0,0
142.9,141,39882,0,0
143,141,39817,0,0
143.1,141,39720,0,0
143.2,141,39762,0,0
143.3,141,39796,0,0
143.4,141,39894,0,0
143.5,141,39976,0,0
143.6,140,40032,1,0
143.7,140,40008,1,1
143.8,140,40084,0,0
143.9,140,40171,0,0
144,141,40316,0,1
144.1,140,40332,1,0
144.2,140,40639,0,0
144.3,139,40799,1,0
144.4,139,40887,0,0
144.5,139,41152,0,0
144.6,139,41555,0,0
144.7,139,41941,0,0
144.8,139,42147,0,0
144.9,139,42499,0,0
145,139,42927,0,0
145.1,139,43206,0,0
145.2,139,43628,0,0
145.3,139,44127,0,0
145.4,139,44352,0,0
145.5,139,44745,0,0
145.6,139,45181,0,0
145.7,139,45542,0,0
145.8,139,45921,0,0
145.9,139,46336,0,0
146,139,46780,0,0
146.1,139,47208,0,0
146.2,139,47468,0,0
146.3,139,47894,0,0
146.4,139,48193,0,0
146.5,139,48316,0,0
146.6,139,48432,0,0
146.7,139,48248,0,0
146.8,139,48256,0,0
146.9,139,48225,0,0
147,139,48120,0,0
147.1,139,47795,0,0
147.2,139,47505,0,0
147.3,139,47140,0,0
147.4,140,46798,0,1
147.5,140,46384,0,0
147.6,140,46000,0,0
147.7,141,45539,0,1
147.8,141,45026,0,0
147.9,141,44536,0,0
148,141,44102,1,1
148.1,141,43778,0,0
148.2,141,43395,0,0
148.3,141,42920,0,0
148.4,141,42506,0,0
148.5,140,42171,1,0
148.6,140,41866,0,0
148.7,140,41623,0,0
148.8,140,41302,0,0
148.9,140,40992,0,0
149,140,40763,0,0
149.1,140,40395,0,0
149.2,140,40175,0,0
149.3,140,40034,0,0
149.4,140,39888,0,0
149.5,139,39909,1,0
149.6,138,39658,1,0
149.7,138,39435,0,0
149.8,138,39394,0,0
149.9,139,39252,0,1
150,140,39055,0,1
150.1,140,39001,0,0
150.2,140,39095,0,0
150.3,140,39126,0,0
150.4,140,39091,0,0
150.5,140,38953,0,0
150.6,140,38806,0,0
150.7,140,38887,0,0
150.8,140,38864,0,0
150.9,140,38876,0,0
151,140,38976,0,0
151.1,140,39019,0,0
151.2,140,38951,0,0
151.3,141,38951,0,1
151.4,142,39018,0,1
151.5,142,39126,0,0
151.6,142,39186,0,0
151.7,143,39445,0,1
151.8,143,39628,0,0
151.9,142,39828,1,0
152,143,40109,0,1
152.1,143,40325,0,0
152.2,143,40426,0,0
152.3,143,40607,0,0
152.4,143,41012,0,0
152.5,143,41271,0,0
152.6,143,41523,0,0
152.7,143,41712,0,0
152.8,143,41835,0,0
152.9,143,42022,0,0
153,143,42201,0,0
153.1,143,42367,0,0
153.2,143,42613,0,0
153.3,143,42799,0,0
153.4,144,42993,0,1
153.5,144,43055,0,0
153.6,144,43320,0,0
153.7,144,43351,0,0
153.8,146,43560,0,2
153.9,145,43779,1,0
154,146,43814,0,1
154.1,146,44045,0,0
154.2,146,44406,0,0
154.3,146,44542,0,0
154.4,146,44585,0,0
154.5,146,44799,0,0
154.6,146,45054,0,0
154.7,146,45115,0,0
154.8,146,45266,0,0
154.9,146,45609,0,0
155,146,45653,0,0
155.1,145,45875,1,0
155.2,145,46039,0,0
155.3,146,46226,0,1
155.4,146,46427,0,0
155.5,146,46652,0,0
155.6,146,46863,0,0
155.7,145,47249,1,0
155.8,145,47536,0,0
155.9,145,47869,0,0
156,145,48088,0,0
156.1,145,48359,0,0
156.2,145,48718,0,0
156.3,145,49044,0,0
156.4,145,49403,0,0
156.5,146,49553,0,1
156.6,147,49927,0,1
156.7,146,50302,1,0
156.8,146,50533,0,0
156.9,146,50687,1,1
157,146,50778,0,0
157.1,147,50727,0,1
157.2,147,50719,0,0
157.3,147,50616,0,0
157.4,147,50526,0,0
157.5,147,50422,0,0
157.6,147,50378,0,0
157.7,147,50160,0,0
157.8,147,50070,0,0
157.9,147,50114,0,0
158,147,49966,0,0
158.1,147,49760,0,0
158.2,147,49632,0,0
158.3,147,49479,0,0
158.4,147,49363,0,0
158.5,147,49078,0,0
158.6,146,48930,1,0
158.7,146,48613,0,0
158.8,146,48352,0,0
158.9,146,47928,0,0
159,146,47797,0,0
159.1,146,47639,0,0
159.2,146,47451,0,0
159.3,146,47357,0,0
159.4,145,47212,1,0
159.5,145,47153,0,0
159.6,145,46988,0,0
159.7,145,47175,0,0
159.8,145,47230,0,0
159.9,145,47354,0,0
160,145,47655,0,0
160.1,144,47799,1,0
160.2,145,48051,0,1
160.3,145,48183,0,0
160.4,145,48457,0,0
160.5,145,48797,0,0
160.6,145,49184,0,0
160.7,145,49266,0,0
160.8,146,49643,0,1
160.9,146,49915,0,0
161,146,50101,0,0
161.1,147,50221,0,1
161.2,147,50346,0,0
161.3,146,50479,1,0
161.4,146,50652,0,0
161.5,147,50718,0,1
161.6,147,50716,0,0
161.7,147,50560,0,0
161.8,147,50623,0,0
161.9,148,50585,0,1
162,148,50190,0,0
162.1,148,50080,0,0
162.2,148,49846,0,0
162.3,148,49577,0,0
162.4,148,49353,0,0
162.5,148,49041,0,0
162.6,148,48757,0,0
162.7,148,48578,0,0
162.8,148,48271,0,0
162.9,148,47964,0,0
163,148,47674,0,0
163.1,148,47397,0,0
163.2,148,47147,0,0
163.3,148,46854,0,0
163.4,149,46716,0,1
163.5,149,46549,0,0
163.6,149,46420,0,0
163.7,149,46272,0,0
163.8,149,46320,0,0
163.9,149,46266,0,0
164,149,46052,0,0
164.1,149,45902,0,0
164.2,150,45740,0,1
164.3,150,45523,0,0
164.4,151,45622,0,1
164.5,150,45596,1,0
164.6,150,45322,0,0
164.7,150,45119,0,0
164.8,149,45021,1,0
164.9,149,44875,0,0
165,149,44638,0,0
165.1,149,44474,0,0
165.2,150,44341,0,1
165.3,150,44197,0,0
165.4,150,43983,0,0
165.5,150,43893,0,0
165.6,149,43724,1,0
165.7,149,43612,0,0
165.8,149,43619,0,0
165.9,149,43540,0,0
166,149,43443,0,0
166.1,149,43437,0,0
166.2,149,43622,0,0
166.3,150,43721,0,1
166.4,150,44001,0,0
166.5,149,44154,1,0
166.6,149,44363,0,0
166.7,150,44528,0,1
166.8,150,44504,0,0
166.9,150,44805,0,0
167,149,45010,1,0
167.1,149,45048,0,0
167.2,149,45254,0,0
167.3,149,45400,0,0
167.4,149,45616,0,0
167.5,149,45827,0,0
167.6,149,46082,0,0
167.7,149,46254,0,0
167.8,149,46394,0,0
167.9,149,46420,0,0
168,149,46529,0,0
168.1,149,46549,0,0
168.2,149,46637,0,0
168.3,150,46741,0,1
168.4,150,46899,0,0
168.5,151,47095,0,1
168.6,151,47127,0,0
168.7,151,47366,0,0
168.8,151,47667,0,0
168.9,151,47912,0,0
169,151,48146,0,0
169.1,151,48196,0,0
169.2,151,48467,0,0
169.3,151,48447,0,0
169.4,151,48427,0,0
169.5,151,48483,0,0
169.6,151,48401,0,0
169.7,151,48276,0,0
169.8,151,48455,0,0
169.9,151,48504,0,0
170,151,48240,0,0
170.1,151,48085,0,0
170.2,151,47948,0,0
170.3,150,47655,1,0
170.4,150,47516,0,0
170.5,151,47296,0,1
170.6,151,47057,0,0
170.7,150,46768,1,0
170.8,150,46529,0,0
170.9,150,46427,0,0
171,150,46106,0,0
171.1,150,45746,0,0
171.2,150,45483,0,0
171.3,150,45232,0,0
171.4,150,45116,1,1
171.5,150,45005,0,0
171.6,149,44669,1,0
171.7,149,44672,0,0
171.8,149,44474,0,0
171.9,149,44437,0,0
172,149,44565,0,0
172.1,150,44789,0,1
172.2,150,45040,0,0
172.3,149,45128,1,0
172.4,149,45182,0,0
172.5,149,45297,0,0
172.6,149,45575,0,0
172.7,149,45594,0,0
172.8,150,46015,0,1
172.9,150,46095,0,0
173,150,46274,0,0
173.1,151,46593,0,1
173.2,152,46749,0,1
173.3,152,47030,0,0
173.4,153,47044,0,1
173.5,153,47243,0,0
173.6,152,47483,1,0
173.7,152,47495,0,0
173.8,152,47483,0,0
173.9,152,47573,0,0
174,152,47721,0,0
174.1,151,47725,1,0
174.2,151,47689,0,0
174.3,151,47802,0,0
174.4,151,47840,0,0
174.5,152,47886,0,1
174.6,153,47822,0,1
174.7,154,47919,0,1
174.8,154,47952,0,0
174.9,154,48185,0,0
175,153,48428,1,0
175.1,153,48552,0,0
175.2,153,48687,0,0
175.3,153,48772,0,0
175.4,153,49047,0,0
175.5,153,49329,0,0
175.6,153,49485,0,0
175.7,153,49678,0,0
175.8,154,49746,0,1
175.9,154,50068,0,0
176,154,50185,0,0
176.1,155,50286,0,1
176.2,155,50423,0,0
176.3,155,50550,0,0
176.4,155,50718,0,0
176.5,155,50833,0,0
176.6,155,51001,0,0
176.7,156,51206,0,1
176.8,156,51213,0,0
176.9,157,51434,0,1
177,157,51666,1,1
177.1,157,51771,0,0
177.2,157,51901,0,0
177.3,156,52071,1,0
177.4,156,52261,0,0
177.5,156,52680,0,0
177.6,156,52735,0,0
177.7,156,52914,0,0
177.8,156,53027,0,0
177.9,157,53100,0,1
178,157,53062,0,0
178.1,158,52926,0,1
178.2,158,52864,0,0
178.3,158,52789,0,0
178.4,158,52854,0,0
178.5,156,52588,2,0
178.6,156,52460,0,0
178.7,156,52531,0,0
178.8,156,52231,0,0
178.9,156,52004,0,0
179,157,51835,0,1
179.1,157,51612,0,0
179.2,157,51529,0,0
179.3,158,51275,0,1
179.4,157,51167,1,0
179.5,157,51093,0,0
179.6,156,50855,1,0
179.7,156,50712,0,0
179.8,156,50409,0,0
179.9,157,50124,0,1
180,157,49975,0,0
180.1,156,49986,1,0
180.2,156,50089,0,0
180.3,156,50043,0,0
180.4,156,49934,0,0
180.5,156,49910,0,0
180.6,156,49927,0,0
180.7,156,49973,0,0
180.8,156,50199,0,0
180.9,156,50380,0,0
181,157,50674,0,1
181.1,157,50914,0,0
181.2,157,51249,0,0
181.3,157,51567,0,0
181.4,157,51782,0,0
181.5,156,51993,1,0
181.6,156,52147,0,0
181.7,156,52221,0,0
181.8,156,52352,0,0
181.9,156,52504,0,0
182,156,52511,0,0
182.1,155,52686,1,0
182.2,155,52647,0,0
182.3,155,52684,0,0
182.4,154,52732,1,0
182.5,154,52596,0,0
182.6,153,52464,1,0
182.7,153,52461,0,0
182.8,153,52170,1,1
182.9,153,52181,0,0
183,153,52001,0,0
183.1,153,51831,0,0
183.2,153,51667,0,0
183.3,153,51521,0,0
183.4,154,51242,0,1
183.5,155,50874,0,1
183.6,155,50678,0,0
183.7,155,50541,0,0
183.8,155,50410,0,0
183.9,155,50218,0,0
184,155,50004,0,0
184.1,154,49752,1,0
184.2,154,49410,0,0
184.3,154,49103,0,0
184.4,154,48903,0,0
184.5,154,48764,0,0
184.6,154,48447,0,0
184.7,154,48167,0,0
184.8,154,47813,0,0
184.9,153,47376,1,0
185,154,47069,0,1
185.1,153,46610,1,0
185.2,153,46316,0,0
185.3,153,46188,0,0
185.4,152,45781,1,0
185.5,152,45643,0,0
185.6,152,45223,0,0
185.7,152,44878,0,0
185.8,152,44659,0,0
185.9,151,44354,1,0
186,150,44274,1,0
186.1,150,44226,0,0
186.2,150,44058,0,0
186.3,150,43976,0,0
186.4,151,43917,0,1
186.5,151,43823,0,0
186.6,151,43766,0,0
186.7,150,43760,1,0
186.8,150,43723,0,0
186.9,150,43750,0,0
187,150,44075,0,0
187.1,151,44282,0,1
187.2,151,44423,0,0
187.3,153,44734,0,2
187.4,153,44795,0,0
187.5,153,45012,0,0
187.6,153,45344,0,0
187.7,153,45561,0,0
187.8,153,45657,0,0
187.9,153,45836,0,0
188,154,46036,0,1
188.1,154,46151,0,0
188.2,154,46347,0,0
188.3,154,46395,0,0
188.4,153,46401,1,0
188.5,153,46384,0,0
188.6,153,46549,0,0
188.7,153,46637,0,0
188.8,152,46494,1,0
188.9,152,46514,0,0
189,153,46315,0,1
189.1,153,46135,1,1
189.2,153,45914,0,0
189.3,153,45842,0,0
189.4,153,45745,0,0
189.5,153,45644,0,0
189.6,153,45469,0,0
189.7,152,45340,1,0
189.8,152,45161,0,0
189.9,152,45166,0,0
190,151,45312,1,0
190.1,151,45313,0,0
190.2,151,45256,0,0
190.3,151,45400,0,0
190.4,151,45353,0,0
190.5,151,45477,0,0
190.6,151,45565,0,0
190.7,151,45620,0,0
190.8,151,45582,0,0
190.9,152,45720,0,1
191,152,45767,0,0
191.1,152,45952,0,0
191.2,152,46086,0,0
191.3,152,46187,0,0
191.4,152,46443,0,0
191.5,152,46599,0,0
191.6,152,46773,0,0
191.7,153,46993,0,1
191.8,152,47195,1,0
191.9,151,47521,1,0
192,151,47888,0,0
192.1,151,48184,0,0
192.2,151,48540,0,0
192.3,151,48990,0,0
192.4,151,49210,0,0
192.5,151,49442,0,0
192.6,153,49721,0,2
192.7,152,50049,1,0
192.8,152,50179,0,0
192.9,152,50269,0,0
193,152,50192,0,0
193.1,152,50269,0,0
193.2,152,50315,0,0
193.3,152,50217,0,0
193.4,152,50123,0,0
193.5,152,50111,0,0
193.6,151,50088,1,0
193.7,151,50041,0,0
193.8,151,49921,0,0
193.9,151,49890,0,0
194,151,49828,0,0
194.1,151,49714,0,0
194.2,151,49636,0,0
194.3,151,49430,0,0
194.4,151,49282,0,0
194.5,151,49009,0,0
194.6,152,48940,0,1
194.7,152,48850,0,0
194.8,152,48574,0,0
194.9,152,48191,0,0
195,152,48066,0,0
195.1,152,47759,0,0
195.2,153,47657,0,1
195.3,153,47565,0,0
195.4,153,47291,0,0
195.5,152,47109,1,0
195.6,152,46756,1,1
195.7,151,46550,1,0
195.8,151,46229,0,0
195.9,151,45819,0,0
196,151,45534,0,0
196.1,151,45282,0,0
196.2,151,44924,0,0
196.3,151,44555,0,0
196.4,151,44366,0,0
196.5,151,43844,0,0
196.6,151,43518,0,0
196.7,151,43270,0,0
196.8,151,43053,0,0
196.9,151,42907,0,0
197,152,42713,0,1
197.1,152,42614,0,0
197.2,152,42348,0,0
197.3,152,42210,0,0
197.4,152,41921,0,0
197.5,152,41809,0,0
197.6,152,41795,0,0
197.7,152,41806,0,0
197.8,152,41826,0,0
197.9,152,41770,0,0
198,152,41906,0,0
198.1,152,41827,0,0
198.2,151,41902,1,0
198.3,151,41964,0,0
198.4,150,42128,1,0
198.5,149,42277,1,0
198.6,149,42490,0,0
198.7,149,42782,0,0
198.8,149,43032,0,0
198.9,149,43351,0,0
199,149,43589,0,0
199.1,149,43889,0,0
199.2,149,44288,0,0
199.3,149,44616,0,0
199.4,149,44936,0,0
199.5,149,45407,0,0
199.6,148,45735,1,0
199.7,148,45810,0,0
199.8,148,45972,0,0
199.9,148,46340,0,0
200,148,46619,0,0
200.1,148,46769,0,0
200.2,148,46906,0,0
200.3,149,47022,0,1
200.4,149,47255,0,0
200.5,149,47346,0,0
200.6,149,47332,0,0
200.7,150,47281,0,1
200.8,150,47130,0,0
200.9,149,47098,1,0
201,149,46898,0,0
201.1,149,46744,0,0
201.2,149,46491,0,0
201.3,149,46398,0,0
201.4,149,46172,0,0
201.5,149,45934,0,0
201.6,149,45631,0,0
201.7,149,45361,0,0
201.8,149,45156,0,0
201.9,149,44852,0,0
202,149,44530,0,0
202.1,149,44059,0,0
202.2,149,43670,0,0
202.3,149,43437,0,0
202.4,149,43111,0,0
202.5,149,42781,0,0
202.6,149,42534,0,0
202.7,148,42350,1,0
202.8,148,42021,0,0
202.9,147,42116,1,0
203,147,41940,0,0
203.1,147,41797,0,0
203.2,147,41597,0,0
203.3,147,41545,0,0
203.4,147,41494,0,0
203.5,147,41340,0,0
203.6,147,41329,0,0
203.7,147,41202,0,0
203.8,147,40991,0,0
203.9,147,40809,0,0
204,147,40700,0,0
204.1,147,40636,0,0
204.2,147,40638,0,0
204.3,147,40441,0,0
204.4,147,40344,0,0
204.5,147,40332,0,0
204.6,147,40138,0,0
204.7,148,40091,0,1
204.8,148,39972,0,0
204.9,147,39648,1,0
205,147,39622,0,0
205.1,147,39579,0,0
205.2,147,39515,0,0
205.3,147,39473,0,0
205.4,147,39329,0,0
205.5,147,39354,0,0
205.6,147,39329,0,0
205.7,147,39215,0,0
205.8,148,39010,0,1
205.9,148,38960,0,0
206,149,39074,0,1
206.1,149,39030,0,0
206.2,148,38982,1,0
206.3,148,38941,0,0
206.4,148,38930,0,0
206.5,148,38925,0,0
206.6,148,38808,0,0
206.7,147,38596,1,0
206.8,146,38692,1,0
206.9,145,38720,1,0
207,145,38554,0,0
207.1,145,38612,0,0
207.2,145,38520,0,0
207.3,145,38392,0,0
207.4,145,38350,0,0
207.5,145,38387,0,0
207.6,145,38282,0,0
207.7,145,38410,0,0
207.8,145,38354,0,0
207.9,145,38377,0,0
208,144,38419,1,0
208.1,144,38348,0,0
208.2,144,38400,0,0
208.3,144,38439,0,0
208.4,144,38636,0,0
208.5,144,38770,0,0
208.6,144,38784,0,0
208.7,144,38842,0,0
208.8,143,38904,1,0
208.9,143,39043,0,0
209,143,39382,0,0
209.1,143,39541,0,0
209.2,144,39756,0,1
209.3,144,39999,0,0
209.4,143,40237,1,0
209.5,143,40600,0,0
209.6,143,40942,0,0
209.7,143,41330,0,0
209.8,143,41693,0,0
209.9,143,42277,0,0
210,143,42772,0,0
210.1,144,43372,0,1
210.2,144,43972,0,0
210.3,144,44457,0,0
210.4,144,44878,0,0
210.5,144,45436,0,0
210.6,145,45666,0,1
210.7,145,46046,0,0
210.8,145,46255,0,0
210.9,145,46406,0,0
211,145,46589,0,0
211.1,145,46642,0,0
211.2,145,46673,0,0
211.3,146,46889,0,1
211.4,146,46628,0,0
211.5,146,46437,0,0
211.6,146,46438,0,0
211.7,146,46329,0,0
211.8,146,45895,0,0
211.9,146,45727,0,0
212,146,45462,1,1
212.1,146,45303,0,0
212.2,146,45064,0,0
212.3,146,44791,1,1
212.4,146,44502,0,0
212.5,146,44108,0,0
212.6,147,44039,0,1
212.7,146,43783,1,0
212.8,146,43577,0,0
212.9,146,43117,0,0
213,146,42890,0,0
213.1,147,42590,0,1
213.2,148,42350,0,1
213.3,148,42202,0,0
213.4,148,41965,0,0
213.5,147,41882,1,0
213.6,147,41973,0,0
213.7,147,41978,0,0
213.8,147,41938,0,0
213.9,147,41898,0,0
214,147,41912,0,0
214.1,147,41922,0,0
214.2,147,42333,0,0
214.3,147,42560,0,0
214.4,147,42827,0,0
214.5,147,43352,0,0
214.6,147,43607,0,0
214.7,147,43877,0,0
214.8,148,44119,0,1
214.9,147,44718,1,0
215,148,45094,0,1
215.1,148,45402,0,0
215.2,148,45790,0,0
215.3,148,46076,0,0
215.4,148,46492,0,0
215.5,148,46769,0,0
215.6,148,46916,0,0
215.7,148,47023,1,1
215.8,148,47380,0,0
215.9,148,47579,0,0
216,148,47683,0,0
216.1,147,47908,1,0
216.2,147,48030,0,0
216.3,147,48220,0,0
216.4,147,48482,0,0
216.5,147,48485,0,0
216.6,147,48575,0,0
216.7,147,48687,0,0
216.8,147,48673,0,0
