"combo_id","R0","gamma","r","K","alpha","seasonal_amp","season_period","peak_day","n_patch","dt","t_max","threshold_multiplier","replicate","seed","T0","fadeout_threshold","global_extinction","global_extinction_time","total_episodes","early_extinctions","established_episodes","observed_fadeouts","censored_established_episodes","fadeout_fraction_among_established","fraction_patches_with_fadeout","occupancy_trend_intercept","occupancy_trend_slope","occupancy_trend_r_squared","complete_years_used","trend_fit_through_year"
"smoke",2.5,0.2,0.02,3000,1e-04,0.4,365,15,200,1,3650,1.5,1,101,128.684649154444,193.026973731666,FALSE,NA,1500,1357,110,100,10,0.909090909090909,0.44,0.383567826933154,-0.0329248909485604,0.62841125356649,10,NA
