"step","patches_neither","patches_I1_only","patches_I2_only","patches_both","occupied_I1","occupied_I2","global_I1","global_I2","mean_N","I1_local_extinctions","I1_recolonizations","I2_local_extinctions","I2_recolonizations"
243,169,23,7,1,24,8,6570,713,8391.32,0,0,0,0
243.1,169,23,7,1,24,8,6464,730,8394.925,0,0,0,0
243.2,169,23,7,1,24,8,6435,733,8398.41,0,0,0,0
243.3,169,23,7,1,24,8,6300,746,8402.335,0,0,0,0
243.4,169,23,7,1,24,8,6220,760,8405.83,0,0,0,0
243.5,169,23,7,1,24,8,6101,742,8409.42,0,0,0,0
243.6,169,23,7,1,24,8,5941,775,8413.21,0,0,0,0
243.7,169,23,7,1,24,8,5862,792,8416.5,0,0,0,0
243.8,169,23,7,1,24,8,5793,793,8420.17,0,0,0,0
243.9,169,23,7,1,24,8,5767,820,8423.75,0,0,0,0
244,169,23,7,1,24,8,5702,839,8427.665,0,0,0,0
244.1,169,23,7,1,24,8,5662,880,8431.48,0,0,0,0
244.2,170,23,6,1,24,7,5637,922,8435.74,0,0,1,0
244.3,170,23,6,1,24,7,5629,943,8439.785,0,0,0,0
244.4,171,22,6,1,23,7,5638,985,8443.89,1,0,0,0
244.5,171,22,6,1,23,7,5563,984,8447.53,0,0,0,0
244.6,171,22,6,1,23,7,5528,1020,8451.15,0,0,0,0
244.7,171,22,6,1,23,7,5476,1077,8454.99,0,0,0,0
244.8,171,22,6,1,23,7,5439,1103,8458.645,0,0,0,0
244.9,171,22,6,1,23,7,5393,1126,8462.75,0,0,0,0
245,171,22,6,1,23,7,5330,1170,8466.55,0,0,0,0
245.1,171,22,6,1,23,7,5392,1214,8470.39,0,0,0,0
245.2,171,22,6,1,23,7,5345,1244,8474.025,0,0,0,0
245.3,171,22,6,1,23,7,5314,1270,8477.94,0,0,0,0
245.4,171,22,6,1,23,7,5255,1295,8481.38,0,0,0,0
245.5,170,23,6,1,24,7,5254,1322,8485.635,0,1,0,0
245.6,171,22,6,1,23,7,5214,1341,8489.7,1,0,0,0
245.7,171,22,6,1,23,7,5196,1349,8493.63,0,0,0,0
245.8,171,22,6,1,23,7,5234,1352,8497.32,0,0,0,0
245.9,171,22,6,1,23,7,5306,1379,8501.52,0,0,0,0
246,171,22,6,1,23,7,5280,1394,8505,0,0,0,0
246.1,171,22,6,1,23,7,5279,1388,8508.425,0,0,0,0
246.2,170,23,6,1,24,7,5288,1420,8512.245,0,1,0,0
246.3,170,22,7,1,23,8,5321,1437,8516.415,1,0,0,1
246.4,170,22,7,1,23,8,5285,1482,8519.945,0,0,0,0
246.5,171,22,6,1,23,7,5301,1501,8523.525,0,0,1,0
246.6,171,22,6,1,23,7,5385,1518,8527.425,0,0,0,0
246.7,171,22,6,1,23,7,5398,1539,8530.955,0,0,0,0
246.8,171,22,6,1,23,7,5381,1582,8534.625,0,0,0,0
246.9,171,21,7,1,22,8,5331,1615,8538.24,1,0,0,1
247,171,21,7,1,22,8,5285,1633,8541.825,0,0,0,0
247.1,171,21,7,1,22,8,5296,1658,8545.41,0,0,0,0
247.2,171,21,7,1,22,8,5286,1684,8549.09,0,0,0,0
247.3,171,21,7,1,22,8,5284,1736,8552.745,0,0,0,0
247.4,171,21,7,1,22,8,5279,1747,8556.4,0,0,0,0
247.5,171,21,7,1,22,8,5324,1774,8560.09,0,0,0,0
247.6,171,21,7,1,22,8,5340,1756,8563.725,0,0,0,0
247.7,171,21,7,1,22,8,5426,1778,8567.32,0,0,0,0
247.8,171,21,7,1,22,8,5456,1808,8570.665,0,0,0,0
247.9,171,21,7,1,22,8,5570,1868,8574.53,0,0,0,0
248,171,21,7,1,22,8,5573,1931,8577.91,0,0,0,0
248.1,171,21,7,1,22,8,5670,1949,8581.41,0,0,0,0
248.2,171,21,7,1,22,8,5767,1950,8584.31,0,0,0,0
248.3,171,21,7,1,22,8,5865,1939,8587.57,0,0,0,0
248.4,172,20,7,1,21,8,6007,1965,8590.815,1,0,0,0
248.5,172,20,7,1,21,8,6143,2012,8594.065,0,0,0,0
248.6,172,20,7,1,21,8,6322,2036,8597.1,0,0,0,0
248.7,173,19,7,1,20,8,6449,2064,8599.91,1,0,0,0
248.8,173,19,7,1,20,8,6661,2129,8602.42,0,0,0,0
248.9,173,19,7,1,20,8,6857,2193,8605.615,0,0,0,0
249,173,19,7,1,20,8,7078,2216,8607.855,0,0,0,0
249.1,173,19,7,1,20,8,7359,2274,8610.385,0,0,0,0
249.2,172,20,7,1,21,8,7696,2328,8612.88,0,1,0,0
249.3,172,20,7,1,21,8,8056,2395,8615.015,0,0,0,0
249.4,171,20,8,1,21,9,8427,2511,8617.04,0,0,0,1
249.5,171,20,8,1,21,9,8792,2611,8618.69,0,0,0,0
249.6,171,20,8,1,21,9,9198,2720,8620.31,0,0,0,0
249.7,170,21,8,1,22,9,9658,2838,8621.75,0,1,0,0
249.8,171,20,8,1,21,9,10155,2935,8623.12,1,0,0,0
249.9,172,20,7,1,21,8,10576,3051,8624.385,0,0,1,0
250,172,20,7,1,21,8,10884,3186,8624.605,0,0,0,0
250.1,171,21,7,1,22,8,11264,3297,8625.185,0,1,0,0
250.2,170,22,7,1,23,8,11460,3400,8625.435,0,1,0,0
250.3,170,22,7,1,23,8,11670,3569,8625.675,0,0,0,0
250.4,170,22,7,1,23,8,11803,3705,8625.29,0,0,0,0
250.5,171,21,7,1,22,8,11861,3861,8624.97,1,0,0,0
250.6,171,21,7,1,22,8,11940,4025,8624.6,0,0,0,0
250.7,171,21,7,1,22,8,11872,4244,8623.585,0,0,0,0
250.8,171,21,7,1,22,8,11724,4450,8622.38,0,0,0,0
250.9,171,21,6,2,23,8,11560,4710,8621.915,0,1,0,0
251,171,21,6,2,23,8,11376,4982,8621.53,0,0,0,0
251.1,171,21,6,2,23,8,11149,5234,8620.95,0,0,0,0
251.2,171,21,6,2,23,8,10860,5454,8619.935,0,0,0,0
251.3,171,21,6,2,23,8,10575,5721,8619.695,0,0,0,0
251.4,171,21,6,2,23,8,10245,6003,8619.12,0,0,0,0
251.5,171,21,6,2,23,8,9964,6305,8618.04,0,0,0,0
251.6,171,21,6,2,23,8,9617,6560,8617.025,0,0,0,0
251.7,171,21,6,2,23,8,9325,6799,8616.255,0,0,0,0
251.8,171,21,6,2,23,8,9083,7070,8616.19,0,0,0,0
251.9,171,21,6,2,23,8,8823,7261,8615.35,0,0,0,0
252,170,22,6,2,24,8,8498,7348,8614.125,0,1,0,0
252.1,170,22,6,2,24,8,8235,7493,8613.56,0,0,0,0
252.2,168,22,8,2,24,10,8022,7600,8613.125,0,0,0,2
252.3,168,22,8,2,24,10,7836,7660,8612.905,0,0,0,0
252.4,167,23,8,2,25,10,7681,7719,8612.285,0,1,0,0
252.5,168,22,8,2,24,10,7412,7733,8611.49,1,0,0,0
252.6,168,22,8,2,24,10,7252,7685,8610.99,0,0,0,0
252.7,169,22,7,2,24,9,7116,7725,8610.965,0,0,1,0
252.8,170,21,7,2,23,9,6985,7724,8611.125,1,0,0,0
252.9,169,21,8,2,23,10,6919,7610,8610.88,0,0,0,1
253,169,21,8,2,23,10,6873,7553,8610.72,0,0,0,0
253.1,169,21,8,2,23,10,6853,7459,8610.555,0,0,0,0
253.2,170,21,7,2,23,9,6857,7343,8610.065,0,0,1,0
253.3,170,21,7,2,23,9,6814,7302,8610.555,0,0,0,0
253.4,170,21,7,2,23,9,6875,7139,8610.96,0,0,0,0
253.5,170,21,7,2,23,9,6951,6958,8610.995,0,0,0,0
253.6,170,21,6,3,24,9,7080,6821,8611.305,0,1,0,0
253.7,170,22,6,2,24,8,7184,6717,8611.3,0,0,1,0
253.8,170,22,6,2,24,8,7324,6673,8611.755,0,0,0,0
253.9,170,22,6,2,24,8,7416,6596,8612.1,0,0,0,0
254,170,22,6,2,24,8,7574,6413,8611.94,0,0,0,0
254.1,170,22,6,2,24,8,7637,6327,8611.575,0,0,0,0
254.2,170,22,6,2,24,8,7755,6236,8611.63,0,0,0,0
254.3,170,22,6,2,24,8,7788,6156,8611.61,0,0,0,0
254.4,170,22,6,2,24,8,7717,6065,8611.615,0,0,0,0
254.5,170,22,6,2,24,8,7790,6004,8611.81,0,0,0,0
254.6,170,22,6,2,24,8,7764,5984,8612.42,0,0,0,0
254.7,170,22,6,2,24,8,7762,5904,8612.665,0,0,0,0
254.8,170,22,6,2,24,8,7693,5810,8612.445,0,0,0,0
254.9,170,22,6,2,24,8,7609,5682,8612.32,0,0,0,0
255,170,22,6,2,24,8,7543,5507,8612.665,0,0,0,0
255.1,170,22,6,2,24,8,7388,5413,8612.83,0,0,0,0
255.2,171,21,6,2,23,8,7348,5414,8613.39,1,0,0,0
255.3,171,21,6,2,23,8,7237,5310,8613.82,0,0,0,0
255.4,171,21,6,2,23,8,7198,5188,8614.565,0,0,0,0
255.5,171,21,6,2,23,8,7102,5044,8615.23,0,0,0,0
255.6,171,21,6,2,23,8,7030,4916,8616.005,0,0,0,0
255.7,171,21,6,2,23,8,7045,4782,8617.17,0,0,0,0
255.8,171,21,6,2,23,8,7013,4648,8618.285,0,0,0,0
255.9,171,21,6,2,23,8,7004,4517,8619.545,0,0,0,0
256,171,21,6,2,23,8,6991,4343,8620.785,0,0,0,0
256.1,171,21,6,2,23,8,7063,4219,8622.095,0,0,0,0
256.2,171,21,6,2,23,8,7103,4058,8622.81,0,0,0,0
256.3,171,21,6,2,23,8,7170,3973,8624.245,0,0,0,0
256.4,171,21,6,2,23,8,7257,3818,8625.235,0,0,0,0
256.5,171,21,6,2,23,8,7410,3715,8626.61,0,0,0,0
256.6,171,21,6,2,23,8,7553,3567,8627.915,0,0,0,0
256.7,171,21,6,2,23,8,7747,3481,8629.255,0,0,0,0
256.8,171,21,6,2,23,8,7881,3370,8630.575,0,0,0,0
256.9,171,21,6,2,23,8,7998,3249,8631.2,0,0,0,0
257,171,21,6,2,23,8,8128,3137,8632.265,0,0,0,0
257.1,171,21,6,2,23,8,8226,3084,8633.625,0,0,0,0
257.2,171,21,6,2,23,8,8307,3018,8634.83,0,0,0,0
257.3,171,21,6,2,23,8,8302,2978,8635.775,0,0,0,0
257.4,171,21,6,2,23,8,8300,2944,8637.195,0,0,0,0
257.5,172,20,6,2,22,8,8243,2938,8638.305,1,0,0,0
257.6,172,20,6,2,22,8,8277,2955,8639.625,0,0,0,0
257.7,173,19,6,2,21,8,8185,2963,8640.895,1,0,0,0
257.8,173,19,6,2,21,8,8119,3003,8641.83,0,0,0,0
257.9,173,19,6,2,21,8,8079,2984,8642.97,0,0,0,0
258,173,19,6,2,21,8,8051,2999,8644.165,0,0,0,0
258.1,173,19,6,2,21,8,8006,2993,8645.525,0,0,0,0
258.2,173,18,6,3,21,9,7947,3031,8646.78,0,0,0,1
258.3,173,18,6,3,21,9,7918,3045,8648.24,0,0,0,0
258.4,173,18,6,3,21,9,7863,3059,8649.34,0,0,0,0
258.5,173,19,6,2,21,8,7734,3067,8650.33,0,0,1,0
258.6,173,19,6,2,21,8,7666,3052,8651.78,0,0,0,0
258.7,172,20,6,2,22,8,7568,3058,8652.925,0,1,0,0
258.8,172,20,6,2,22,8,7493,3065,8654.24,0,0,0,0
258.9,172,20,6,2,22,8,7487,3044,8655.13,0,0,0,0
259,172,20,6,2,22,8,7405,3031,8656.225,0,0,0,0
259.1,172,20,6,2,22,8,7318,2957,8657.565,0,0,0,0
259.2,172,20,6,2,22,8,7294,2901,8659.19,0,0,0,0
259.3,172,20,6,2,22,8,7201,2841,8660.555,0,0,0,0
259.4,172,20,6,2,22,8,7110,2748,8662.175,0,0,0,0
259.5,172,20,6,2,22,8,7083,2680,8664.005,0,0,0,0
259.6,172,20,6,2,22,8,7035,2606,8665.81,0,0,0,0
259.7,172,20,6,2,22,8,6985,2537,8667.365,0,0,0,0
259.8,172,20,6,2,22,8,6940,2463,8669.1,0,0,0,0
259.9,172,20,6,2,22,8,6805,2408,8670.765,0,0,0,0
260,172,20,6,2,22,8,6719,2313,8673,0,0,0,0
260.1,172,20,6,2,22,8,6694,2213,8674.865,0,0,0,0
260.2,172,20,6,2,22,8,6629,2137,8676.815,0,0,0,0
260.3,172,20,6,2,22,8,6561,2021,8678.675,0,0,0,0
260.4,172,20,6,2,22,8,6453,1904,8680.6,0,0,0,0
260.5,172,20,6,2,22,8,6378,1800,8682.455,0,0,0,0
260.6,172,20,6,2,22,8,6327,1718,8684.825,0,0,0,0
260.7,172,20,6,2,22,8,6261,1638,8687.23,0,0,0,0
260.8,172,20,6,2,22,8,6182,1529,8689.28,0,0,0,0
260.9,172,20,6,2,22,8,6112,1483,8691.72,0,0,0,0
261,172,20,6,2,22,8,6091,1393,8694.25,0,0,0,0
261.1,172,20,6,2,22,8,6034,1335,8696.495,0,0,0,0
261.2,172,20,6,2,22,8,5953,1262,8698.765,0,0,0,0
261.3,172,20,6,2,22,8,5864,1202,8701.16,0,0,0,0
261.4,172,20,6,2,22,8,5771,1168,8703.93,0,0,0,0
261.5,172,20,6,2,22,8,5696,1120,8706.475,0,0,0,0
261.6,172,20,6,2,22,8,5606,1052,8709.25,0,0,0,0
261.7,172,20,6,2,22,8,5543,1027,8711.885,0,0,0,0
261.8,172,20,6,2,22,8,5525,967,8714.865,0,0,0,0
261.9,172,20,6,2,22,8,5507,948,8717.78,0,0,0,0
262,172,20,6,2,22,8,5489,916,8720.73,0,0,0,0
262.1,172,20,6,2,22,8,5472,875,8723.525,0,0,0,0
262.2,172,20,6,2,22,8,5457,830,8726.49,0,0,0,0
262.3,173,19,6,2,21,8,5436,792,8729.46,1,0,0,0
262.4,173,19,6,2,21,8,5410,774,8732.575,0,0,0,0
262.5,173,19,6,2,21,8,5456,745,8735.5,0,0,0,0
262.6,173,19,6,2,21,8,5421,715,8738.435,0,0,0,0
262.7,173,19,6,2,21,8,5425,691,8741.38,0,0,0,0
262.8,173,19,6,2,21,8,5502,662,8744.65,0,0,0,0
262.9,173,19,6,2,21,8,5524,638,8747.31,0,0,0,0
263,173,19,6,2,21,8,5668,623,8750.71,0,0,0,0
263.1,173,19,6,2,21,8,5760,605,8753.745,0,0,0,0
263.2,173,19,6,2,21,8,5887,600,8756.64,0,0,0,0
263.3,173,19,6,2,21,8,5948,592,8759.265,0,0,0,0
263.4,173,19,6,2,21,8,6149,565,8762.035,0,0,0,0
263.5,173,19,6,2,21,8,6293,551,8764.68,0,0,0,0
263.6,174,18,6,2,20,8,6412,550,8767.39,1,0,0,0
263.7,174,18,6,2,20,8,6561,539,8769.64,0,0,0,0
263.8,174,18,6,2,20,8,6819,545,8772.445,0,0,0,0
263.9,174,18,6,2,20,8,7028,532,8774.925,0,0,0,0
264,174,18,6,2,20,8,7271,529,8777.5,0,0,0,0
264.1,174,18,6,2,20,8,7486,511,8779.83,0,0,0,0
264.2,174,18,6,2,20,8,7650,496,8781.575,0,0,0,0
264.3,174,18,6,2,20,8,7855,506,8783.765,0,0,0,0
264.4,173,19,6,2,21,8,8003,496,8785.72,0,1,0,0
264.5,173,19,6,2,21,8,8170,492,8787.775,0,0,0,0
264.6,173,19,6,2,21,8,8149,511,8789.635,0,0,0,0
264.7,173,19,6,2,21,8,8174,526,8791.51,0,0,0,0
264.8,173,19,6,2,21,8,8170,511,8793.27,0,0,0,0
264.9,172,20,6,2,22,8,8143,498,8794.955,0,1,0,0
265,172,20,6,2,22,8,8085,494,8796.685,0,0,0,0
265.1,172,20,6,2,22,8,8047,499,8798.85,0,0,0,0
265.2,172,20,6,2,22,8,7932,514,8800.37,0,0,0,0
265.3,172,20,6,2,22,8,7823,521,8802.04,0,0,0,0
265.4,172,20,6,2,22,8,7676,528,8803.86,0,0,0,0
265.5,172,20,6,2,22,8,7517,524,8805.375,0,0,0,0
265.6,172,20,6,2,22,8,7316,521,8807.15,0,0,0,0
265.7,172,20,6,2,22,8,7130,515,8809.19,0,0,0,0
265.8,172,20,6,2,22,8,7004,508,8811.02,0,0,0,0
265.9,172,20,6,2,22,8,6871,505,8813.055,0,0,0,0
266,172,20,6,2,22,8,6768,519,8815.35,0,0,0,0
266.1,173,19,6,2,21,8,6666,510,8817.63,1,0,0,0
266.2,173,19,6,2,21,8,6580,517,8819.715,0,0,0,0
266.3,173,19,6,2,21,8,6460,530,8821.85,0,0,0,0
266.4,173,19,6,2,21,8,6406,528,8824.075,0,0,0,0
266.5,173,19,6,2,21,8,6328,537,8826.535,0,0,0,0
266.6,173,19,6,2,21,8,6243,540,8828.99,0,0,0,0
266.7,173,19,6,2,21,8,6219,529,8831.145,0,0,0,0
266.8,173,19,6,2,21,8,6116,530,8833.68,0,0,0,0
266.9,173,19,6,2,21,8,6061,537,8835.88,0,0,0,0
267,173,19,6,2,21,8,6042,541,8838.415,0,0,0,0
267.1,173,19,6,2,21,8,6017,541,8840.945,0,0,0,0
267.2,172,20,6,2,22,8,6004,555,8843.23,0,1,0,0
267.3,172,20,6,2,22,8,6018,574,8845.87,0,0,0,0
267.4,172,20,6,2,22,8,6004,600,8848.365,0,0,0,0
267.5,172,20,6,2,22,8,5986,605,8850.515,0,0,0,0
267.6,172,20,6,2,22,8,5980,589,8853.025,0,0,0,0
267.7,172,20,6,2,22,8,6008,588,8855.24,0,0,0,0
267.8,172,20,6,2,22,8,6078,625,8857.42,0,0,0,0
267.9,172,20,6,2,22,8,6204,623,8859.67,0,0,0,0
268,172,20,6,2,22,8,6274,643,8861.955,0,0,0,0
268.1,173,19,6,2,21,8,6400,664,8863.955,1,0,0,0
268.2,174,19,5,2,21,7,6559,668,8865.97,0,0,1,0
268.3,173,20,5,2,22,7,6771,661,8868.32,0,1,0,0
268.4,173,20,5,2,22,7,6897,653,8870.175,0,0,0,0
268.5,173,20,5,2,22,7,7096,657,8872.365,0,0,0,0
268.6,173,20,5,2,22,7,7278,677,8874.36,0,0,0,0
268.7,174,20,4,2,22,6,7500,701,8875.92,0,0,1,0
268.8,174,20,4,2,22,6,7774,712,8877.75,0,0,0,0
268.9,174,20,4,2,22,6,7954,706,8878.84,0,0,0,0
269,174,20,4,2,22,6,8173,718,8880.335,0,0,0,0
269.1,174,20,4,2,22,6,8348,739,8881.685,0,0,0,0
269.2,174,20,4,2,22,6,8609,760,8882.925,0,0,0,0
269.3,174,20,4,2,22,6,8766,789,8883.925,0,0,0,0
269.4,175,20,3,2,22,5,8903,803,8884.845,0,0,1,0
269.5,175,20,3,2,22,5,9083,813,8885.905,0,0,0,0
269.6,174,21,3,2,23,5,9228,839,8886.875,0,1,0,0
269.7,174,21,3,2,23,5,9391,850,8887.92,0,0,0,0
269.8,175,20,3,2,22,5,9442,859,8888.51,1,0,0,0
269.9,175,20,3,2,22,5,9547,872,8888.855,0,0,0,0
270,174,21,3,2,23,5,9643,885,8889.35,0,1,0,0
270.1,175,20,4,1,21,5,9729,883,8889.94,2,0,0,0
270.2,175,20,4,1,21,5,9802,896,8890.31,0,0,0,0
270.3,175,20,4,1,21,5,9831,899,8890.38,0,0,0,0
270.4,175,20,4,1,21,5,9897,907,8890.83,0,0,0,0
270.5,175,20,4,1,21,5,9982,911,8890.92,0,0,0,0
270.6,174,21,4,1,22,5,10034,924,8891.3,0,1,0,0
270.7,174,21,4,1,22,5,10134,939,8891.8,0,0,0,0
270.8,174,21,4,1,22,5,10084,940,8891.67,0,0,0,0
270.9,174,21,4,1,22,5,10124,958,8892.2,0,0,0,0
271,174,21,4,1,22,5,10086,985,8892.25,0,0,0,0
271.1,175,20,4,1,21,5,10074,991,8892.645,1,0,0,0
271.2,175,20,4,1,21,5,10018,991,8892.91,0,0,0,0
271.3,175,20,4,1,21,5,9869,993,8893.02,0,0,0,0
271.4,175,20,4,1,21,5,9761,990,8893.035,0,0,0,0
271.5,175,20,4,1,21,5,9709,1006,8893.53,0,0,0,0
271.6,176,20,3,1,21,4,9531,1023,8893.86,0,0,1,0
271.7,176,20,3,1,21,4,9385,1041,8894.17,0,0,0,0
271.8,176,20,3,1,21,4,9242,1049,8894.46,0,0,0,0
271.9,176,20,3,1,21,4,9142,1039,8894.97,0,0,0,0
272,176,20,3,1,21,4,8945,1038,8894.91,0,0,0,0
272.1,176,20,3,1,21,4,8813,1040,8895.455,0,0,0,0
272.2,176,20,3,1,21,4,8711,1054,8895.875,0,0,0,0
272.3,176,20,3,1,21,4,8622,1017,8896.495,0,0,0,0
272.4,176,20,3,1,21,4,8565,1013,8897.29,0,0,0,0
272.5,176,20,3,1,21,4,8440,1019,8897.81,0,0,0,0
272.6,176,20,3,1,21,4,8352,1047,8898.335,0,0,0,0
272.7,176,20,3,1,21,4,8351,1053,8899.065,0,0,0,0
272.8,176,20,3,1,21,4,8339,1075,8899.815,0,0,0,0
272.9,175,21,3,1,22,4,8332,1092,8900.595,0,1,0,0
273,175,21,3,1,22,4,8386,1108,8901.495,0,0,0,0
273.1,175,21,3,1,22,4,8456,1115,8902.34,0,0,0,0
273.2,175,21,3,1,22,4,8561,1146,8903.17,0,0,0,0
273.3,175,21,3,1,22,4,8598,1132,8903.355,0,0,0,0
273.4,175,21,3,1,22,4,8728,1134,8903.69,0,0,0,0
273.5,175,21,3,1,22,4,8840,1159,8904.215,0,0,0,0
273.6,175,21,3,1,22,4,8941,1186,8904.95,0,0,0,0
273.7,175,21,3,1,22,4,9040,1207,8905.48,0,0,0,0
273.8,175,21,3,1,22,4,9109,1226,8905.595,0,0,0,0
273.9,175,21,3,1,22,4,9180,1232,8905.88,0,0,0,0
274,175,21,3,1,22,4,9221,1229,8906.005,0,0,0,0
274.1,174,22,3,1,23,4,9281,1248,8906.235,0,1,0,0
274.2,174,22,3,1,23,4,9238,1290,8906.505,0,0,0,0
274.3,174,22,3,1,23,4,9244,1326,8906.555,0,0,0,0
274.4,174,22,3,1,23,4,9172,1326,8906.65,0,0,0,0
274.5,174,22,3,1,23,4,9162,1372,8906.84,0,0,0,0
274.6,174,22,3,1,23,4,9167,1367,8907.05,0,0,0,0
274.7,173,23,3,1,24,4,9132,1397,8906.9,0,1,0,0
274.8,173,23,3,1,24,4,9125,1405,8907.065,0,0,0,0
274.9,173,23,3,1,24,4,9140,1438,8907,0,0,0,0
275,173,23,3,1,24,4,9142,1474,8906.77,0,0,0,0
275.1,173,23,3,1,24,4,9146,1448,8906.64,0,0,0,0
275.2,173,23,3,1,24,4,9174,1472,8906.99,0,0,0,0
275.3,173,23,3,1,24,4,9316,1459,8907.205,0,0,0,0
275.4,173,23,3,1,24,4,9472,1479,8907.65,0,0,0,0
275.5,173,23,3,1,24,4,9544,1507,8907.21,0,0,0,0
275.6,173,23,3,1,24,4,9694,1518,8907.375,0,0,0,0
275.7,173,23,3,1,24,4,9886,1516,8907.115,0,0,0,0
275.8,173,23,3,1,24,4,9997,1546,8906.495,0,0,0,0
275.9,173,23,3,1,24,4,10102,1550,8905.815,0,0,0,0
276,173,23,3,1,24,4,10169,1565,8905.045,0,0,0,0
276.1,173,23,3,1,24,4,10296,1583,8904.245,0,0,0,0
276.2,173,23,3,1,24,4,10416,1589,8903.73,0,0,0,0
276.3,173,23,3,1,24,4,10507,1600,8902.905,0,0,0,0
276.4,173,23,3,1,24,4,10580,1630,8901.98,0,0,0,0
276.5,173,23,3,1,24,4,10776,1597,8901.18,0,0,0,0
276.6,173,23,3,1,24,4,10811,1598,8900.41,0,0,0,0
276.7,173,23,3,1,24,4,10912,1607,8899.83,0,0,0,0
276.8,173,23,3,1,24,4,11064,1575,8899.335,0,0,0,0
276.9,173,23,3,1,24,4,11188,1583,8898.37,0,0,0,0
277,173,23,3,1,24,4,11282,1595,8897.26,0,0,0,0
277.1,173,23,3,1,24,4,11329,1607,8896.385,0,0,0,0
277.2,173,23,3,1,24,4,11304,1623,8895.77,0,0,0,0
277.3,173,23,3,1,24,4,11244,1580,8894.48,0,0,0,0
277.4,173,23,3,1,24,4,11143,1562,8893.265,0,0,0,0
277.5,172,23,4,1,24,5,11111,1546,8891.985,0,0,0,1
277.6,172,23,4,1,24,5,11019,1547,8890.795,0,0,0,0
277.7,172,23,4,1,24,5,10945,1570,8890.215,0,0,0,0
277.8,172,23,4,1,24,5,10875,1586,8889.575,0,0,0,0
277.9,172,23,4,1,24,5,10732,1568,8888.46,0,0,0,0
278,171,24,4,1,25,5,10762,1568,8887.69,0,1,0,0
278.1,171,24,4,1,25,5,10687,1544,8886.765,0,0,0,0
278.2,171,25,4,0,25,4,10739,1512,8885.905,0,0,1,0
278.3,171,25,4,0,25,4,10775,1507,8885.265,0,0,0,0
278.4,171,25,4,0,25,4,10869,1495,8884.4,0,0,0,0
278.5,171,25,4,0,25,4,10985,1508,8883.45,0,0,0,0
278.6,171,25,4,0,25,4,11071,1497,8882.775,0,0,0,0
278.7,171,25,4,0,25,4,11216,1492,8881.87,0,0,0,0
278.8,171,25,4,0,25,4,11359,1471,8880.795,0,0,0,0
278.9,171,25,4,0,25,4,11561,1463,8879.385,0,0,0,0
279,171,25,4,0,25,4,11689,1440,8877.96,0,0,0,0
279.1,171,25,4,0,25,4,11800,1431,8876.505,0,0,0,0
279.2,170,26,4,0,26,4,11941,1456,8875.36,0,1,0,0
279.3,170,26,4,0,26,4,12025,1429,8873.685,0,0,0,0
279.4,170,26,4,0,26,4,12097,1397,8872.4,0,0,0,0
279.5,170,26,4,0,26,4,12116,1372,8871.5,0,0,0,0
279.6,169,26,5,0,26,5,12148,1370,8870.305,0,0,0,1
279.7,170,26,4,0,26,4,12022,1361,8868.635,0,0,1,0
279.8,170,26,4,0,26,4,11802,1334,8867.11,0,0,0,0
279.9,170,26,4,0,26,4,11648,1300,8866.38,0,0,0,0
280,171,25,4,0,25,4,11441,1300,8865.345,1,0,0,0
280.1,171,25,4,0,25,4,11207,1271,8864.45,0,0,0,0
280.2,171,25,4,0,25,4,11007,1286,8863.585,0,0,0,0
280.3,170,26,4,0,26,4,10659,1281,8862.825,0,1,0,0
280.4,170,26,4,0,26,4,10268,1260,8861.735,0,0,0,0
280.5,171,25,4,0,25,4,9957,1258,8861.49,1,0,0,0
280.6,171,25,4,0,25,4,9743,1237,8861.2,0,0,0,0
280.7,171,25,4,0,25,4,9431,1235,8860.735,0,0,0,0
280.8,171,25,4,0,25,4,9201,1226,8860.83,0,0,0,0
280.9,171,25,4,0,25,4,8940,1224,8860.635,0,0,0,0
281,173,23,4,0,23,4,8726,1230,8860.5,2,0,0,0
281.1,173,23,4,0,23,4,8516,1221,8860.705,0,0,0,0
281.2,173,23,4,0,23,4,8333,1236,8860.765,0,0,0,0
281.3,173,23,4,0,23,4,8233,1249,8861.19,0,0,0,0
281.4,173,23,4,0,23,4,8098,1247,8861.275,0,0,0,0
281.5,173,23,4,0,23,4,8029,1260,8861.72,0,0,0,0
281.6,173,23,4,0,23,4,7973,1279,8861.91,0,0,0,0
281.7,173,23,4,0,23,4,7964,1288,8862.38,0,0,0,0
281.8,173,23,4,0,23,4,7992,1322,8862.745,0,0,0,0
281.9,173,23,4,0,23,4,8068,1359,8863.295,0,0,0,0
282,173,23,4,0,23,4,8157,1408,8863.945,0,0,0,0
282.1,173,23,4,0,23,4,8235,1458,8864.195,0,0,0,0
282.2,173,23,4,0,23,4,8268,1526,8864.555,0,0,0,0
282.3,173,23,4,0,23,4,8362,1603,8865.05,0,0,0,0
282.4,173,23,4,0,23,4,8441,1660,8865.06,0,0,0,0
282.5,173,23,4,0,23,4,8531,1736,8865.4,0,0,0,0
282.6,173,23,4,0,23,4,8588,1831,8865.445,0,0,0,0
282.7,173,23,4,0,23,4,8632,1939,8865.485,0,0,0,0
282.8,172,24,4,0,24,4,8653,2047,8865.72,0,1,0,0
282.9,172,24,4,0,24,4,8629,2168,8865.465,0,0,0,0
283,172,24,4,0,24,4,8623,2273,8865.345,0,0,0,0
283.1,172,24,4,0,24,4,8613,2442,8865.555,0,0,0,0
