"step","patches_neither","patches_I1_only","patches_I2_only","patches_both","occupied_I1","occupied_I2","global_I1","global_I2","mean_N","I1_local_extinctions","I1_recolonizations","I2_local_extinctions","I2_recolonizations"
102.8,179,20,1,0,20,1,17894,644,9222.055,0,0,0,0
102.9,178,21,1,0,21,1,17537,707,9216.27,0,1,0,0
103,178,21,1,0,21,1,17219,810,9211.135,0,0,0,0
103.1,178,21,1,0,21,1,16815,927,9205.59,0,0,0,0
103.2,178,21,1,0,21,1,16345,1029,9200.33,0,0,0,0
103.3,178,21,1,0,21,1,15765,1173,9195.015,0,0,0,0
103.4,178,21,1,0,21,1,15258,1324,9190.31,0,0,0,0
103.5,178,21,1,0,21,1,14711,1461,9185.33,0,0,0,0
103.6,177,22,1,0,22,1,14164,1584,9180.605,0,1,0,0
103.7,177,22,1,0,22,1,13622,1704,9176.37,0,0,0,0
103.8,177,22,1,0,22,1,13037,1829,9171.935,0,0,0,0
103.9,177,22,1,0,22,1,12481,1981,9167.93,0,0,0,0
104,177,22,1,0,22,1,11962,2060,9164.135,0,0,0,0
104.1,177,22,1,0,22,1,11432,2185,9160.385,0,0,0,0
104.2,177,22,1,0,22,1,10890,2306,9156.9,0,0,0,0
104.3,177,22,1,0,22,1,10415,2437,9153.62,0,0,0,0
104.4,178,21,1,0,21,1,10028,2502,9150.435,1,0,0,0
104.5,178,21,1,0,21,1,9560,2593,9147.44,0,0,0,0
104.6,178,21,1,0,21,1,9167,2629,9144.45,0,0,0,0
104.7,178,21,1,0,21,1,8794,2672,9141.735,0,0,0,0
104.8,178,21,1,0,21,1,8426,2687,9139.205,0,0,0,0
104.9,178,21,1,0,21,1,8118,2689,9137.15,0,0,0,0
105,178,21,1,0,21,1,7840,2685,9134.955,0,0,0,0
105.1,178,21,1,0,21,1,7571,2649,9133.06,0,0,0,0
105.2,178,21,1,0,21,1,7371,2649,9131.485,0,0,0,0
105.3,178,21,1,0,21,1,7163,2632,9129.785,0,0,0,0
105.4,178,21,1,0,21,1,6961,2578,9127.785,0,0,0,0
105.5,178,21,1,0,21,1,6828,2481,9126.28,0,0,0,0
105.6,178,21,1,0,21,1,6674,2399,9124.49,0,0,0,0
105.7,178,21,1,0,21,1,6608,2341,9123.34,0,0,0,0
105.8,178,21,1,0,21,1,6508,2239,9121.965,0,0,0,0
105.9,178,21,1,0,21,1,6453,2191,9120.5,0,0,0,0
106,178,21,1,0,21,1,6369,2129,9119.74,0,0,0,0
106.1,178,21,1,0,21,1,6396,2000,9118.435,0,0,0,0
106.2,178,21,1,0,21,1,6443,1935,9117.52,0,0,0,0
106.3,178,21,1,0,21,1,6581,1841,9116.615,0,0,0,0
106.4,178,21,1,0,21,1,6759,1731,9115.465,0,0,0,0
106.5,178,21,1,0,21,1,6924,1665,9114.275,0,0,0,0
106.6,178,21,1,0,21,1,7182,1590,9113.24,0,0,0,0
106.7,178,21,1,0,21,1,7453,1504,9112.175,0,0,0,0
106.8,178,21,1,0,21,1,7739,1426,9110.865,0,0,0,0
106.9,178,21,1,0,21,1,8117,1339,9109.685,0,0,0,0
107,178,21,1,0,21,1,8477,1257,9108.105,0,0,0,0
107.1,178,21,1,0,21,1,8875,1179,9106.325,0,0,0,0
107.2,178,21,1,0,21,1,9304,1123,9104.79,0,0,0,0
107.3,178,21,1,0,21,1,9779,1068,9102.95,0,0,0,0
107.4,178,21,1,0,21,1,10228,994,9101.11,0,0,0,0
107.5,178,21,1,0,21,1,10624,959,9099.01,0,0,0,0
107.6,178,21,1,0,21,1,10992,888,9096.6,0,0,0,0
107.7,178,21,1,0,21,1,11342,834,9094.18,0,0,0,0
107.8,178,21,1,0,21,1,11649,790,9091.605,0,0,0,0
107.9,177,22,1,0,22,1,11937,742,9089.165,0,1,0,0
108,177,22,1,0,22,1,12238,694,9086.545,0,0,0,0
108.1,177,22,1,0,22,1,12354,647,9083.66,0,0,0,0
108.2,176,23,1,0,23,1,12427,620,9080.8,0,1,0,0
108.3,176,23,1,0,23,1,12522,581,9077.77,0,0,0,0
108.4,176,23,1,0,23,1,12490,558,9074.98,0,0,0,0
108.5,176,23,1,0,23,1,12435,529,9071.925,0,0,0,0
108.6,176,23,1,0,23,1,12330,490,9068.98,0,0,0,0
108.7,176,23,1,0,23,1,12181,453,9066.24,0,0,0,0
108.8,176,23,1,0,23,1,11980,427,9063.275,0,0,0,0
108.9,176,23,1,0,23,1,11733,407,9060.465,0,0,0,0
109,176,23,1,0,23,1,11483,384,9057.855,0,0,0,0
109.1,176,23,1,0,23,1,11289,360,9055.71,0,0,0,0
109.2,176,23,1,0,23,1,10980,343,9053.515,0,0,0,0
109.3,176,23,1,0,23,1,10636,330,9051.35,0,0,0,0
109.4,176,23,1,0,23,1,10271,318,9049.505,0,0,0,0
109.5,176,23,1,0,23,1,9932,298,9047.605,0,0,0,0
109.6,176,23,1,0,23,1,9505,285,9045.53,0,0,0,0
109.7,176,23,1,0,23,1,9134,265,9043.865,0,0,0,0
109.8,176,23,1,0,23,1,8762,249,9042.515,0,0,0,0
109.9,176,23,1,0,23,1,8379,233,9041.06,0,0,0,0
110,176,23,1,0,23,1,8045,211,9039.965,0,0,0,0
110.1,176,23,1,0,23,1,7755,207,9039.085,0,0,0,0
110.2,176,23,1,0,23,1,7445,197,9038.145,0,0,0,0
110.3,175,24,1,0,24,1,7161,183,9037.675,0,1,0,0
110.4,175,24,1,0,24,1,6976,168,9037.67,0,0,0,0
110.5,175,24,1,0,24,1,6734,157,9037.46,0,0,0,0
110.6,176,23,1,0,23,1,6563,147,9037.235,1,0,0,0
110.7,175,24,1,0,24,1,6366,142,9037.08,0,1,0,0
110.8,175,24,1,0,24,1,6206,139,9037,0,0,0,0
110.9,176,23,1,0,23,1,6152,132,9037.285,1,0,0,0
111,176,23,1,0,23,1,6067,126,9037.415,0,0,0,0
111.1,176,23,1,0,23,1,6122,120,9038.19,0,0,0,0
111.2,176,23,1,0,23,1,6138,114,9038.17,0,0,0,0
111.3,176,23,1,0,23,1,6238,112,9038.385,0,0,0,0
111.4,176,23,1,0,23,1,6418,102,9038.69,0,0,0,0
111.5,177,22,1,0,22,1,6568,99,9038.61,1,0,0,0
111.6,178,21,1,0,21,1,6780,95,9038.765,1,0,0,0
111.7,178,21,1,0,21,1,7075,89,9038.87,0,0,0,0
111.8,178,21,1,0,21,1,7343,81,9038.805,0,0,0,0
111.9,178,21,1,0,21,1,7651,76,9038.535,0,0,0,0
112,178,21,1,0,21,1,7987,66,9038.13,0,0,0,0
112.1,178,21,1,0,21,1,8221,62,9037.285,0,0,0,0
112.2,178,21,1,0,21,1,8592,59,9036.775,0,0,0,0
112.3,178,21,1,0,21,1,8886,55,9036.005,0,0,0,0
112.4,178,21,1,0,21,1,9094,54,9035.045,0,0,0,0
112.5,178,21,1,0,21,1,9316,50,9034.25,0,0,0,0
112.6,178,21,1,0,21,1,9468,55,9033.06,0,0,0,0
112.7,178,21,1,0,21,1,9611,57,9032.005,0,0,0,0
112.8,178,21,1,0,21,1,9682,54,9030.765,0,0,0,0
112.9,178,21,1,0,21,1,9772,46,9029.455,0,0,0,0
113,178,21,1,0,21,1,9702,45,9028.165,0,0,0,0
113.1,179,20,1,0,20,1,9542,49,9026.53,1,0,0,0
113.2,179,20,1,0,20,1,9345,47,9025.235,0,0,0,0
113.3,179,20,1,0,20,1,9202,44,9024.32,0,0,0,0
113.4,179,20,1,0,20,1,8981,36,9023.375,0,0,0,0
113.5,179,20,1,0,20,1,8771,34,9022.445,0,0,0,0
113.6,179,20,1,0,20,1,8477,34,9021.73,0,0,0,0
113.7,179,20,1,0,20,1,8210,26,9021.095,0,0,0,0
113.8,179,20,1,0,20,1,7961,23,9020.535,0,0,0,0
113.9,179,20,1,0,20,1,7660,24,9020.15,0,0,0,0
114,179,20,1,0,20,1,7330,22,9019.635,1,1,0,0
114.1,179,20,1,0,20,1,6974,23,9018.935,0,0,0,0
114.2,179,20,1,0,20,1,6723,23,9018.925,0,0,0,0
114.3,179,20,1,0,20,1,6482,25,9019.475,0,0,0,0
114.4,179,20,1,0,20,1,6248,20,9019.505,0,0,0,0
114.5,179,20,1,0,20,1,6018,21,9020,0,0,0,0
114.6,179,20,1,0,20,1,5777,19,9020.34,0,0,0,0
114.7,179,20,1,0,20,1,5563,19,9020.825,0,0,0,0
114.8,179,20,1,0,20,1,5344,22,9021.435,0,0,0,0
114.9,179,20,1,0,20,1,5091,18,9022.02,0,0,0,0
115,179,20,1,0,20,1,4899,18,9022.75,0,0,0,0
115.1,179,20,1,0,20,1,4696,18,9023.355,0,0,0,0
115.2,179,20,1,0,20,1,4539,18,9024.39,0,0,0,0
115.3,179,20,1,0,20,1,4360,19,9025.45,0,0,0,0
115.4,180,19,1,0,19,1,4214,22,9026.575,1,0,0,0
115.5,180,19,1,0,19,1,4081,21,9027.665,0,0,0,0
115.6,180,19,1,0,19,1,3915,22,9029.04,0,0,0,0
115.7,180,19,1,0,19,1,3795,22,9030.25,0,0,0,0
115.8,180,19,1,0,19,1,3705,23,9031.49,0,0,0,0
115.9,180,19,1,0,19,1,3566,23,9033.11,0,0,0,0
116,180,19,1,0,19,1,3448,25,9034.485,0,0,0,0
116.1,180,19,1,0,19,1,3364,25,9036.255,0,0,0,0
116.2,180,19,1,0,19,1,3296,26,9038.11,0,0,0,0
116.3,180,19,1,0,19,1,3243,25,9040.09,0,0,0,0
116.4,180,19,1,0,19,1,3161,27,9041.715,0,0,0,0
116.5,180,19,1,0,19,1,3091,24,9043.68,0,0,0,0
116.6,180,19,1,0,19,1,3025,22,9045.75,0,0,0,0
116.7,180,19,1,0,19,1,2964,21,9047.595,0,0,0,0
116.8,180,19,1,0,19,1,2899,20,9049.325,0,0,0,0
116.9,180,19,1,0,19,1,2853,19,9051.31,0,0,0,0
117,180,19,1,0,19,1,2825,18,9053.29,0,0,0,0
117.1,180,19,1,0,19,1,2789,14,9055.33,0,0,0,0
117.2,180,19,1,0,19,1,2776,13,9057.41,0,0,0,0
117.3,180,19,1,0,19,1,2751,12,9059.5,0,0,0,0
117.4,180,19,1,0,19,1,2745,11,9061.285,0,0,0,0
117.5,181,18,1,0,18,1,2691,11,9063.085,1,0,0,0
117.6,181,18,1,0,18,1,2687,14,9065.25,0,0,0,0
117.7,181,18,1,0,18,1,2725,12,9067.44,0,0,0,0
117.8,181,18,1,0,18,1,2712,15,9069.61,0,0,0,0
117.9,181,18,1,0,18,1,2734,15,9071.675,0,0,0,0
118,181,18,1,0,18,1,2781,13,9074.045,0,0,0,0
118.1,181,18,1,0,18,1,2807,13,9075.945,0,0,0,0
118.2,181,18,1,0,18,1,2791,16,9077.71,0,0,0,0
118.3,181,18,1,0,18,1,2848,16,9079.8,0,0,0,0
118.4,179,20,1,0,20,1,2948,15,9081.985,0,2,0,0
118.5,179,20,1,0,20,1,3026,17,9083.99,1,1,0,0
118.6,179,20,1,0,20,1,3137,16,9086.03,0,0,0,0
118.7,180,19,1,0,19,1,3224,16,9087.88,1,0,0,0
118.8,180,19,1,0,19,1,3340,13,9089.875,0,0,0,0
118.9,180,19,1,0,19,1,3466,12,9091.4,0,0,0,0
119,180,19,1,0,19,1,3630,11,9093.245,0,0,0,0
119.1,180,19,1,0,19,1,3809,12,9095.28,0,0,0,0
119.2,180,19,1,0,19,1,4001,12,9096.88,0,0,0,0
119.3,180,19,1,0,19,1,4207,12,9098.345,0,0,0,0
119.4,180,19,1,0,19,1,4440,12,9099.955,0,0,0,0
119.5,180,19,1,0,19,1,4690,12,9101.685,0,0,0,0
119.6,180,19,1,0,19,1,4899,12,9102.875,0,0,0,0
119.7,180,19,1,0,19,1,5123,10,9104.17,0,0,0,0
119.8,180,19,1,0,19,1,5304,8,9105.35,0,0,0,0
119.9,180,19,1,0,19,1,5451,9,9106.29,0,0,0,0
120,180,19,1,0,19,1,5592,10,9107.67,0,0,0,0
120.1,181,18,1,0,18,1,5768,10,9108.595,1,0,0,0
120.2,181,18,1,0,18,1,5867,8,9109.46,0,0,0,0
120.3,181,18,1,0,18,1,5942,7,9110.205,0,0,0,0
120.4,181,18,1,0,18,1,6041,7,9111.03,0,0,0,0
120.5,181,18,1,0,18,1,6112,9,9112.02,0,0,0,0
120.6,181,18,1,0,18,1,6123,8,9112.545,0,0,0,0
120.7,181,18,1,0,18,1,6098,8,9113.37,0,0,0,0
120.8,181,18,1,0,18,1,6039,9,9113.99,0,0,0,0
120.9,181,18,1,0,18,1,5944,9,9114.28,0,0,0,0
121,181,18,1,0,18,1,5902,11,9115.05,0,0,0,0
121.1,181,18,1,0,18,1,5889,10,9116.24,0,0,0,0
121.2,181,18,1,0,18,1,5860,11,9117.17,0,0,0,0
121.3,181,18,1,0,18,1,5811,12,9117.92,0,0,0,0
121.4,181,18,1,0,18,1,5775,12,9118.835,0,0,0,0
121.5,181,18,1,0,18,1,5742,14,9119.695,0,0,0,0
121.6,181,18,1,0,18,1,5736,14,9120.85,0,0,0,0
121.7,181,18,1,0,18,1,5779,13,9121.815,0,0,0,0
121.8,181,18,1,0,18,1,5766,12,9122.7,0,0,0,0
121.9,181,18,1,0,18,1,5854,15,9123.48,0,0,0,0
122,181,18,1,0,18,1,5962,13,9124.25,0,0,0,0
122.1,181,18,1,0,18,1,6080,12,9125.025,0,0,0,0
122.2,181,18,1,0,18,1,6198,11,9126.165,0,0,0,0
122.3,180,19,1,0,19,1,6346,9,9126.56,0,1,0,0
122.4,180,19,1,0,19,1,6491,9,9127.355,0,0,0,0
122.5,180,19,1,0,19,1,6757,9,9127.915,0,0,0,0
122.6,180,19,1,0,19,1,7035,10,9128.115,0,0,0,0
122.7,180,19,1,0,19,1,7319,9,9128.43,0,0,0,0
122.8,180,19,1,0,19,1,7669,9,9128.72,0,0,0,0
122.9,180,19,1,0,19,1,7984,9,9129.07,0,0,0,0
123,180,19,1,0,19,1,8353,10,9129.465,0,0,0,0
123.1,180,19,1,0,19,1,8674,9,9129.6,0,0,0,0
123.2,181,18,1,0,18,1,8933,9,9129.34,1,0,0,0
123.3,181,18,1,0,18,1,9203,9,9129.27,0,0,0,0
123.4,181,18,1,0,18,1,9424,9,9128.745,0,0,0,0
123.5,181,18,1,0,18,1,9642,8,9128.14,0,0,0,0
123.6,182,17,1,0,17,1,9786,11,9127.425,1,0,0,0
123.7,182,17,1,0,17,1,9878,12,9126.715,0,0,0,0
123.8,182,17,1,0,17,1,9932,14,9126.005,0,0,0,0
123.9,182,17,1,0,17,1,10012,12,9125.175,0,0,0,0
124,182,17,1,0,17,1,9928,12,9124.145,0,0,0,0
124.1,182,17,1,0,17,1,9765,12,9123.21,0,0,0,0
124.2,182,17,1,0,17,1,9592,14,9122.26,0,0,0,0
124.3,182,17,1,0,17,1,9478,15,9121.67,0,0,0,0
124.4,182,17,1,0,17,1,9284,16,9121.115,0,0,0,0
124.5,181,18,1,0,18,1,9126,16,9120.535,0,1,0,0
124.6,181,18,1,0,18,1,8859,19,9119.86,0,0,0,0
124.7,181,18,1,0,18,1,8626,17,9119.385,0,0,0,0
124.8,181,18,1,0,18,1,8418,18,9119.175,0,0,0,0
124.9,181,18,1,0,18,1,8176,19,9118.75,0,0,0,0
125,181,18,1,0,18,1,7988,20,9118.89,0,0,0,0
125.1,181,18,1,0,18,1,7762,23,9118.94,0,0,0,0
125.2,182,17,1,0,17,1,7515,26,9119.285,1,0,0,0
125.3,183,16,1,0,16,1,7304,26,9119.415,1,0,0,0
125.4,183,16,1,0,16,1,7107,26,9120.035,0,0,0,0
125.5,183,16,1,0,16,1,6831,29,9120.3,0,0,0,0
125.6,183,16,1,0,16,1,6682,23,9120.72,0,0,0,0
125.7,183,16,1,0,16,1,6524,26,9121.395,0,0,0,0
125.8,183,16,1,0,16,1,6378,33,9122.06,0,0,0,0
125.9,183,16,1,0,16,1,6190,37,9122.67,0,0,0,0
126,183,16,1,0,16,1,6026,40,9123.215,0,0,0,0
126.1,183,16,1,0,16,1,5836,39,9124.155,0,0,0,0
126.2,184,15,1,0,15,1,5681,40,9125.245,1,0,0,0
126.3,184,15,1,0,15,1,5534,45,9126.355,0,0,0,0
126.4,183,16,1,0,16,1,5370,43,9127.235,0,1,0,0
126.5,183,16,1,0,16,1,5253,45,9128.415,0,0,0,0
126.6,183,16,1,0,16,1,5094,49,9129.295,0,0,0,0
126.7,183,16,1,0,16,1,4966,57,9130.51,0,0,0,0
126.8,183,16,1,0,16,1,4914,58,9131.955,0,0,0,0
126.9,183,16,1,0,16,1,4765,61,9133.325,0,0,0,0
127,184,15,1,0,15,1,4716,61,9134.895,1,0,0,0
127.1,184,15,1,0,15,1,4651,60,9136.305,0,0,0,0
127.2,184,15,1,0,15,1,4568,65,9137.615,0,0,0,0
127.3,184,15,1,0,15,1,4511,67,9139.055,0,0,0,0
127.4,184,15,1,0,15,1,4453,70,9140.67,0,0,0,0
127.5,185,14,1,0,14,1,4384,79,9142.175,1,0,0,0
127.6,185,14,1,0,14,1,4326,84,9143.64,0,0,0,0
127.7,185,14,1,0,14,1,4264,94,9145.38,0,0,0,0
127.8,185,14,1,0,14,1,4222,96,9146.975,0,0,0,0
127.9,185,14,1,0,14,1,4222,97,9148.81,0,0,0,0
128,185,14,1,0,14,1,4184,104,9150.605,0,0,0,0
128.1,185,14,1,0,14,1,4105,115,9152.35,0,0,0,0
128.2,185,14,1,0,14,1,4097,122,9154.11,0,0,0,0
128.3,185,14,1,0,14,1,4088,126,9155.84,0,0,0,0
128.4,185,14,1,0,14,1,4071,135,9157.435,0,0,0,0
128.5,185,14,1,0,14,1,4044,130,9159.25,0,0,0,0
128.6,185,14,1,0,14,1,4068,130,9161.155,0,0,0,0
128.7,185,14,1,0,14,1,4078,133,9162.995,0,0,0,0
128.8,185,14,1,0,14,1,4033,138,9164.58,0,0,0,0
128.9,185,14,1,0,14,1,4048,138,9166.23,0,0,0,0
129,185,14,1,0,14,1,4037,149,9167.79,0,0,0,0
129.1,185,14,1,0,14,1,4042,151,9169.33,0,0,0,0
129.2,185,14,1,0,14,1,4040,155,9171.1,0,0,0,0
129.3,185,14,1,0,14,1,4017,160,9172.47,0,0,0,0
129.4,185,14,1,0,14,1,4049,172,9174.055,0,0,0,0
129.5,184,15,1,0,15,1,4051,179,9175.565,0,1,0,0
129.6,184,15,1,0,15,1,4002,201,9177.25,0,0,0,0
129.7,184,15,1,0,15,1,4020,214,9178.895,0,0,0,0
129.8,184,15,1,0,15,1,4006,224,9180.21,0,0,0,0
129.9,184,15,1,0,15,1,4041,230,9181.87,0,0,0,0
130,184,15,1,0,15,1,3973,246,9183.45,0,0,0,0
130.1,184,15,1,0,15,1,3986,251,9185.225,0,0,0,0
130.2,184,15,1,0,15,1,4014,263,9186.855,0,0,0,0
130.3,184,15,1,0,15,1,4064,277,9188.65,0,0,0,0
130.4,184,15,1,0,15,1,4081,312,9190.26,0,0,0,0
130.5,184,15,1,0,15,1,4099,327,9191.955,0,0,0,0
130.6,184,15,1,0,15,1,4063,351,9193.58,0,0,0,0
130.7,184,15,1,0,15,1,4032,371,9195.3,0,0,0,0
130.8,184,15,1,0,15,1,4022,392,9196.905,0,0,0,0
130.9,184,15,1,0,15,1,4015,397,9198.43,0,0,0,0
131,184,15,1,0,15,1,4032,397,9200.06,0,0,0,0
131.1,184,15,1,0,15,1,4013,415,9201.585,0,0,0,0
131.2,184,15,1,0,15,1,3994,450,9203.21,0,0,0,0
131.3,184,15,1,0,15,1,4028,454,9205.175,0,0,0,0
131.4,184,15,1,0,15,1,4042,458,9206.785,0,0,0,0
131.5,184,15,1,0,15,1,4030,491,9208.495,0,0,0,0
131.6,184,15,1,0,15,1,4053,490,9209.73,0,0,0,0
131.7,184,15,1,0,15,1,4117,515,9211.35,0,0,0,0
131.8,184,15,1,0,15,1,4115,524,9212.77,0,0,0,0
131.9,184,15,1,0,15,1,4153,558,9214.555,0,0,0,0
132,184,15,1,0,15,1,4208,568,9216.135,0,0,0,0
132.1,184,15,1,0,15,1,4157,593,9217.33,0,0,0,0
132.2,184,15,1,0,15,1,4169,606,9218.63,0,0,0,0
132.3,184,15,1,0,15,1,4183,634,9220.085,0,0,0,0
132.4,184,15,1,0,15,1,4190,646,9221.515,0,0,0,0
132.5,184,15,1,0,15,1,4195,675,9223.015,0,0,0,0
132.6,183,16,1,0,16,1,4245,707,9224.48,0,1,0,0
132.7,183,16,1,0,16,1,4190,723,9225.785,0,0,0,0
132.8,183,16,1,0,16,1,4224,732,9227.07,0,0,0,0
132.9,183,16,1,0,16,1,4262,718,9228.17,0,0,0,0
133,183,16,1,0,16,1,4306,740,9229.405,0,0,0,0
133.1,183,16,1,0,16,1,4382,738,9230.615,0,0,0,0
133.2,183,16,1,0,16,1,4480,744,9232.14,0,0,0,0
133.3,183,16,1,0,16,1,4557,766,9233.17,0,0,0,0
133.4,184,15,1,0,15,1,4699,780,9234.36,1,0,0,0
133.5,184,15,1,0,15,1,4822,774,9235.35,0,0,0,0
133.6,184,15,1,0,15,1,4930,803,9236.04,0,0,0,0
133.7,184,15,1,0,15,1,5041,796,9236.67,0,0,0,0
133.8,184,15,1,0,15,1,5189,824,9237.64,0,0,0,0
133.9,184,15,1,0,15,1,5345,812,9238.52,0,0,0,0
134,184,15,1,0,15,1,5537,818,9238.79,0,0,0,0
134.1,184,15,1,0,15,1,5743,815,9239.09,0,0,0,0
134.2,184,15,1,0,15,1,5879,838,9239.76,0,0,0,0
134.3,184,15,1,0,15,1,6092,835,9240.51,0,0,0,0
134.4,184,15,1,0,15,1,6259,847,9240.92,0,0,0,0
134.5,184,15,1,0,15,1,6457,845,9241.25,0,0,0,0
134.6,184,15,1,0,15,1,6559,843,9241.455,0,0,0,0
134.7,184,15,1,0,15,1,6641,844,9241.68,0,0,0,0
134.8,184,15,1,0,15,1,6766,838,9241.94,0,0,0,0
134.9,184,15,1,0,15,1,6813,846,9242.05,0,0,0,0
135,184,15,1,0,15,1,6841,868,9242.23,0,0,0,0
135.1,184,15,1,0,15,1,6818,859,9242.22,0,0,0,0
135.2,184,15,1,0,15,1,6748,857,9242.22,0,0,0,0
135.3,184,15,1,0,15,1,6617,867,9242.205,0,0,0,0
135.4,183,16,1,0,16,1,6516,866,9242.1,0,1,0,0
135.5,183,16,1,0,16,1,6311,850,9241.96,0,0,0,0
135.6,183,16,1,0,16,1,6213,868,9242.135,0,0,0,0
135.7,183,16,1,0,16,1,6112,849,9242.415,0,0,0,0
135.8,183,16,1,0,16,1,5989,846,9242.91,0,0,0,0
135.9,183,16,1,0,16,1,5815,815,9243.165,0,0,0,0
136,183,16,1,0,16,1,5663,799,9243.625,0,0,0,0
136.1,183,16,1,0,16,1,5573,783,9244.205,0,0,0,0
136.2,183,16,1,0,16,1,5479,769,9244.85,0,0,0,0
136.3,183,16,1,0,16,1,5390,740,9245.185,0,0,0,0
136.4,183,16,1,0,16,1,5313,721,9245.885,0,0,0,0
136.5,183,16,1,0,16,1,5267,708,9246.56,0,0,0,0
136.6,184,15,1,0,15,1,5146,688,9246.865,1,0,0,0
136.7,184,15,1,0,15,1,5108,668,9247.56,0,0,0,0
136.8,184,15,1,0,15,1,5092,664,9248.455,0,0,0,0
136.9,184,15,1,0,15,1,5091,664,9249.555,0,0,0,0
137,184,15,1,0,15,1,5069,641,9250.135,0,0,0,0
137.1,184,15,1,0,15,1,5146,625,9250.88,0,0,0,0
137.2,184,15,1,0,15,1,5242,618,9251.505,0,0,0,0
137.3,184,15,1,0,15,1,5360,596,9252.115,0,0,0,0
137.4,184,15,1,0,15,1,5520,575,9252.85,0,0,0,0
137.5,184,15,1,0,15,1,5674,576,9253.565,0,0,0,0
137.6,184,15,1,0,15,1,5824,565,9254.01,0,0,0,0
137.7,182,17,1,0,17,1,6001,575,9254.405,0,2,0,0
137.8,182,17,1,0,17,1,6135,556,9254.71,0,0,0,0
137.9,182,17,1,0,17,1,6294,545,9255.375,0,0,0,0
138,182,17,1,0,17,1,6462,549,9255.83,0,0,0,0
138.1,182,17,1,0,17,1,6662,529,9256.185,0,0,0,0
138.2,183,16,1,0,16,1,6843,512,9256.755,1,0,0,0
138.3,183,16,1,0,16,1,6960,484,9256.835,0,0,0,0
138.4,183,16,1,0,16,1,7083,460,9256.895,0,0,0,0
138.5,183,16,1,0,16,1,7138,438,9256.62,0,0,0,0
138.6,183,16,1,0,16,1,7137,424,9256.77,0,0,0,0
138.7,183,16,1,0,16,1,7103,416,9256.435,0,0,0,0
138.8,183,16,1,0,16,1,7114,400,9256.645,0,0,0,0
138.9,183,16,1,0,16,1,7133,395,9256.71,0,0,0,0
139,182,17,1,0,17,1,7065,385,9256.26,0,1,0,0
139.1,182,17,1,0,17,1,6996,376,9256.22,0,0,0,0
139.2,182,17,1,0,17,1,6975,365,9256.275,0,0,0,0
139.3,182,17,1,0,17,1,6898,362,9256.175,0,0,0,0
139.4,182,17,1,0,17,1,6857,345,9256.29,0,0,0,0
139.5,182,17,1,0,17,1,6820,334,9256.31,0,0,0,0
139.6,182,17,1,0,17,1,6763,329,9256.11,0,0,0,0
139.7,182,17,1,0,17,1,6742,326,9256.165,0,0,0,0
139.8,182,17,1,0,17,1,6754,324,9256.33,0,0,0,0
139.9,182,17,1,0,17,1,6811,321,9256.23,0,0,0,0
140,182,17,1,0,17,1,6829,316,9255.98,0,0,0,0
140.1,181,18,1,0,18,1,6892,296,9256.065,0,1,0,0
140.2,181,18,1,0,18,1,6996,278,9256.35,0,0,0,0
140.3,181,18,1,0,18,1,7037,276,9256.39,0,0,0,0
140.4,181,18,1,0,18,1,7120,277,9256.555,0,0,0,0
140.5,180,19,1,0,19,1,7137,275,9256.465,0,1,0,0
140.6,180,19,1,0,19,1,7178,269,9256.485,0,0,0,0
140.7,180,19,1,0,19,1,7219,268,9256.33,0,0,0,0
140.8,180,19,1,0,19,1,7215,266,9256.35,0,0,0,0
140.9,180,19,1,0,19,1,7145,263,9256.25,0,0,0,0
141,180,19,1,0,19,1,7108,263,9256.36,0,0,0,0
141.1,180,19,1,0,19,1,7002,247,9256.33,0,0,0,0
141.2,180,19,1,0,19,1,6863,250,9255.975,0,0,0,0
141.3,179,20,1,0,20,1,6823,243,9256.24,0,1,0,0
141.4,179,20,1,0,20,1,6739,235,9256.425,0,0,0,0
141.5,178,21,1,0,21,1,6645,225,9256.245,0,1,0,0
141.6,178,21,1,0,21,1,6613,214,9256.535,0,0,0,0
141.7,178,21,1,0,21,1,6577,203,9256.88,0,0,0,0
141.8,178,21,1,0,21,1,6501,198,9257.055,0,0,0,0
141.9,178,21,1,0,21,1,6491,188,9257.25,0,0,0,0
142,179,20,1,0,20,1,6544,173,9257.385,1,0,0,0
142.1,179,20,1,0,20,1,6628,171,9257.535,0,0,0,0
142.2,179,20,1,0,20,1,6685,170,9257.755,0,0,0,0
142.3,179,20,1,0,20,1,6832,177,9258.18,0,0,0,0
142.4,179,20,1,0,20,1,7064,174,9258.515,0,0,0,0
142.5,179,20,1,0,20,1,7270,163,9258.515,0,0,0,0
142.6,179,20,1,0,20,1,7654,163,9258.62,0,0,0,0
142.7,178,21,1,0,21,1,7992,160,9258.13,0,1,0,0
142.8,178,21,1,0,21,1,8470,163,9258.115,0,0,0,0
142.9,178,21,1,0,21,1,8966,166,9257.86,0,0,0,0
143,178,21,1,0,21,1,9496,156,9256.865,0,0,0,0
143.1,178,21,1,0,21,1,10003,158,9255.67,0,0,0,0
143.2,178,21,1,0,21,1,10618,163,9254.34,0,0,0,0
143.3,178,21,1,0,21,1,11260,156,9252.83,0,0,0,0
143.4,178,21,1,0,21,1,11867,146,9250.885,0,0,0,0
143.5,178,21,1,0,21,1,12519,143,9249.02,0,0,0,0
143.6,178,21,1,0,21,1,13020,135,9246.535,0,0,0,0
143.7,178,21,1,0,21,1,13488,139,9243.915,0,0,0,0
