"n_grid_cells","T_osc_max_exclusive","minimum","percentile_05","percentile_25","median","geometric_mean","percentile_75","percentile_95","maximum","median_within_column_fold_spread","percentile_95_within_column_fold_spread","maximum_within_column_fold_spread"
2331,50,0.00497215937080967,0.0680519439329503,0.215691073021848,1.08767588415737,0.647669677459699,1.47506277074572,1.96222445455266,3.80680433871034,2.38877613727501,129.082870813397,460.363636363636
