"r","intercept","slope","slope_conf_low","slope_conf_high","r_squared","adjusted_r_squared","residual_standard_error","n_grid_cells"
0.05,0.475608388503651,0.583335251411285,0.460006263595158,0.706664239227412,0.152778197548676,0.15100946727216,0.18167059398983,481
0.1,1.75294502554917,-0.50379387193885,-0.685040331328477,-0.322547412549223,0.0557618600882027,0.0538920815933279,0.335986095852066,507
0.125,1.96351793152993,-0.753095357879405,-0.962294981111466,-0.543895734647345,0.0906178430207153,0.0888063247797207,0.386990017495703,504
0.2,2.09786676640765,-1.0878311979045,-1.36454683955464,-0.811115556254367,0.112663188227803,0.110775237564458,0.507170036735501,472
0.4,0.51982124141601,-0.0745225753089261,-0.4016804245709,0.252635273953048,0.000549427729716687,-0.00218879301622943,0.560433117285355,367
