"R0","K","log10K","r","gamma","dt","nsim","t_max","n_patch","alpha","I_init","ext_prob","n_ext","mean_ext_time_index","mean_T_ext","omega_sq","T_osc","omega_logistic_sq","T_osc_logistic","ratio","log10_T_osc","log10_mean_T_ext","log10_ratio","oscillatory","logistic_oscillatory","positive_extinction_time","within_Tosc_window","finite_valid"
1.5,31622.7766016838,4.5,0.1,1,0.1,1000,200,1,0,10,0.019,19,36.9473684210526,3.59473684210526,0.044375,29.8270763103754,0.0322222222222222,35.0027466133739,0.120519249178131,1.47461068532654,0.555667102728704,-0.918943582597836,TRUE,TRUE,TRUE,TRUE,TRUE
1.6,31622.7766016838,4.5,0.1,1,0.1,1000,200,1,0,10,0.013,13,26.4615384615385,2.54615384615385,0.0536,27.1392269947458,0.0365234375,32.8771411034376,0.0938182154800055,1.43359747351173,0.405884641468882,-1.02771283204285,TRUE,TRUE,TRUE,TRUE,TRUE
1.7,31622.7766016838,4.5,0.1,1,0.1,1000,200,1,0,10,0.01,10,35.8,3.48,0.062775,25.0776309952485,0.0403114186851211,31.2943421886124,0.138769088701375,1.39928650766563,0.541579243946581,-0.857707263719054,TRUE,TRUE,TRUE,TRUE,TRUE
1.8,31622.7766016838,4.5,0.1,1,0.1,1000,200,1,0,10,0.005,5,138.8,13.78,0.0719,23.4323272070016,0.0436728395061729,30.0658961839422,0.588076458572264,1.36981542316667,1.13924921757161,-0.230566205595067,TRUE,TRUE,TRUE,TRUE,TRUE
1.9,31622.7766016838,4.5,0.1,1,0.1,1000,200,1,0,10,0.018,18,277.777777777778,27.6777777777778,0.080975,22.0802705249964,0.0466759002770083,29.0826191939345,1.25350718626589,1.34400439001701,1.44213121809718,0.0981268280801738,TRUE,TRUE,TRUE,TRUE,TRUE
2,31622.7766016838,4.5,0.1,1,0.1,1000,200,1,0,10,0.077,77,289.922077922078,28.8922077922078,0.09,20.943951023932,0.049375,28.2765430735357,1.37950130609041,1.32105861363845,1.46078072963712,0.13972211599867,TRUE,TRUE,TRUE,TRUE,TRUE
2.1,31622.7766016838,4.5,0.1,1,0.1,1000,200,1,0,10,0.199,199,278.437185929648,27.7437185929648,0.098975,19.9717956228954,0.0518140589569161,27.6029857290961,1.38914492801838,1.30041711314599,1.44316467073043,0.142747557584438,TRUE,TRUE,TRUE,TRUE,TRUE
2.2,31622.7766016838,4.5,0.1,1,0.1,1000,200,1,0,10,0.374,374,268.131016042781,26.7131016042781,0.1079,19.1279816297138,0.0540289256198347,27.0312856915466,1.39654575801042,1.28166914601666,1.42672431600418,0.145055169987518,TRUE,TRUE,TRUE,TRUE,TRUE
2.3,31622.7766016838,4.5,0.1,1,0.1,1000,200,1,0,10,0.544,544,259.246323529412,25.8246323529412,0.116775,18.3867482751362,0.0560491493383743,26.5396600436888,1.40452416960877,1.2645049303782,1.41203414749174,0.147529217113532,TRUE,TRUE,TRUE,TRUE,TRUE
2.4,31622.7766016838,4.5,0.1,1,0.1,1000,200,1,0,10,0.717,717,246.258019525802,24.5258019525802,0.1256,17.7290330108458,0.0578993055555556,26.1121836148708,1.38336941093044,1.24868504865753,1.38962321698516,0.140938168327635,TRUE,TRUE,TRUE,TRUE,TRUE
2.5,31622.7766016838,4.5,0.1,1,0.1,1000,200,1,0,10,0.819,819,236.117216117216,23.5117216117216,0.134375,17.1403872533621,0.0596,25.7369298308887,1.37171472640502,1.23402062972827,1.37128443087296,0.137263801144682,TRUE,TRUE,TRUE,TRUE,TRUE
2.6,31622.7766016838,4.5,0.1,1,0.1,1000,200,1,0,10,0.916,916,225.492358078603,22.4492358078603,0.1431,16.6096335707324,0.0611686390532544,25.4047812296024,1.35157923335634,1.22036005147823,1.35120156181693,0.130841510338703,TRUE,TRUE,TRUE,TRUE,TRUE
2.7,31622.7766016838,4.5,0.1,1,0.1,1000,200,1,0,10,0.933,933,215.390139335477,21.4390139335477,0.151775,16.1279715099649,0.0626200274348423,25.1086429848917,1.32930628754529,1.20757974758562,1.33120480653066,0.123625058945037,TRUE,TRUE,TRUE,TRUE,TRUE
2.8,31622.7766016838,4.5,0.1,1,0.1,1000,200,1,0,10,0.968,968,206.728305785124,20.5728305785124,0.1604,15.6883650528713,0.0639668367346939,24.8429079981172,1.31134318389329,1.19557768638404,1.31329404959729,0.117716363213246,TRUE,TRUE,TRUE,TRUE,TRUE
2.9,31622.7766016838,4.5,0.1,1,0.1,1000,200,1,0,10,0.984,984,199.569105691057,19.8569105691057,0.168975,15.2851125448538,0.0652199762187872,24.6030840516878,1.2991013648631,1.18426864080035,1.29791167985121,0.113643039050858,TRUE,TRUE,TRUE,TRUE,TRUE
3,31622.7766016838,4.5,0.1,1,0.1,1000,200,1,0,10,0.988,988,192.705465587045,19.1705465587045,0.1775,14.9135381551877,0.0663888888888889,24.3855282702592,1.28544590554026,1.17358068966256,1.28263449493574,0.109053805273179,TRUE,TRUE,TRUE,TRUE,TRUE
3.1,31622.7766016838,4.5,0.1,1,0.1,1000,200,1,0,10,0.996,996,186.138554216867,18.5138554216867,0.185975,14.5697662649023,0.0674817898022893,24.1872543704912,1.27070366710587,1.16345258466791,1.26749686791607,0.104044283248164,TRUE,TRUE,TRUE,TRUE,TRUE
3.2,31622.7766016838,4.5,0.1,1,0.1,1000,200,1,0,10,0.998,998,182.618236472946,18.1618236472946,0.1944,14.2505536684652,0.068505859375,24.0057903524769,1.27446442221292,1.15383173806299,1.25915945432785,0.105327716264859,TRUE,TRUE,TRUE,TRUE,TRUE
3.3,31622.7766016838,4.5,0.1,1,0.1,1000,200,1,0,10,1,1000,177.913,17.6913,0.202775,13.9531628605358,0.0694674012855831,23.8390718210552,1.2679060781292,1.14467266332164,1.24775974710319,0.10308708378155,TRUE,TRUE,TRUE,TRUE,TRUE
3.4,31622.7766016838,4.5,0.1,1,0.1,1000,200,1,0,10,0.999,999,173.078078078078,17.2078078078078,0.2111,13.6752650263277,0.0703719723183391,23.6853609104517,1.25831622090536,1.13593575170429,1.23572554681719,0.0997897951129009,TRUE,TRUE,TRUE,TRUE,TRUE
3.5,31622.7766016838,4.5,0.1,1,0.1,1000,200,1,0,10,1,1000,169.947,16.8947,0.219375,13.4148648433856,0.0712244897959184,23.5431838949659,1.25940143245873,1.12758630145317,1.22775048439139,0.100164182938227,TRUE,TRUE,TRUE,TRUE,TRUE
3.6,31622.7766016838,4.5,0.1,1,0.1,1000,200,1,0,10,1,1000,166.291,16.5291,0.2276,13.1702415270967,0.0720293209876543,23.4112826308492,1.25503393130587,1.1195937394966,1.21824920713015,0.0986554676335481,TRUE,TRUE,TRUE,TRUE,TRUE
3.7,31622.7766016838,4.5,0.1,1,0.1,1000,200,1,0,10,1,1000,163.285,16.2285,0.235775,12.9399021301383,0.0727903579254931,23.2885763683847,1.25414395231029,1.11193099159531,1.21027837984913,0.0983473882538275,TRUE,TRUE,TRUE,TRUE,TRUE
3.8,31622.7766016838,4.5,0.1,1,0.1,1000,200,1,0,10,1,1000,160.49,15.949,0.2439,12.722544195607,0.07351108033241,23.1741314313946,1.25360146168775,1.10457396820125,1.20273345804544,0.0981594898441936,TRUE,TRUE,TRUE,TRUE,TRUE
3.9,31622.7766016838,4.5,0.1,1,0.1,1000,200,1,0,10,1,1000,157.562,15.6562,0.251975,12.5170256277583,0.0741946088099934,23.0671369304796,1.25079235799279,1.097501141421,1.19468636057672,0.0971852191557204,TRUE,TRUE,TRUE,TRUE,TRUE
4,31622.7766016838,4.5,0.1,1,0.1,1000,200,1,0,10,1,1000,156.96,15.596,0.26,12.3223401880108,0.07484375,22.9668851502091,1.2656686767319,1.09069319437271,1.19301322651595,0.102320032143242,TRUE,TRUE,TRUE,TRUE,TRUE
4.1,31622.7766016838,4.5,0.1,1,0.1,1000,200,1,0,10,1,1000,153.208,15.2208,0.267975,12.1375974158953,0.0754610350981559,22.8727555906243,1.25402083117924,1.08413272856105,1.18243747940268,0.0983047508416309,TRUE,TRUE,TRUE,TRUE,TRUE
4.2,31622.7766016838,4.5,0.1,1,0.1,1000,200,1,0,10,1,1000,151.18,15.018,0.2759,11.9620060607454,0.0760487528344671,22.7842018905412,1.25547503685717,1.07780401811852,1.17661209999187,0.0988080818733446,TRUE,TRUE,TRUE,TRUE,TRUE
4.3,31622.7766016838,4.5,0.1,1,0.1,1000,200,1,0,10,1,1000,150.244,14.9244,0.283775,11.7948603211353,0.0766089778258518,22.7007410417298,1.26533079609742,1.07169280218479,1.17389688037581,0.102204078191023,TRUE,TRUE,TRUE,TRUE,TRUE
4.4,31622.7766016838,4.5,0.1,1,0.1,1000,200,1,0,10,1,1000,148.424,14.7424,0.2916,11.6355283466289,0.0771435950413223,22.621944437888,1.2670159498405,1.06578610853515,1.16856819057259,0.102782082037439,TRUE,TRUE,TRUE,TRUE,TRUE
4.5,31622.7766016838,4.5,0.1,1,0.1,1000,200,1,0,10,1,1000,147.187,14.6187,0.299375,11.4834425751046,0.0776543209876543,22.5474304034531,1.27302417410024,1.0600721029788,1.16490875374844,0.104836650769646,TRUE,TRUE,TRUE,TRUE,TRUE
4.6,31622.7766016838,4.5,0.1,1,0.1,1000,200,1,0,10,1,1000,145.635,14.4635,0.3071,11.3380915691747,0.0781427221172023,22.4768579238231,1.27565559968861,1.05453996013658,1.16027339992648,0.105733439789904,TRUE,TRUE,TRUE,TRUE,TRUE
4.7,31622.7766016838,4.5,0.1,1,0.1,1000,200,1,0,10,1,1000,144.744,14.3744,0.314775,11.1990130844262,0.0786102308736985,22.4099213569833,1.28354167386317,1.04917975205652,1.15758972590933,0.108409973852806,TRUE,TRUE,TRUE,TRUE,TRUE
4.8,31622.7766016838,4.5,0.1,1,0.1,1000,200,1,0,10,1,1000,144.317,14.3317,0.3224,11.0657881557218,0.0790581597222222,22.3463459514904,1.29513594497917,1.04398235179159,1.15629770866877,0.112315356877185,TRUE,TRUE,TRUE,TRUE,TRUE
4.9,31622.7766016838,4.5,0.1,1,0.1,1000,200,1,0,10,1,1000,142.761,14.1761,0.329975,10.9380360294849,0.079487713452728,22.2858840306322,1.29603705471316,1.03893934959089,1.15155676812191,0.112617418531026,TRUE,TRUE,TRUE,TRUE,TRUE
5,31622.7766016838,4.5,0.1,1,0.1,1000,200,1,0,10,1,1000,141.54,14.054,0.3375,10.8154098025963,0.0799,22.2283117298056,1.29944220852605,1.03404297977459,1.1477999492012,0.113756969426607,TRUE,TRUE,TRUE,TRUE,TRUE
1.1,56234.1325190349,4.75,0.1,1,0.1,1000,200,1,0,10,0.244,244,81.2909836065574,8.02909836065574,0.00697500000000001,75.2328929857456,0.00702479338842976,74.9657845885256,NA,NA,NA,NA,TRUE,TRUE,TRUE,FALSE,FALSE
1.2,56234.1325190349,4.75,0.1,1,0.1,1000,200,1,0,10,0.103,103,57.6601941747573,5.66601941747573,0.0164,49.0634343032726,0.0149305555555556,51.4211617600863,0.11548354692117,1.69075794433427,0.753278058516242,-0.937479885818024,TRUE,TRUE,TRUE,TRUE,TRUE
1.3,56234.1325190349,4.75,0.1,1,0.1,1000,200,1,0,10,0.065,65,46.0153846153846,4.50153846153846,0.025775,39.1363691107385,0.0215976331360947,42.7540034979868,0.115021872591224,1.59258053138034,0.653360965146436,-0.939219566233901,TRUE,TRUE,TRUE,TRUE,TRUE
1.4,56234.1325190349,4.75,0.1,1,0.1,1000,200,1,0,10,0.036,36,38.4722222222222,3.74722222222222,0.0351,33.5371621084639,0.0272959183673469,38.0304104839824,0.111733432009041,1.5255263101252,0.573709448904617,-0.951816861220586,TRUE,TRUE,TRUE,TRUE,TRUE
1.5,56234.1325190349,4.75,0.1,1,0.1,1000,200,1,0,10,0.027,27,29.2592592592593,2.82592592592593,0.044375,29.8270763103754,0.0322222222222222,35.0027466133739,0.094743644885601,1.47461068532654,0.451160773795893,-1.02344991153065,TRUE,TRUE,TRUE,TRUE,TRUE
1.6,56234.1325190349,4.75,0.1,1,0.1,1000,200,1,0,10,0.022,22,29.7272727272727,2.87272727272727,0.0536,27.1392269947458,0.0365234375,32.8771411034376,0.105851477394085,1.43359747351173,0.458294397460179,-0.975303076051551,TRUE,TRUE,TRUE,TRUE,TRUE
1.7,56234.1325190349,4.75,0.1,1,0.1,1000,200,1,0,10,0.003,3,27.6666666666667,2.66666666666667,0.062775,25.0776309952485,0.0403114186851211,31.2943421886124,0.106336466437835,1.39928650766563,0.425968732272281,-0.973317775393354,TRUE,TRUE,TRUE,TRUE,TRUE
1.8,56234.1325190349,4.75,0.1,1,0.1,1000,200,1,0,10,0.01,10,18.5,1.75,0.0719,23.4323272070016,0.0436728395061729,30.0658961839422,0.0746831496735459,1.36981542316667,0.243038048686294,-1.12677737448038,TRUE,TRUE,TRUE,TRUE,TRUE
1.9,56234.1325190349,4.75,0.1,1,0.1,1000,200,1,0,10,0.005,5,65,6.4,0.080975,22.0802705249964,0.0466759002770083,29.0826191939345,0.289851521191951,1.34400439001701,0.806179973983887,-0.537824416033121,TRUE,TRUE,TRUE,TRUE,TRUE
2,56234.1325190349,4.75,0.1,1,0.1,1000,200,1,0,10,0.017,17,232.764705882353,23.1764705882353,0.09,20.943951023932,0.049375,28.2765430735357,1.10659495726247,1.32105861363845,1.3650473004473,0.0439886868088476,TRUE,TRUE,TRUE,TRUE,TRUE
2.1,56234.1325190349,4.75,0.1,1,0.1,1000,200,1,0,10,0.058,58,300.758620689655,29.9758620689655,0.098975,19.9717956228954,0.0518140589569161,27.6029857290961,1.50090971462785,1.30041711314599,1.47677168172622,0.176354568580227,TRUE,TRUE,TRUE,TRUE,TRUE
2.2,56234.1325190349,4.75,0.1,1,0.1,1000,200,1,0,10,0.192,192,287.59375,28.659375,0.1079,19.1279816297138,0.0540289256198347,27.0312856915466,1.4982958241386,1.28166914601666,1.45726671512585,0.175597569109186,TRUE,TRUE,TRUE,TRUE,TRUE
2.3,56234.1325190349,4.75,0.1,1,0.1,1000,200,1,0,10,0.341,341,275.686217008798,27.4686217008798,0.116775,18.3867482751362,0.0560491493383743,26.5396600436888,1.49393581126167,1.2645049303782,1.43883686827678,0.174331937898571,TRUE,TRUE,TRUE,TRUE,TRUE
2.4,56234.1325190349,4.75,0.1,1,0.1,1000,200,1,0,10,0.566,566,264.814487632509,26.3814487632509,0.1256,17.7290330108458,0.0578993055555556,26.1121836148708,1.48803653008666,1.24868504865753,1.42129864157459,0.172613592917067,TRUE,TRUE,TRUE,TRUE,TRUE
2.5,56234.1325190349,4.75,0.1,1,0.1,1000,200,1,0,10,0.705,705,252.669503546099,25.1669503546099,0.134375,17.1403872533621,0.0596,25.7369298308887,1.46828364975671,1.23402062972827,1.40083059240942,0.166809962681143,TRUE,TRUE,TRUE,TRUE,TRUE
2.6,56234.1325190349,4.75,0.1,1,0.1,1000,200,1,0,10,0.826,826,242.780871670702,24.1780871670702,0.1431,16.6096335707324,0.0611686390532544,25.4047812296024,1.45566650005296,1.22036005147823,1.38342193897112,0.163061887492896,TRUE,TRUE,TRUE,TRUE,TRUE
2.7,56234.1325190349,4.75,0.1,1,0.1,1000,200,1,0,10,0.903,903,231.199335548173,23.0199335548173,0.151775,16.1279715099649,0.0626200274348423,25.1086429848917,1.42732975071255,1.20757974758562,1.36210406573957,0.154524318153944,TRUE,TRUE,TRUE,TRUE,TRUE
2.8,56234.1325190349,4.75,0.1,1,0.1,1000,200,1,0,10,0.94,940,224.726595744681,22.3726595744681,0.1604,15.6883650528713,0.0639668367346939,24.8429079981172,1.42606699290016,1.19557768638404,1.34971761439881,0.154139928014766,TRUE,TRUE,TRUE,TRUE,TRUE
2.9,56234.1325190349,4.75,0.1,1,0.1,1000,200,1,0,10,0.965,965,213.518134715026,21.2518134715026,0.168975,15.2851125448538,0.0652199762187872,24.6030840516878,1.39036028744569,1.18426864080035,1.32739599542457,0.14312735462422,TRUE,TRUE,TRUE,TRUE,TRUE
3,56234.1325190349,4.75,0.1,1,0.1,1000,200,1,0,10,0.983,983,207.434384537131,20.6434384537131,0.1775,14.9135381551877,0.0663888888888889,24.3855282702592,1.38420797525718,1.17358068966256,1.31478203680701,0.141201347144449,TRUE,TRUE,TRUE,TRUE,TRUE
3.1,56234.1325190349,4.75,0.1,1,0.1,1000,200,1,0,10,0.988,988,200.368421052632,19.9368421052632,0.185975,14.5697662649023,0.0674817898022893,24.1872543704912,1.36837075782676,1.16345258466791,1.29965636937841,0.136203784710502,TRUE,TRUE,TRUE,TRUE,TRUE
3.2,56234.1325190349,4.75,0.1,1,0.1,1000,200,1,0,10,0.997,997,195.058174523571,19.4058174523571,0.1944,14.2505536684652,0.068505859375,24.0057903524769,1.36175884136347,1.15383173806299,1.28793194172022,0.134100203657233,TRUE,TRUE,TRUE,TRUE,TRUE
3.3,56234.1325190349,4.75,0.1,1,0.1,1000,200,1,0,10,0.997,997,189.225677031093,18.8225677031093,0.202775,13.9531628605358,0.0694674012855831,23.8390718210552,1.34898215488803,1.14467266332164,1.27467886793431,0.130006204612663,TRUE,TRUE,TRUE,TRUE,TRUE
3.4,56234.1325190349,4.75,0.1,1,0.1,1000,200,1,0,10,1,1000,183.625,18.2625,0.2111,13.6752650263277,0.0703719723183391,23.6853609104517,1.33544029785463,1.13593575170429,1.26156022894235,0.125624477238066,TRUE,TRUE,TRUE,TRUE,TRUE
3.5,56234.1325190349,4.75,0.1,1,0.1,1000,200,1,0,10,1,1000,180.053,17.9053,0.219375,13.4148648433856,0.0712244897959184,23.5431838949659,1.33473577326637,1.12758630145317,1.25298160193285,0.125395300479682,TRUE,TRUE,TRUE,TRUE,TRUE
3.6,56234.1325190349,4.75,0.1,1,0.1,1000,200,1,0,10,0.999,999,177.800800800801,17.6800800800801,0.2276,13.1702415270967,0.0720293209876543,23.4112826308492,1.34242641212804,1.1195937394966,1.2474842277731,0.127890488276504,TRUE,TRUE,TRUE,TRUE,TRUE
3.7,56234.1325190349,4.75,0.1,1,0.1,1000,200,1,0,10,1,1000,173.51,17.251,0.235775,12.9399021301383,0.0727903579254931,23.2885763683847,1.33316309710108,1.11193099159531,1.23681427517127,0.124883283575966,TRUE,TRUE,TRUE,TRUE,TRUE
3.8,56234.1325190349,4.75,0.1,1,0.1,1000,200,1,0,10,1,1000,170.87,16.987,0.2439,12.722544195607,0.07351108033241,23.1741314313946,1.33518891652705,1.10457396820125,1.23011668678622,0.12554271858497,TRUE,TRUE,TRUE,TRUE,TRUE
3.9,56234.1325190349,4.75,0.1,1,0.1,1000,200,1,0,10,1,1000,168.108,16.7108,0.251975,12.5170256277583,0.0741946088099934,23.0671369304796,1.33504560084477,1.097501141421,1.22299724147143,0.125496100050427,TRUE,TRUE,TRUE,TRUE,TRUE
4,56234.1325190349,4.75,0.1,1,0.1,1000,200,1,0,10,1,1000,165.865,16.4865,0.26,12.3223401880108,0.07484375,22.9668851502091,1.33793579372535,1.09069319437271,1.21712846692271,0.126435272550004,TRUE,TRUE,TRUE,TRUE,TRUE
4.1,56234.1325190349,4.75,0.1,1,0.1,1000,200,1,0,10,1,1000,161.69,16.069,0.267975,12.1375974158953,0.0754610350981559,22.8727555906243,1.3239028655668,1.08413272856105,1.20598885075245,0.121856122191407,TRUE,TRUE,TRUE,TRUE,TRUE
4.2,56234.1325190349,4.75,0.1,1,0.1,1000,200,1,0,10,1,1000,162.194,16.1194,0.2759,11.9620060607454,0.0760487528344671,22.7842018905412,1.34754989406815,1.07780401811852,1.20734887236121,0.129544854242689,TRUE,TRUE,TRUE,TRUE,TRUE
4.3,56234.1325190349,4.75,0.1,1,0.1,1000,200,1,0,10,1,1000,158.847,15.7847,0.283775,11.7948603211353,0.0766089778258518,22.7007410417298,1.33826934531096,1.07169280218479,1.19823633221603,0.126543530031241,TRUE,TRUE,TRUE,TRUE,TRUE
4.4,56234.1325190349,4.75,0.1,1,0.1,1000,200,1,0,10,1,1000,157.409,15.6409,0.2916,11.6355283466289,0.0771435950413223,22.621944437888,1.34423633667925,1.06578610853515,1.19426173937524,0.128475630840091,TRUE,TRUE,TRUE,TRUE,TRUE
4.5,56234.1325190349,4.75,0.1,1,0.1,1000,200,1,0,10,1,1000,156.434,15.5434,0.299375,11.4834425751046,0.0776543209876543,22.5474304034531,1.35354880719282,1.0600721029788,1.19154602345647,0.131473920477675,TRUE,TRUE,TRUE,TRUE,TRUE
4.6,56234.1325190349,4.75,0.1,1,0.1,1000,200,1,0,10,1,1000,154.403,15.3403,0.3071,11.3380915691747,0.0781427221172023,22.4768579238231,1.35298783806846,1.05453996013658,1.18583385290309,0.131293892766511,TRUE,TRUE,TRUE,TRUE,TRUE
4.7,56234.1325190349,4.75,0.1,1,0.1,1000,200,1,0,10,1,1000,153.969,15.2969,0.314775,11.1990130844262,0.0786102308736985,22.4099213569833,1.36591500382051,1.04917975205652,1.18460342759515,0.135423675538628,TRUE,TRUE,TRUE,TRUE,TRUE
4.8,56234.1325190349,4.75,0.1,1,0.1,1000,200,1,0,10,1,1000,151.596,15.0596,0.3224,11.0657881557218,0.0790581597222222,22.3463459514904,1.36091526315847,1.04398235179159,1.17781343666549,0.133831084873903,TRUE,TRUE,TRUE,TRUE,TRUE
4.9,56234.1325190349,4.75,0.1,1,0.1,1000,200,1,0,10,1,1000,149.909,14.8909,0.329975,10.9380360294849,0.079487713452728,22.2858840306322,1.36138699487364,1.03893934959089,1.17292094712905,0.133981597538161,TRUE,TRUE,TRUE,TRUE,TRUE
5,56234.1325190349,4.75,0.1,1,0.1,1000,200,1,0,10,1,1000,148.406,14.7406,0.3375,10.8154098025963,0.0799,22.2283117298056,1.36292570221994,1.03404297977459,1.16851516136468,0.134472181590083,TRUE,TRUE,TRUE,TRUE,TRUE
1.1,1e+05,5,0.1,1,0.1,1000,200,1,0,10,0.257,257,87.6770428015564,8.66770428015564,0.00697500000000001,75.2328929857456,0.00702479338842976,74.9657845885256,NA,NA,NA,NA,TRUE,TRUE,TRUE,FALSE,FALSE
1.2,1e+05,5,0.1,1,0.1,1000,200,1,0,10,0.11,110,61.9909090909091,6.09909090909091,0.0164,49.0634343032726,0.0149305555555556,51.4211617600863,0.124310313692902,1.69075794433427,0.785265106717644,-0.905492837616622,TRUE,TRUE,TRUE,TRUE,TRUE
1.3,1e+05,5,0.1,1,0.1,1000,200,1,0,10,0.067,67,49.8208955223881,4.88208955223881,0.025775,39.1363691107385,0.0215976331360947,42.7540034979868,0.124745592480096,1.59258053138034,0.688605741424155,-0.903974789956183,TRUE,TRUE,TRUE,TRUE,TRUE
1.4,1e+05,5,0.1,1,0.1,1000,200,1,0,10,0.031,31,40.5483870967742,3.95483870967742,0.0351,33.5371621084639,0.0272959183673469,38.0304104839824,0.117924071717426,1.5255263101252,0.597128776348124,-0.928397533777079,TRUE,TRUE,TRUE,TRUE,TRUE
1.5,1e+05,5,0.1,1,0.1,1000,200,1,0,10,0.015,15,27.9333333333333,2.69333333333333,0.044375,29.8270763103754,0.0322222222222222,35.0027466133739,0.0902982681006671,1.47461068532654,0.430290106054924,-1.04432057927162,TRUE,TRUE,TRUE,TRUE,TRUE
1.6,1e+05,5,0.1,1,0.1,1000,200,1,0,10,0.015,15,31.4666666666667,3.04666666666667,0.0536,27.1392269947458,0.0365234375,32.8771411034376,0.112260628029549,1.43359747351173,0.483824941014169,-0.949772532497561,TRUE,TRUE,TRUE,TRUE,TRUE
1.7,1e+05,5,0.1,1,0.1,1000,200,1,0,10,0.01,10,32.2,3.12,0.062775,25.0776309952485,0.0403114186851211,31.2943421886124,0.124413665732267,1.39928650766563,0.494154594018443,-0.905131913647192,TRUE,TRUE,TRUE,TRUE,TRUE
1.8,1e+05,5,0.1,1,0.1,1000,200,1,0,10,0.01,10,15.2,1.42,0.0719,23.4323272070016,0.0436728395061729,30.0658961839422,0.0606000414493915,1.36981542316667,0.152288344383056,-1.21752707878362,TRUE,TRUE,TRUE,TRUE,TRUE
1.9,1e+05,5,0.1,1,0.1,1000,200,1,0,10,0.005,5,15.6,1.46,0.080975,22.0802705249964,0.0466759002770083,29.0826191939345,0.0661223782719139,1.34400439001701,0.164352855784437,-1.17965153423257,TRUE,TRUE,TRUE,TRUE,TRUE
2,1e+05,5,0.1,1,0.1,1000,200,1,0,10,0.005,5,9,0.8,0.09,20.943951023932,0.049375,28.2765430735357,0.0381971863420549,1.32105861363845,-0.0969100130080564,-1.41796862664651,TRUE,TRUE,TRUE,TRUE,TRUE
2.1,1e+05,5,0.1,1,0.1,1000,200,1,0,10,0.006,6,172.833333333333,17.1833333333333,0.098975,19.9717956228954,0.0518140589569161,27.6029857290961,0.86037999075229,1.30041711314599,1.23510741489987,-0.065309698246121,TRUE,TRUE,TRUE,TRUE,TRUE
2.2,1e+05,5,0.1,1,0.1,1000,200,1,0,10,0.04,40,293.675,29.2675,0.1079,19.1279816297138,0.0540289256198347,27.0312856915466,1.53008825324964,1.28166914601666,1.46638562702639,0.18471648100973,TRUE,TRUE,TRUE,TRUE,TRUE
2.3,1e+05,5,0.1,1,0.1,1000,200,1,0,10,0.175,175,293.645714285714,29.2645714285714,0.116775,18.3867482751362,0.0560491493383743,26.5396600436888,1.59161212143992,1.2645049303782,1.46634216837607,0.201837237997865,TRUE,TRUE,TRUE,TRUE,TRUE
2.4,1e+05,5,0.1,1,0.1,1000,200,1,0,10,0.308,308,279.493506493507,27.8493506493507,0.1256,17.7290330108458,0.0578993055555556,26.1121836148708,1.57083303033582,1.24868504865753,1.44481507338079,0.196130024723261,TRUE,TRUE,TRUE,TRUE,TRUE
2.5,1e+05,5,0.1,1,0.1,1000,200,1,0,10,0.503,503,271.771371769384,27.0771371769384,0.134375,17.1403872533621,0.0596,25.7369298308887,1.57972727084256,1.23402062972827,1.43260274516885,0.198582115440573,TRUE,TRUE,TRUE,TRUE,TRUE
2.6,1e+05,5,0.1,1,0.1,1000,200,1,0,10,0.707,707,261.024045261669,26.0024045261669,0.1431,16.6096335707324,0.0611686390532544,25.4047812296024,1.56550139504495,1.22036005147823,1.41501351043854,0.194653458960313,TRUE,TRUE,TRUE,TRUE,TRUE
2.7,1e+05,5,0.1,1,0.1,1000,200,1,0,10,0.815,815,249.196319018405,24.8196319018405,0.151775,16.1279715099649,0.0626200274348423,25.1086429848917,1.53891838700889,1.20757974758562,1.39479533622053,0.187215588634909,TRUE,TRUE,TRUE,TRUE,TRUE
2.8,1e+05,5,0.1,1,0.1,1000,200,1,0,10,0.911,911,239.896816684962,23.8896816684962,0.1604,15.6883650528713,0.0639668367346939,24.8429079981172,1.52276426434403,1.19557768638404,1.37821036278727,0.182632676403231,TRUE,TRUE,TRUE,TRUE,TRUE
2.9,1e+05,5,0.1,1,0.1,1000,200,1,0,10,0.955,955,229.388481675393,22.8388481675393,0.168975,15.2851125448538,0.0652199762187872,24.6030840516878,1.49418907453375,1.18426864080035,1.35867419733669,0.174405556536345,TRUE,TRUE,TRUE,TRUE,TRUE
3,1e+05,5,0.1,1,0.1,1000,200,1,0,10,0.977,977,221.735926305015,22.0735926305015,0.1775,14.9135381551877,0.0663888888888889,24.3855282702592,1.4801043455153,1.17358068966256,1.34387302335757,0.170292333695014,TRUE,TRUE,TRUE,TRUE,TRUE
3.1,1e+05,5,0.1,1,0.1,1000,200,1,0,10,0.986,986,213.008113590264,21.2008113590264,0.185975,14.5697662649023,0.0674817898022893,24.1872543704912,1.45512364258703,1.16345258466791,1.32635248177806,0.162899897110153,TRUE,TRUE,TRUE,TRUE,TRUE
3.2,1e+05,5,0.1,1,0.1,1000,200,1,0,10,0.995,995,207.063316582915,20.6063316582915,0.1944,14.2505536684652,0.068505859375,24.0057903524769,1.44600217912171,1.15383173806299,1.3140006855027,0.160168947439715,TRUE,TRUE,TRUE,TRUE,TRUE
